"Project Name","Parent ARK","Item ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Language","Rights.publicationStatus","Subject.conceptTopic","Type.genre","Title","Date.normalized","Date.creation","AltTitle.uniform","Opac url","Publisher.placeOfOrigin","Format.extent","Relation.isPartOf","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Perseguido, El","ark:/21198/zz0028txbc","ark:/21198/zz0028txcw","2","Completed","Page","perse/image/21198-zz0028txcw_1947914_master.tif","1","","","","","","","","pd","","published","","","page 1","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028txcw",""
"Perseguido, El","ark:/21198/zz0028txbc","ark:/21198/zz0028txdd","2","Completed","Page","perse/image/21198-zz0028txdd_1947919_master.tif","2","","","","","","","","pd","","published","","","page 2","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028txdd",""
"Perseguido, El","ark:/21198/zz0028txbc","ark:/21198/zz0028txfx","2","Completed","Page","perse/image/21198-zz0028txfx_1947923_master.tif","3","","","","","","","","pd","","published","","","page 3","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028txfx",""
"Perseguido, El","ark:/21198/zz0028txbc","ark:/21198/zz0028txgf","2","Completed","Page","perse/image/21198-zz0028txgf_1947926_master.tif","4","","","","","","","","pd","","published","","","page 4","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028txgf",""
