"Project Name","Parent ARK","Item ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Language","Rights.publicationStatus","Subject.conceptTopic","Type.genre","Title","Date.normalized","Date.creation","AltTitle.uniform","Opac url","Publisher.placeOfOrigin","Format.extent","Relation.isPartOf","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Perseguido, El","ark:/21198/zz0028tntr","ark:/21198/zz0028tnv8","2","Completed","Page","perse/image/21198-zz0028tnv8_1947466_master.tif","1","","","","","","","","pd","","published","","","page 1","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tnv8",""
"Perseguido, El","ark:/21198/zz0028tntr","ark:/21198/zz0028tnws","2","Completed","Page","perse/image/21198-zz0028tnws_1947469_master.tif","2","","","","","","","","pd","","published","","","page 2","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tnws",""
"Perseguido, El","ark:/21198/zz0028tntr","ark:/21198/zz0028tnx9","2","Completed","Page","perse/image/21198-zz0028tnx9_1947473_master.tif","3","","","","","","","","pd","","published","","","page 3","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tnx9",""
"Perseguido, El","ark:/21198/zz0028tntr","ark:/21198/zz0028tnzt","2","Completed","Page","perse/image/21198-zz0028tnzt_1947478_master.tif","4","","","","","","","","pd","","published","","","page 4","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tnzt",""
