Project Name,Parent ARK,Item ARK,IIIF Access URL,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Rights.copyrightStatus,Language,Rights.publicationStatus,Subject.conceptTopic,Type.genre,Title,Date.normalized,Date.creation,AltTitle.uniform,Opac url,Place of origin,Format.extent,Relation.isPartOf,IIIF Manifest URL
"Perseguido, El",,ark:/21198/zz0028tdqt,,2,Completed,Collection,,,,,text,,,,,pd,spa,published,Anarchism $z Argentina $v Periodicals|~|Communism $z Argentina $v Periodicals,newspapers,Perseguido (El): Voz de los explotados.,1890/9999,no.1 (18 may 1890)- no.28 (6 sep 1891); no.30 (18 oct 1891) - no.34 (1 ene 1892); no.36 (7 feb 1892); no.38 (6 mar 1892); no. 40 (10 abr 1892); no.44 ((10 jul 1892) - no.45 (24 jul 1892); no.48 (25 sep 1892); no.52 (27 nov 1892) - no.59 (7 may 1893); no.61 (18 jun 1893); no.63 (13 ago 1893) - no.64 (17 sep 1893); no.66 (11 nov 1893) - no.84 (24 jun 1895); no.86 (24 jul 1895) - no.92 (15 sep 1895); no.94 (14 oct 1895) - no.98 (7 mar 1896); no.100 (6 dic 1896) - no.102 (31 ene 1897).,"Perseguido, El",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6841248,"Buenos Aires, Argentina",,"Collection of Newspapers Published by Latin American Labor Movements (Collection 1425).|~|Latin American Newspapers: Socialist, Anarchist, Communist",https://iiif.library.ucla.edu/collections/ark%3A%2F21198%2Fzz0028tdqt
"Perseguido, El",ark:/21198/zz0028tdqt|~|ark:/21198/z1m05mg3,ark:/21198/zz0028tk6g,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tk70,10,Completed with minimal metadata,Work,,,,,text,paged,,,,pd,,published,,newspapers,"Año 1, número 1. 18 mayo 1890",1890-05-18,18 mayo 1890,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028tk6g/manifest
"Perseguido, El",ark:/21198/zz0028tdqt|~|ark:/21198/z1m05mg3,ark:/21198/zz0028tkrr,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tks8,10,Completed with minimal metadata,Work,,,,,text,paged,,,,pd,,published,,newspapers,"Año 1, número 12. 21 diciembre 1890",1890-12-21,21 diciembre 1890,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028tkrr/manifest
"Perseguido, El",ark:/21198/zz0028tdqt|~|ark:/21198/z1m05mg3,ark:/21198/zz0028tm3d,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tm4x,10,Completed with minimal metadata,Work,,,,,text,paged,,,,pd,,published,,newspapers,"Año 2, número 14. 18 enero 1891",1891-01-18,18 enero 1891,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028tm3d/manifest
"Perseguido, El",ark:/21198/zz0028tdqt|~|ark:/21198/z1m05mg3,ark:/21198/zz0028tm80,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tm9h,10,Completed with minimal metadata,Work,,,,,text,paged,,,,pd,,published,,newspapers,"Año 2, número 17. 8 marzo 1891",1891-03-08,8 marzo 1891,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028tm80/manifest
"Perseguido, El",ark:/21198/zz0028tdqt|~|ark:/21198/z1m05mg3,ark:/21198/zz0028tmfk,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tmg3,10,Completed with minimal metadata,Work,,,,,text,paged,,,,pd,,published,,newspapers,"Año 2, número 19. 5 abril 1891",1891-04-05,5 abril 1891,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028tmfk/manifest
"Perseguido, El",ark:/21198/zz0028tdqt|~|ark:/21198/z1m05mg3,ark:/21198/zz0028tmm5,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tmnp,10,Completed with minimal metadata,Work,,,,,text,paged,,,,pd,,published,,newspapers,"Año 2, número 21. 1 mayo 1891",1891-05-01,1 mayo 1891,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028tmm5/manifest
"Perseguido, El",ark:/21198/zz0028tdqt|~|ark:/21198/z1m05mg3,ark:/21198/zz0028tmsr,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tmt8,10,Completed with minimal metadata,Work,,,,,text,paged,,,,pd,,published,,newspapers,"Año 2, número 22. 17 mayo 1891",1891-05-17,17 mayo 1891,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028tmsr/manifest
"Perseguido, El",ark:/21198/zz0028tdqt|~|ark:/21198/z1m05mg3,ark:/21198/zz0028tmzb,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tn0b,10,Completed with minimal metadata,Work,,,,,text,paged,,,,pd,,published,,newspapers,"Año 2, número 27. 23 agosto 1891",1891-08-23,23 agosto 1891,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028tmzb/manifest
"Perseguido, El",ark:/21198/zz0028tdqt|~|ark:/21198/z1m05mg3,ark:/21198/zz0028tn4d,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tn5x,10,Completed with minimal metadata,Work,,,,,text,paged,,,,pd,,published,,newspapers,"Año 2, número 28. 6 septiembre 1891",1891-09-06,6 septiembre 1891,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028tn4d/manifest
"Perseguido, El",ark:/21198/zz0028tdqt|~|ark:/21198/z1m05mg3,ark:/21198/zz0028tn90,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tnbh,10,Completed with minimal metadata,Work,,,,,text,paged,,,,pd,,published,,newspapers,"Año 2, número 30. 18 octubre 1891",1891-10-18,18 octubre 1891,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028tn90/manifest
