"Project Name","Parent ARK","Item ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Language","Rights.publicationStatus","Subject.conceptTopic","Type.genre","Title","Date.normalized","Date.creation","AltTitle.uniform","Opac url","Publisher.placeOfOrigin","Format.extent","Relation.isPartOf","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Perseguido, El","ark:/21198/zz0028tmfk","ark:/21198/zz0028tmg3","2","Completed","Page","perse/image/21198-zz0028tmg3_1947325_master.tif","1","","","","","","","","pd","","published","","","page 1","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tmg3",""
"Perseguido, El","ark:/21198/zz0028tmfk","ark:/21198/zz0028tmhm","2","Completed","Page","perse/image/21198-zz0028tmhm_1947328_master.tif","2","","","","","","","","pd","","published","","","page 2","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tmhm",""
"Perseguido, El","ark:/21198/zz0028tmfk","ark:/21198/zz0028tmj4","2","Completed","Page","perse/image/21198-zz0028tmj4_1947331_master.tif","3","","","","","","","","pd","","published","","","page 3","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tmj4",""
"Perseguido, El","ark:/21198/zz0028tmfk","ark:/21198/zz0028tmkn","2","Completed","Page","perse/image/21198-zz0028tmkn_1947334_master.tif","4","","","","","","","","pd","","published","","","page 4","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028tmkn",""
