"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Language","Rights.publicationStatus","Name.repository","Subject.conceptTopic","Type.genre","Title","Date.creation","Date.normalized","AltTitle.uniform","Opac url","Place of origin","Format.extent","Relation.isPartOf","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Montana, La","ark:/21198/zz0028vjbh","ark:/21198/zz0028vj90","2","Completed","Page","monta/image/21198-zz0028vjbh_1949196_master.tif","1","","","","","","","","pd","","published","","","","page 1","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vjbh",""
"Montana, La","ark:/21198/zz0028vjc1","ark:/21198/zz0028vj90","2","Completed","Page","monta/image/21198-zz0028vjc1_1949201_master.tif","2","","","","","","","","pd","","published","","","","page 2","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vjc1",""
"Montana, La","ark:/21198/zz0028vjdj","ark:/21198/zz0028vj90","2","Completed","Page","monta/image/21198-zz0028vjdj_1949207_master.tif","3","","","","","","","","pd","","published","","","","page 3","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vjdj",""
"Montana, La","ark:/21198/zz0028vjf2","ark:/21198/zz0028vj90","2","Completed","Page","monta/image/21198-zz0028vjf2_1949210_master.tif","4","","","","","","","","pd","","published","","","","page 4","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vjf2",""
"Montana, La","ark:/21198/zz0028vjgk","ark:/21198/zz0028vj90","2","Completed","Page","monta/image/21198-zz0028vjgk_1949214_master.tif","5","","","","","","","","pd","","published","","","","page 5","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vjgk",""
"Montana, La","ark:/21198/zz0028vjh3","ark:/21198/zz0028vj90","2","Completed","Page","monta/image/21198-zz0028vjh3_1949219_master.tif","6","","","","","","","","pd","","published","","","","page 6","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vjh3",""
"Montana, La","ark:/21198/zz0028vjjm","ark:/21198/zz0028vj90","2","Completed","Page","monta/image/21198-zz0028vjjm_1949222_master.tif","7","","","","","","","","pd","","published","","","","page 7","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vjjm",""
"Montana, La","ark:/21198/zz0028vjk4","ark:/21198/zz0028vj90","2","Completed","Page","monta/image/21198-zz0028vjk4_1949226_master.tif","8","","","","","","","","pd","","published","","","","page 8","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vjk4",""
