"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Language","Rights.publicationStatus","Name.repository","Subject.conceptTopic","Type.genre","Title","Date.creation","Date.normalized","AltTitle.uniform","OPAC URL","Place of origin","Format.extent","Relation.isPartOf","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Montana, La","ark:/21198/zz0028vj1v","ark:/21198/zz0028vj0b","2","Completed","Page","monta/image/21198-zz0028vj1v_1949154_master.tif","1","","","","","","","","pd","","published","","","","page 1","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vj1v",""
"Montana, La","ark:/21198/zz0028vj2c","ark:/21198/zz0028vj0b","2","Completed","Page","monta/image/21198-zz0028vj2c_1949160_master.tif","2","","","","","","","","pd","","published","","","","page 2","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vj2c",""
"Montana, La","ark:/21198/zz0028vj3w","ark:/21198/zz0028vj0b","2","Completed","Page","monta/image/21198-zz0028vj3w_1949164_master.tif","3","","","","","","","","pd","","published","","","","page 3","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vj3w",""
"Montana, La","ark:/21198/zz0028vj4d","ark:/21198/zz0028vj0b","2","Completed","Page","monta/image/21198-zz0028vj4d_1949173_master.tif","4","","","","","","","","pd","","published","","","","page 4","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vj4d",""
"Montana, La","ark:/21198/zz0028vj5x","ark:/21198/zz0028vj0b","2","Completed","Page","monta/image/21198-zz0028vj5x_1949180_master.tif","5","","","","","","","","pd","","published","","","","page 5","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vj5x",""
"Montana, La","ark:/21198/zz0028vj6f","ark:/21198/zz0028vj0b","2","Completed","Page","monta/image/21198-zz0028vj6f_1949184_master.tif","6","","","","","","","","pd","","published","","","","page 6","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vj6f",""
"Montana, La","ark:/21198/zz0028vj7z","ark:/21198/zz0028vj0b","2","Completed","Page","monta/image/21198-zz0028vj7z_1949189_master.tif","7","","","","","","","","pd","","published","","","","page 7","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vj7z",""
"Montana, La","ark:/21198/zz0028vj8g","ark:/21198/zz0028vj0b","2","Completed","Page","monta/image/21198-zz0028vj8g_1949192_master.tif","8","","","","","","","","pd","","published","","","","page 8","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vj8g",""
