"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19340425_001.tif","Page","Page 1","1","ark:/21198/z13v22sb","ark:/21198/z13j5zq7","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13j5zq7",""
"Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19340425_002.tif","Page","Page 2","2","ark:/21198/z13v22sb","ark:/21198/z1zs5g7b","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zs5g7b",""
"Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19340425_003.tif","Page","Page 3","3","ark:/21198/z13v22sb","ark:/21198/z1v14qkt","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v14qkt",""
"Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19340425_004.tif","Page","Page 4","4","ark:/21198/z13v22sb","ark:/21198/z1qc2p7c","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qc2p7c",""
"Masters/othermasters/DEPsocialista/images/ihc_elsocialista_19340425_005.tif","Page","Page 5","5","ark:/21198/z13v22sb","ark:/21198/z1km1xm0","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1km1xm0",""
