"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Type.genre","Rights.copyrightStatus","Subject","Name.subject","Author","Name.creator","Name.correspondent","Name.interviewee","Name.compiler","Coverage.geographic","Name.sponsor","Rights.servicesContact","Rights.rightsHolderName","Name.repository","Name.photographer","Name.interviewer","Language","Alt ID.local","Format.dimensions","Date.normalized","Description.note","Relation.isPartOf","Title","Date.creation","Format.extent","Description.caption","Alt ID.issueNo","Description.contents","AltTitle.uniform","Description.latitude","Description.longitude","Alt ID.oclc","Alt ID.url","Description.abstract","Opac url","AltTitle.other","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Bunche (Ralph J.) Papers.  Collection 2051","ark:/21198/zz0017psvm","ark:/21198/zz0017pst3","2","Completed","Page","bunche/masters/21198-zz0017psvm_719195_master.tif","1","","","text","","","","","drafts (documents)|~|resolutions (administrative records)","United Nations","","United Nations. Charter.","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971|~|United Nations","","","","","","","","","University of California, Los Angeles. $b Library Special Collections","","","eng","clusc_1_1_00018283a|~|uclamss_2051_b101_f3_1-1","33 x 20 cm.","1946","Digitization took place as part of the California Cultures Project.|~|Handwritten notes on all pages.","http://calcultures.cdlib.org","United Nations draft resolution on the trusteeship system for the Fourth Committee; page 1","1946","6 p.","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017psvm",""
"Bunche (Ralph J.) Papers.  Collection 2051","ark:/21198/zz0017psw4","ark:/21198/zz0017pst3","2","Completed","Page","bunche/masters/21198-zz0017psw4_719220_master.tif","2","","","text","","","","","drafts (documents)|~|resolutions (administrative records)","United Nations","","United Nations. Charter.","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971|~|United Nations","","","","","","","","","University of California, Los Angeles. $b Library Special Collections","","","eng","clusc_1_1_00018284a|~|uclamss_2051_b101_f3_1-2","17 x 20 cm.","1946","Handwritten notes on all pages.|~|Digitization took place as part of the California Cultures Project.","http://calcultures.cdlib.org","United Nations draft resolution on the trusteeship system for the Fourth Committee; page 2","1946","6 p.","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017psw4",""
"Bunche (Ralph J.) Papers.  Collection 2051","ark:/21198/zz0017psxn","ark:/21198/zz0017pst3","2","Completed","Page","bunche/masters/21198-zz0017psxn_719237_master.tif","3","","","text","","","","","drafts (documents)|~|resolutions (administrative records)","United Nations","","United Nations. Charter.","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971|~|United Nations","","","","","","","","","University of California, Los Angeles. $b Library Special Collections","","","eng","uclamss_2051_b101_f3_1-2a|~|clusc_1_1_00018285a","16 x 20 cm.","1946","Digitization took place as part of the California Cultures Project.|~|Handwritten notes on all pages.","http://calcultures.cdlib.org","United Nations draft resolution on the trusteeship system for the Fourth Committee; page 2a","1946","6 p.","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017psxn",""
"Bunche (Ralph J.) Papers.  Collection 2051","ark:/21198/zz0017psz5","ark:/21198/zz0017pst3","2","Completed","Page","bunche/masters/21198-zz0017psz5_719315_master.tif","4","","","text","","","","","drafts (documents)|~|resolutions (administrative records)","United Nations","","United Nations. Charter.","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971|~|United Nations","","","","","","","","","University of California, Los Angeles. $b Library Special Collections","","","eng","clusc_1_1_00018286a|~|uclamss_2051_b101_f3_1-3","33 x 20 cm.","1946","Digitization took place as part of the California Cultures Project.|~|Handwritten notes on all pages.","http://calcultures.cdlib.org","United Nations draft resolution on the trusteeship system for the Fourth Committee; page 3","1946","6 p.","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017psz5",""
"Bunche (Ralph J.) Papers.  Collection 2051","ark:/21198/zz0017pt05","ark:/21198/zz0017pst3","2","Completed","Page","bunche/masters/21198-zz0017pt05_719318_master.tif","5","","","text","","","","","drafts (documents)|~|resolutions (administrative records)","United Nations","","United Nations. Charter.","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971|~|United Nations|~|Australia. Delegation to the General Assembly of the United Nations.","","","","","","","","","University of California, Los Angeles. $b Library Special Collections","","","eng","uclamss_2051_b101_f3_1-insertA|~|clusc_1_1_00018287a","33 x 20 cm.","1946","Digitization took place as part of the California Cultures Project.|~|Fourth Committee Delegation of Australia:  Draft resolution proposed amendments to Section 1 of Chapter IV.|~|Handwritten notes on all pages.","http://calcultures.cdlib.org","United Nations draft resolution on the trusteeship system for the Fourth Committee; insert A","1946","6 p.","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pt05",""
"Bunche (Ralph J.) Papers.  Collection 2051","ark:/21198/zz0017pt1p","ark:/21198/zz0017pst3","2","Completed","Page","bunche/masters/21198-zz0017pt1p_719321_master.tif","6","","","text","","","","","drafts (documents)|~|resolutions (administrative records)","United Nations","","United Nations. Charter.","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971|~|United Nations|~|China. Delegation of the General Assembly to the United Nations.","","","","","","","","","University of California, Los Angeles. $b Library Special Collections","","","eng","uclamss_2051_b101_f3_1-insertB|~|clusc_1_1_00018288a","33 x 20 cm.","1946","Digitization took place as part of the California Cultures Project.|~|Fourth Committee Delegation of China: Proposed amendments to the United States amendment to Section 1 of Chapter IV, draft resolution for the General Assembly.|~|Handwritten notes on all pages.","http://calcultures.cdlib.org","United Nations draft resolution on the trusteeship system for the Fourth Committee; insert B","1946","6 p.","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pt1p",""
