"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Type.genre","Rights.copyrightStatus","Subject","Name.subject","Author","Name.creator","Name.correspondent","Name.interviewee","Name.compiler","Coverage.geographic","Name.sponsor","Rights.servicesContact","Rights.rightsHolderName","Name.repository","Name.photographer","Name.interviewer","Language","Alt ID.local","Format.dimensions","Date.normalized","Description.note","Relation.isPartOf","Title","Date.creation","Format.extent","Description.caption","Alt ID.issueNo","Description.contents","AltTitle.uniform","Description.latitude","Description.longitude","Alt ID.oclc","Alt ID.url","Description.abstract","Opac url","AltTitle.other","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Bunche (Ralph J.) Papers.  Collection 2051","ark:/21198/zz0017n12n","ark:/21198/zz0017n114","2","Completed","Page","bunche/masters/21198-zz0017n12n_714720_master.tif","1","","","text","","","","","clippings","unknown","Academy Awards (Motion pictures)","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971","Anonymous","","","","","","","","","University of California, Los Angeles. $b Library Special Collections","Anonymous","","eng","uclamss_2051_b144_f5_1-1|~|clusc_1_1_00018074a","34 x 25 cm.","1951","Digitization took place as part of the California Cultures Project.|~|Primarily photographs","http://calcultures.cdlib.org","Ralph Bunche goes to Hollywood : U.N. mediator presents Academy Awards and proves himself adept at night clubbing too; page 1","1951","2 p.","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n12n",""
"Bunche (Ralph J.) Papers.  Collection 2051","ark:/21198/zz0017n135","ark:/21198/zz0017n114","2","Completed","Page","bunche/masters/21198-zz0017n135_714730_master.tif","2","","","text","","","","","clippings","unknown","Academy Awards (Motion pictures)","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971","Anonymous","","","","","","","","","University of California, Los Angeles. $b Library Special Collections","Anonymous","","eng","uclamss_2051_b144_f5_1-2|~|clusc_1_1_00018075a","34 x 25 cm.","1951","Digitization took place as part of the California Cultures Project.|~|Primarily photographs","http://calcultures.cdlib.org","Ralph Bunche goes to Hollywood : U.N. mediator presents Academy Awards and proves himself adept at night clubbing too; page 2","1951","2 p.","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017n135",""
