Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Type.genre,Rights.copyrightStatus,Subject,Name.subject,Name.author,Name.creator,Name.correspondent,Name.interviewee,Name.compiler,Coverage.geographic,Name.sponsor,Rights.servicesContact,Rights.rightsHolderName,Name.repository,Name.photographer,Name.interviewer,Language,Alt ID.local,Format.dimensions,Date.normalized,Description.note,Relation.isPartOf,Title,Date.creation,Format.extent,Description.caption,Alt ID.issueNo,Description.contents,AltTitle.uniform,Description.latitude,Description.longitude,Alt ID.oclc,Alt ID.url,Description.abstract,Opac url,AltTitle.other,Bucketeer State,IIIF Access URL
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017jts8,ark:/21198/zz0017jpsb,2,Completed,Page,bunche/masters/21198-zz0017jts8_505461_master.tif,30,,,text,,,,,drafts (documents)|~|speeches,"Regents of the University of California, UCLA Library.",African Americans--Civil rights|~|African Americans--Politics and government,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,clusc_1_1_00017085a|~|uclamss_2051_b43_f1_1-29,22 x 14 cm.,1926/1927,Digitization took place as part of the California Cultures Project.|~|Handwritten speech,http://calcultures.cdlib.org,"Speech, ""The young Negro"", given in Los Angeles (draft); page 29",1926 or 1927,30 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jts8
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017jtv9,ark:/21198/zz0017jpsb,2,Completed,Page,bunche/masters/21198-zz0017jtv9_505431_master.tif,2,,,text,,,,,drafts (documents)|~|speeches,"Regents of the University of California, UCLA Library.",African Americans--Civil rights|~|African Americans--Politics and government,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,clusc_1_1_00023078a|~|uclamss_2051_b43_f1_1v,22 x 14 cm.,1926/1927,Digitization took place as part of the California Cultures Project.|~|Handwritten speech,http://calcultures.cdlib.org,"Speech, ""The young Negro"", given in Los Angeles (draft); page 1, verso",1926 or 1927,30 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jtv9
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017jvt8,ark:/21198/zz0017jvr7,2,Completed,Page,bunche/masters/21198-zz0017jvt8_505710_master.tif,1,,,text,,,,,drafts (documents)|~|speeches,"Regents of the University of California, UCLA Library.",Blacks--Africa--Social conditions,Morgan State College,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,Great Britain--Colonies--Africa--Race relations|~|France--Colonies--Africa--Race relations,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,clusc_1_1_00017125a|~|uclamss_2051_b43_f37_5-1,21 x 13 cm.,1939,Digitization took place as part of the California Cultures Project.|~|Handwritten speech,http://calcultures.cdlib.org,"Speech, given at Morgan College, relating observations on the status of the Negro in French and British colonial Africa (draft); page 1",1939,11 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jvt8
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017jvvs,ark:/21198/zz0017jvr7,2,Completed,Page,bunche/masters/21198-zz0017jvvs_505713_master.tif,2,,,text,,,,,drafts (documents)|~|speeches,"Regents of the University of California, UCLA Library.",Blacks--Africa--Social conditions,Morgan State College,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,Great Britain--Colonies--Africa--Race relations|~|France--Colonies--Africa--Race relations,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,uclamss_2051_b43_f37_5-2|~|clusc_1_1_00017126a,21 x 13 cm.,1939,Handwritten speech|~|Digitization took place as part of the California Cultures Project.,http://calcultures.cdlib.org,"Speech, given at Morgan College, relating observations on the status of the Negro in French and British colonial Africa (draft); page 2",1939,11 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jvvs
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017jvw9,ark:/21198/zz0017jvr7,2,Completed,Page,bunche/masters/21198-zz0017jvw9_505729_master.tif,3,,,text,,,,,drafts (documents)|~|speeches,"Regents of the University of California, UCLA Library.",Blacks--Africa--Social conditions,Morgan State College,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,Great Britain--Colonies--Africa--Race relations|~|France--Colonies--Africa--Race relations,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,uclamss_2051_b43_f37_5-3|~|clusc_1_1_00017127a,21 x 13 cm.,1939,Handwritten speech|~|Digitization took place as part of the California Cultures Project.,http://calcultures.cdlib.org,"Speech, given at Morgan College, relating observations on the status of the Negro in French and British colonial Africa (draft); page 3",1939,11 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jvw9
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017jvxt,ark:/21198/zz0017jvr7,2,Completed,Page,bunche/masters/21198-zz0017jvxt_505737_master.tif,4,,,text,,,,,drafts (documents)|~|speeches,"Regents of the University of California, UCLA Library.",Blacks--Africa--Social conditions,Morgan State College,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,Great Britain--Colonies--Africa--Race relations|~|France--Colonies--Africa--Race relations,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,clusc_1_1_00017128a|~|uclamss_2051_b43_f37_5-4,21 x 13 cm.,1939,Digitization took place as part of the California Cultures Project.|~|Handwritten speech,http://calcultures.cdlib.org,"Speech, given at Morgan College, relating observations on the status of the Negro in French and British colonial Africa (draft); page 4",1939,11 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jvxt
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017jvzb,ark:/21198/zz0017jvr7,2,Completed,Page,bunche/masters/21198-zz0017jvzb_505744_master.tif,5,,,text,,,,,drafts (documents)|~|speeches,"Regents of the University of California, UCLA Library.",Blacks--Africa--Social conditions,Morgan State College,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,Great Britain--Colonies--Africa--Race relations|~|France--Colonies--Africa--Race relations,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,uclamss_2051_b43_f37_5-5|~|clusc_1_1_00017129a,21 x 13 cm.,1939,Handwritten speech|~|Digitization took place as part of the California Cultures Project.,http://calcultures.cdlib.org,"Speech, given at Morgan College, relating observations on the status of the Negro in French and British colonial Africa (draft); page 5",1939,11 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jvzb
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017jw0b,ark:/21198/zz0017jvr7,2,Completed,Page,bunche/masters/21198-zz0017jw0b_505749_master.tif,6,,,text,,,,,drafts (documents)|~|speeches,"Regents of the University of California, UCLA Library.",Blacks--Africa--Social conditions,Morgan State College,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,Great Britain--Colonies--Africa--Race relations|~|France--Colonies--Africa--Race relations,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,uclamss_2051_b43_f37_5-6|~|clusc_1_1_00017130a,21 x 13 cm.,1939,Handwritten speech|~|Digitization took place as part of the California Cultures Project.,http://calcultures.cdlib.org,"Speech, given at Morgan College, relating observations on the status of the Negro in French and British colonial Africa (draft); page 6",1939,11 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jw0b
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017jw1v,ark:/21198/zz0017jvr7,2,Completed,Page,bunche/masters/21198-zz0017jw1v_505753_master.tif,7,,,text,,,,,drafts (documents)|~|speeches,"Regents of the University of California, UCLA Library.",Blacks--Africa--Social conditions,Morgan State College,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,Great Britain--Colonies--Africa--Race relations|~|France--Colonies--Africa--Race relations,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,clusc_1_1_00017131a|~|uclamss_2051_b43_f37_5-7,21 x 13 cm.,1939,Handwritten speech|~|Digitization took place as part of the California Cultures Project.,http://calcultures.cdlib.org,"Speech, given at Morgan College, relating observations on the status of the Negro in French and British colonial Africa (draft); page 7",1939,11 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jw1v
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017jw2c,ark:/21198/zz0017jvr7,2,Completed,Page,bunche/masters/21198-zz0017jw2c_505758_master.tif,8,,,text,,,,,drafts (documents)|~|speeches,"Regents of the University of California, UCLA Library.",Blacks--Africa--Social conditions,Morgan State College,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,Great Britain--Colonies--Africa--Race relations|~|France--Colonies--Africa--Race relations,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,uclamss_2051_b43_f37_5-8|~|clusc_1_1_00017132a,21 x 13 cm.,1939,Handwritten speech|~|Digitization took place as part of the California Cultures Project.,http://calcultures.cdlib.org,"Speech, given at Morgan College, relating observations on the status of the Negro in French and British colonial Africa (draft); page 8",1939,11 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jw2c
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017jw3w,ark:/21198/zz0017jvr7,2,Completed,Page,bunche/masters/21198-zz0017jw3w_505761_master.tif,9,,,text,,,,,drafts (documents)|~|speeches,"Regents of the University of California, UCLA Library.",Blacks--Africa--Social conditions,Morgan State College,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,Great Britain--Colonies--Africa--Race relations|~|France--Colonies--Africa--Race relations,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,uclamss_2051_b43_f37_5-9|~|clusc_1_1_00017133a,21 x 13 cm.,1939,Digitization took place as part of the California Cultures Project.|~|Handwritten speech,http://calcultures.cdlib.org,"Speech, given at Morgan College, relating observations on the status of the Negro in French and British colonial Africa (draft); page 9",1939,11 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jw3w
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017jw4d,ark:/21198/zz0017jvr7,2,Completed,Page,bunche/masters/21198-zz0017jw4d_505767_master.tif,10,,,text,,,,,drafts (documents)|~|speeches,"Regents of the University of California, UCLA Library.",Blacks--Africa--Social conditions,Morgan State College,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,Great Britain--Colonies--Africa--Race relations|~|France--Colonies--Africa--Race relations,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,clusc_1_1_00017134a|~|uclamss_2051_b43_f37_5-10,21 x 13 cm.,1939,Handwritten speech|~|Digitization took place as part of the California Cultures Project.,http://calcultures.cdlib.org,"Speech, given at Morgan College, relating observations on the status of the Negro in French and British colonial Africa (draft); page 10",1939,11 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jw4d
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017jw5x,ark:/21198/zz0017jvr7,2,Completed,Page,bunche/masters/21198-zz0017jw5x_505770_master.tif,11,,,text,,,,,drafts (documents)|~|speeches,"Regents of the University of California, UCLA Library.",Blacks--Africa--Social conditions,Morgan State College,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,Great Britain--Colonies--Africa--Race relations|~|France--Colonies--Africa--Race relations,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,clusc_1_1_00017135a|~|uclamss_2051_b43_f37_5-11,21 x 13 cm.,1939,Handwritten speech|~|Digitization took place as part of the California Cultures Project.,http://calcultures.cdlib.org,"Speech, given at Morgan College, relating observations on the status of the Negro in French and British colonial Africa (draft); page 11",1939,11 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jw5x
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017k0k1,ark:/21198/zz0017k0jh,2,Completed,Page,bunche/masters/21198-zz0017k0k1_505779_master.tif,1,,,text,,,,,fliers (printed matter),"Regents of the University of California, UCLA Library.",African Americans--Civil rights|~|Race discrimination--Washington (D.C.)|~|Boycotts--Washington (D.C.),Hechts (Department store),,,,,,,National Negro Congress (U.S.). Washington Youth Committee,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,clusc_1_1_00017147a|~|uclamss_2051_b43_f45_6-1,22 x 14 cm.,1936-06-11,Digitization took place as part of the California Cultures Project.|~|Includes hand-written notes about the speakers and topics,http://calcultures.cdlib.org,"Mass Meeting for United Action Against the Hecht Store : Dr. Ralph J. Bunche, presiding [recto]","June 11, 1936",2 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017k0k1
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017k0mj,ark:/21198/zz0017k0jh,2,Completed,Page,bunche/masters/21198-zz0017k0mj_505782_master.tif,2,,,text,,,,,fliers (printed matter),"Regents of the University of California, UCLA Library.",African Americans--Civil rights|~|Race discrimination--Washington (D.C.)|~|Boycotts--Washington (D.C.),Hechts (Department store),,,,,,,National Negro Congress (U.S.). Washington Youth Committee,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,clusc_1_1_00017148a|~|uclamss_2051_b43_f45_6-2,22 x 14 cm.,1936-06-11,Digitization took place as part of the California Cultures Project.|~|Hand-written comments about points to make in speech,http://calcultures.cdlib.org,"Mass Meeting for United Action Against the Hecht Store : Dr. Ralph J. Bunche, presiding [verso]","June 11, 1936",2 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017k0mj
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017k7r0,ark:/21198/zz0017k5qh,2,Completed,Page,bunche/masters/21198-zz0017k7r0_506350_master.tif,1,,,text,,,,,drafts (documents)|~|speeches,"Regents of the University of California, UCLA Library.","African Americans--Civil rights|~|Scottsboro Trial, Scottsboro, Ala., 1931",,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,uclamss_2051_b43_f53_7-1|~|clusc_1_1_00017166a,15 x 10 cm.,1936-02-10,Handwritten points to address in speech|~|Digitization took place as part of the California Cultures Project.,http://calcultures.cdlib.org,"Speech, Scottsboro rally, Vermont Ave. Baptist Church (draft); page 1","February 10, 1936",5 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017k7r0
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017k7sh,ark:/21198/zz0017k5qh,2,Completed,Page,bunche/masters/21198-zz0017k7sh_506382_master.tif,2,,,text,,,,,drafts (documents)|~|speeches,"Regents of the University of California, UCLA Library.","African Americans--Civil rights|~|Scottsboro Trial, Scottsboro, Ala., 1931",,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,uclamss_2051_b43_f53_7-2|~|clusc_1_1_00017167a,15 x 10 cm.,1936-02-10,Handwritten points to address in speech.|~|Digitization took place as part of the California Cultures Project.,http://calcultures.cdlib.org,"Speech, Scottsboro rally, Vermont Ave. Baptist Church (draft); page 2","February 10, 1936",5 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017k7sh
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017k7t1,ark:/21198/zz0017k5qh,2,Completed,Page,bunche/masters/21198-zz0017k7t1_506389_master.tif,3,,,text,,,,,drafts (documents)|~|speeches,"Regents of the University of California, UCLA Library.","African Americans--Civil rights|~|Scottsboro Trial, Scottsboro, Ala., 1931",,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,uclamss_2051_b43_f53_7-3|~|clusc_1_1_00017168a,15 x 10 cm.,1936-02-10,Digitization took place as part of the California Cultures Project.|~|Handwritten points to address in speech.,http://calcultures.cdlib.org,"Speech, Scottsboro rally, Vermont Ave. Baptist Church (draft); page 3","February 10, 1936",5 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017k7t1
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017k7vj,ark:/21198/zz0017k5qh,2,Completed,Page,bunche/masters/21198-zz0017k7vj_506404_master.tif,4,,,text,,,,,drafts (documents)|~|speeches,"Regents of the University of California, UCLA Library.","African Americans--Civil rights|~|Scottsboro Trial, Scottsboro, Ala., 1931",,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,uclamss_2051_b43_f53_7-4|~|clusc_1_1_00017169a,15 x 10 cm.,1936-02-10,Handwritten points to address in speech|~|Digitization took place as part of the California Cultures Project.,http://calcultures.cdlib.org,"Speech, Scottsboro rally, Vermont Ave. Baptist Church (draft); page 4","February 10, 1936",5 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017k7vj
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017kb02,ark:/21198/zz0017k5qh,2,Completed,Page,bunche/masters/21198-zz0017kb02_722889_master.tif,5,,,text,,,,,drafts (documents)|~|speeches,"Regents of the University of California, UCLA Library.","African Americans--Civil rights|~|Scottsboro Trial, Scottsboro, Ala., 1931",,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,uclamss_2051_b43_f53_7-5|~|clusc_1_1_00017171a,15 x 10 cm.,1936-02-10,Handwritten points to address in speech|~|Digitization took place as part of the California Cultures Project.,http://calcultures.cdlib.org,"Speech, Scottsboro rally, Vermont Ave. Baptist Church (draft); page 5","February 10, 1936",5 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kb02
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017kd22,ark:/21198/zz0017kbd8,2,Completed,Page,bunche/masters/21198-zz0017kd22_506652_master.tif,1,,,text,,,,,letters (correspondence),unknown,,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971|~|United Nations Conference on International Organization (1945 : San Francisco, Calif.)|~|Stettinius, Edward R. (Edward Reilly), 1900-1949",,,"Stettinius, Edward R. (Edward Reilly), 1900-1949",,,,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,uclamss_2051_b100_f14_1|~|clusc_1_1_00017900a,23 x 18 cm.,1945-04-19,Digitization took place as part of the California Cultures Project.,http://calcultures.cdlib.org,"Letter, 1945 April 19, the Secretary of State, Washington D.C. to Mr. Ralph Bunche, Acting Associate Chief, Division of Dependent Area Affairs","April 19, 1945",1 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kd22
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017kfvf,ark:/21198/zz0017kftx,2,Completed,Page,bunche/masters/21198-zz0017kfvf_507080_master.tif,1,,,text,,,,,memorandums,"Regents of the University of California, UCLA Library.",African Americans--Social conditions|~|Race discrimination--United States|~|Segregation in transportation--United States,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971|~|United Nations","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,uclamss_2051_b101_f6_1-1|~|clusc_1_1_00017902a,28 x 22 cm.,1947-03-12,Digitization took place as part of the California Cultures Project.,http://calcultures.cdlib.org,"Memorandum to Dr. Victor Hoo regarding discriminatory action (""Jim Crow"") aboard the Pennsylvania-Southern Railroad train en route to Atlanta, Georgia from New York City; page 1","March 12, 1947",2 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kfvf
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017kfxg,ark:/21198/zz0017kfwz,2,Completed,Page,bunche/masters/21198-zz0017kfxg_507095_master.tif,1,,,text,,,,,fliers (printed matter),unknown,"African Americans--Civil rights|~|Scottsboro Trial, Scottsboro, Ala., 1931",,,,,,,,Scottsboro Defense Committee,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,uclamss_2051_b43_f53_8|~|clusc_1_1_00020433a,21.5 x 14 cm.,1936-02-10,"Digitization took place as part of the California Cultures Project.|~|Flyer announcing a rally in support of the ""Scottsboro Boys."" Ralph Bunche was one of the featured speakers at the rally.",http://calcultures.cdlib.org,Save the Scottsboro Boys flyer,"February 10, 1936",1 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kfxg
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017kg1h,ark:/21198/zz0017kftx,2,Completed,Page,bunche/masters/21198-zz0017kg1h_506998_master.tif,2,,,text,,,,,memorandums,"Regents of the University of California, UCLA Library.",African Americans--Social conditions|~|Race discrimination--United States|~|Segregation in transportation--United States,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971|~|United Nations","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,clusc_1_1_00017903a|~|uclamss_2051_b101_f6_1-2,28 x 22 cm.,1947-03-12,Digitization took place as part of the California Cultures Project.,http://calcultures.cdlib.org,"Memorandum to Dr. Victor Hoo regarding discriminatory action (""Jim Crow"") aboard the Pennsylvania-Southern Railroad train en route to Atlanta, Georgia from New York City; page 2","March 12, 1947",2 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kg1h
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017kkvc,ark:/21198/zz0017kksb,2,Completed,Page,bunche/masters/21198-zz0017kkvc_507024_master.tif,1,,,text,,,,,letters (correspondence),unknown,,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971|~|National Association for the Advancement of Colored People|~|White, Walter, 1893-1955",,,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971|~|White, Walter, 1893-1955",,,,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,clusc_1_1_00017905a|~|uclamss_2051_b114_f6_1-1,28 x 22 cm.,1947-04-08,"Letter from White, Secretary of the NAACP, requesting from Bunche a statement regarding the contributions of the NAACP.  Typewritten on official stationary of the NAACP.|~|Digitization took place as part of the California Cultures Project.",http://calcultures.cdlib.org,"Letter, 1947 April 8, New York, N.Y. to Ralph J. Bunche, United Nations, Director, Division of Trusteeship, Lake Success, N.Y.; page 1","April 8, 1947",2 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kkvc
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017kkww,ark:/21198/zz0017kksb,2,Completed,Page,bunche/masters/21198-zz0017kkww_507048_master.tif,2,,,text,,,,,letters (correspondence),unknown,,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971|~|National Association for the Advancement of Colored People|~|White, Walter, 1893-1955",,,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971|~|White, Walter, 1893-1955",,,,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,uclamss_2051_b114_f6_1-2|~|clusc_1_1_00017906a,28 x 22 cm.,1947-04-08,Persons invited to give statement of opinion of work of N.A.A.C.P.|~|A list of names of other individuals invited to give a statement of opinion of the work of the NAACP.|~|Digitization took place as part of the California Cultures Project.,http://calcultures.cdlib.org,"Letter, 1947 April 8, New York, N.Y. to Ralph J. Bunche, United Nations, Director, Division of Trusteeship, Lake Success, N.Y.; page 2","April 8, 1947",2 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kkww
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017kmkq,ark:/21198/zz0017kmg5,2,Completed,Page,bunche/masters/21198-zz0017kmkq_506940_master.tif,1,,,text,,,,,speeches,"Regents of the University of California, UCLA Library.",Peace,United Nations,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,uclamss_2051_b121_f5_3-1|~|clusc_1_1_00017965a,32 x 20 cm.,1950-12-10,Hand-written statement on receiving the Nobel Peace Prize|~|Digitization took place as part of the California Cultures Project.,http://calcultures.cdlib.org,"Statement to be made by Ralph J. Bunche, Principal Director, Department of Trusteeship and Information for Non-Self Governing Territories, United Nations, on the occasion of the presentation of the Nobel Peace Prize, 10 December 1950 at 1:00 p.m. (draft); page 1","December 10, 1950",4 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kmkq
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017kmm7,ark:/21198/zz0017kmg5,2,Completed,Page,bunche/masters/21198-zz0017kmm7_506949_master.tif,2,,,text,,,,,speeches,"Regents of the University of California, UCLA Library.",Peace,United Nations,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,uclamss_2051_b121_f5_3-2|~|clusc_1_1_00017966a,32 x 20 cm.,1950-12-10,Digitization took place as part of the California Cultures Project.|~|Hand-written statement on receiving the Nobel Peace Prize,http://calcultures.cdlib.org,"Statement to be made by Ralph J. Bunche, Principal Director, Department of Trusteeship and Information for Non-Self Governing Territories, United Nations, on the occasion of the presentation of the Nobel Peace Prize, 10 December 1950 at 1:00 p.m. (draft); page 2","December 10, 1950",4 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kmm7
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017kmnr,ark:/21198/zz0017kmg5,2,Completed,Page,bunche/masters/21198-zz0017kmnr_506968_master.tif,3,,,text,,,,,speeches,"Regents of the University of California, UCLA Library.",Peace,United Nations,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,,,,,"University of California, Los Angeles. $b Library Special Collections",,,eng,uclamss_2051_b121_f5_3-3|~|clusc_1_1_00017967a,32 x 20 cm.,1950-12-10,Hand-written statement on receiving the Nobel Peace Prize|~|Digitization took place as part of the California Cultures Project.,http://calcultures.cdlib.org,"Statement to be made by Ralph J. Bunche, Principal Director, Department of Trusteeship and Information for Non-Self Governing Territories, United Nations, on the occasion of the presentation of the Nobel Peace Prize, 10 December 1950 at 1:00 p.m. (draft); page 3","December 10, 1950",4 p.,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017kmnr
