"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Type.genre","Rights.copyrightStatus","Subject","Name.subject","Author","Name.creator","Name.correspondent","Name.interviewee","Name.compiler","Coverage.geographic","Name.sponsor","Rights.servicesContact","Rights.rightsHolderName","Name.repository","Name.photographer","Name.interviewer","Language","Alt ID.local","Format.dimensions","Date.normalized","Description.note","Relation.isPartOf","Title","Date.creation","Format.extent","Description.caption","Alt ID.issueNo","Description.contents","AltTitle.uniform","Description.latitude","Description.longitude","Alt ID.oclc","Alt ID.url","Description.abstract","Opac url","AltTitle.other","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Bunche (Ralph J.) Papers.  Collection 2051","ark:/21198/zz0017ntgz","ark:/21198/zz0017ntff","2","Completed","Page","bunche/masters/21198-zz0017ntgz_716732_master.tif","1","","","text","","","","","letters (correspondence)","Regents of the University of California, UCLA Library.","African Americans--Societies, etc.","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971|~|National Association for the Advancement of Colored People","","","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971","","","","","","","University of California, Los Angeles. $b Library Special Collections","","","eng","uclamss_2051_b114_f6_2-1|~|clusc_1_1_00018256a","26.5 x 20.5 cm.","1947-04-16","Digitization took place as part of the California Cultures Project.|~|Cover letter to Mr. Walter White","http://calcultures.cdlib.org","Letter, 1947 April 16, Lake Success, N.Y. to Mr. Walter White, Secretary, National Association for the Advancement of Colored People, New York, N.Y.; page 1","April 16, 1947","2 p.","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017ntgz",""
"Bunche (Ralph J.) Papers.  Collection 2051","ark:/21198/zz0017nthg","ark:/21198/zz0017ntff","2","Completed","Page","bunche/masters/21198-zz0017nthg_716697_master.tif","2","","","text","","","","","letters (correspondence)","Regents of the University of California, UCLA Library.","African Americans--Societies, etc.","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971|~|National Association for the Advancement of Colored People","","","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971","","","","","","","University of California, Los Angeles. $b Library Special Collections","","","eng","clusc_1_1_00018257a|~|uclamss_2051_b114_f6_2-2","26.5 x 20.5 cm.","1947-04-16","Digitization took place as part of the California Cultures Project.|~|Bunche's statement regarding the NAACP","http://calcultures.cdlib.org","Letter, 1947 April 16, Lake Success, N.Y. to Mr. Walter White, Secretary, National Association for the Advancement of Colored People, New York, N.Y.; page 2","April 16, 1947","2 p.","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017nthg",""
