"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Type.genre","Rights.copyrightStatus","Subject","Name.subject","Name.author","Name.creator","Name.correspondent","Name.interviewee","Name.compiler","Coverage.geographic","Name.sponsor","Rights.servicesContact","Rights.rightsHolderName","Name.repository","Name.photographer","Name.interviewer","Language","Alt ID.local","Format.dimensions","Date.normalized","Description.note","Relation.isPartOf","Title","Date.creation","Format.extent","Description.caption","Alt ID.issueNo","Description.contents","AltTitle.uniform","Description.latitude","Description.longitude","Alt ID.oclc","Alt ID.url","Description.abstract","Opac url","AltTitle.other","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Bunche (Ralph J.) Papers.  Collection 2051","ark:/21198/zz0017jvt8","ark:/21198/zz0017jvr7","2","Completed","Page","bunche/masters/21198-zz0017jvt8_505710_master.tif","1","","","text","","","","","drafts (documents)|~|speeches","Regents of the University of California, UCLA Library.","Blacks--Africa--Social conditions","Morgan State College","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971","","","","","Great Britain--Colonies--Africa--Race relations|~|France--Colonies--Africa--Race relations","","","","University of California, Los Angeles. $b Library Special Collections","","","eng","clusc_1_1_00017125a|~|uclamss_2051_b43_f37_5-1","21 x 13 cm.","1939","Digitization took place as part of the California Cultures Project.|~|Handwritten speech","http://calcultures.cdlib.org","Speech, given at Morgan College, relating observations on the status of the Negro in French and British colonial Africa (draft); page 1","1939","11 p.","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jvt8",""
"Bunche (Ralph J.) Papers.  Collection 2051","ark:/21198/zz0017jvvs","ark:/21198/zz0017jvr7","2","Completed","Page","bunche/masters/21198-zz0017jvvs_505713_master.tif","2","","","text","","","","","drafts (documents)|~|speeches","Regents of the University of California, UCLA Library.","Blacks--Africa--Social conditions","Morgan State College","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971","","","","","Great Britain--Colonies--Africa--Race relations|~|France--Colonies--Africa--Race relations","","","","University of California, Los Angeles. $b Library Special Collections","","","eng","uclamss_2051_b43_f37_5-2|~|clusc_1_1_00017126a","21 x 13 cm.","1939","Handwritten speech|~|Digitization took place as part of the California Cultures Project.","http://calcultures.cdlib.org","Speech, given at Morgan College, relating observations on the status of the Negro in French and British colonial Africa (draft); page 2","1939","11 p.","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jvvs",""
"Bunche (Ralph J.) Papers.  Collection 2051","ark:/21198/zz0017jvw9","ark:/21198/zz0017jvr7","2","Completed","Page","bunche/masters/21198-zz0017jvw9_505729_master.tif","3","","","text","","","","","drafts (documents)|~|speeches","Regents of the University of California, UCLA Library.","Blacks--Africa--Social conditions","Morgan State College","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971","","","","","Great Britain--Colonies--Africa--Race relations|~|France--Colonies--Africa--Race relations","","","","University of California, Los Angeles. $b Library Special Collections","","","eng","uclamss_2051_b43_f37_5-3|~|clusc_1_1_00017127a","21 x 13 cm.","1939","Handwritten speech|~|Digitization took place as part of the California Cultures Project.","http://calcultures.cdlib.org","Speech, given at Morgan College, relating observations on the status of the Negro in French and British colonial Africa (draft); page 3","1939","11 p.","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jvw9",""
"Bunche (Ralph J.) Papers.  Collection 2051","ark:/21198/zz0017jvxt","ark:/21198/zz0017jvr7","2","Completed","Page","bunche/masters/21198-zz0017jvxt_505737_master.tif","4","","","text","","","","","drafts (documents)|~|speeches","Regents of the University of California, UCLA Library.","Blacks--Africa--Social conditions","Morgan State College","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971","","","","","Great Britain--Colonies--Africa--Race relations|~|France--Colonies--Africa--Race relations","","","","University of California, Los Angeles. $b Library Special Collections","","","eng","clusc_1_1_00017128a|~|uclamss_2051_b43_f37_5-4","21 x 13 cm.","1939","Digitization took place as part of the California Cultures Project.|~|Handwritten speech","http://calcultures.cdlib.org","Speech, given at Morgan College, relating observations on the status of the Negro in French and British colonial Africa (draft); page 4","1939","11 p.","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jvxt",""
"Bunche (Ralph J.) Papers.  Collection 2051","ark:/21198/zz0017jvzb","ark:/21198/zz0017jvr7","2","Completed","Page","bunche/masters/21198-zz0017jvzb_505744_master.tif","5","","","text","","","","","drafts (documents)|~|speeches","Regents of the University of California, UCLA Library.","Blacks--Africa--Social conditions","Morgan State College","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971","","","","","Great Britain--Colonies--Africa--Race relations|~|France--Colonies--Africa--Race relations","","","","University of California, Los Angeles. $b Library Special Collections","","","eng","uclamss_2051_b43_f37_5-5|~|clusc_1_1_00017129a","21 x 13 cm.","1939","Handwritten speech|~|Digitization took place as part of the California Cultures Project.","http://calcultures.cdlib.org","Speech, given at Morgan College, relating observations on the status of the Negro in French and British colonial Africa (draft); page 5","1939","11 p.","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jvzb",""
"Bunche (Ralph J.) Papers.  Collection 2051","ark:/21198/zz0017jw0b","ark:/21198/zz0017jvr7","2","Completed","Page","bunche/masters/21198-zz0017jw0b_505749_master.tif","6","","","text","","","","","drafts (documents)|~|speeches","Regents of the University of California, UCLA Library.","Blacks--Africa--Social conditions","Morgan State College","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971","","","","","Great Britain--Colonies--Africa--Race relations|~|France--Colonies--Africa--Race relations","","","","University of California, Los Angeles. $b Library Special Collections","","","eng","uclamss_2051_b43_f37_5-6|~|clusc_1_1_00017130a","21 x 13 cm.","1939","Handwritten speech|~|Digitization took place as part of the California Cultures Project.","http://calcultures.cdlib.org","Speech, given at Morgan College, relating observations on the status of the Negro in French and British colonial Africa (draft); page 6","1939","11 p.","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jw0b",""
"Bunche (Ralph J.) Papers.  Collection 2051","ark:/21198/zz0017jw1v","ark:/21198/zz0017jvr7","2","Completed","Page","bunche/masters/21198-zz0017jw1v_505753_master.tif","7","","","text","","","","","drafts (documents)|~|speeches","Regents of the University of California, UCLA Library.","Blacks--Africa--Social conditions","Morgan State College","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971","","","","","Great Britain--Colonies--Africa--Race relations|~|France--Colonies--Africa--Race relations","","","","University of California, Los Angeles. $b Library Special Collections","","","eng","clusc_1_1_00017131a|~|uclamss_2051_b43_f37_5-7","21 x 13 cm.","1939","Handwritten speech|~|Digitization took place as part of the California Cultures Project.","http://calcultures.cdlib.org","Speech, given at Morgan College, relating observations on the status of the Negro in French and British colonial Africa (draft); page 7","1939","11 p.","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jw1v",""
"Bunche (Ralph J.) Papers.  Collection 2051","ark:/21198/zz0017jw2c","ark:/21198/zz0017jvr7","2","Completed","Page","bunche/masters/21198-zz0017jw2c_505758_master.tif","8","","","text","","","","","drafts (documents)|~|speeches","Regents of the University of California, UCLA Library.","Blacks--Africa--Social conditions","Morgan State College","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971","","","","","Great Britain--Colonies--Africa--Race relations|~|France--Colonies--Africa--Race relations","","","","University of California, Los Angeles. $b Library Special Collections","","","eng","uclamss_2051_b43_f37_5-8|~|clusc_1_1_00017132a","21 x 13 cm.","1939","Handwritten speech|~|Digitization took place as part of the California Cultures Project.","http://calcultures.cdlib.org","Speech, given at Morgan College, relating observations on the status of the Negro in French and British colonial Africa (draft); page 8","1939","11 p.","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jw2c",""
"Bunche (Ralph J.) Papers.  Collection 2051","ark:/21198/zz0017jw3w","ark:/21198/zz0017jvr7","2","Completed","Page","bunche/masters/21198-zz0017jw3w_505761_master.tif","9","","","text","","","","","drafts (documents)|~|speeches","Regents of the University of California, UCLA Library.","Blacks--Africa--Social conditions","Morgan State College","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971","","","","","Great Britain--Colonies--Africa--Race relations|~|France--Colonies--Africa--Race relations","","","","University of California, Los Angeles. $b Library Special Collections","","","eng","uclamss_2051_b43_f37_5-9|~|clusc_1_1_00017133a","21 x 13 cm.","1939","Digitization took place as part of the California Cultures Project.|~|Handwritten speech","http://calcultures.cdlib.org","Speech, given at Morgan College, relating observations on the status of the Negro in French and British colonial Africa (draft); page 9","1939","11 p.","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jw3w",""
"Bunche (Ralph J.) Papers.  Collection 2051","ark:/21198/zz0017jw4d","ark:/21198/zz0017jvr7","2","Completed","Page","bunche/masters/21198-zz0017jw4d_505767_master.tif","10","","","text","","","","","drafts (documents)|~|speeches","Regents of the University of California, UCLA Library.","Blacks--Africa--Social conditions","Morgan State College","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971","","","","","Great Britain--Colonies--Africa--Race relations|~|France--Colonies--Africa--Race relations","","","","University of California, Los Angeles. $b Library Special Collections","","","eng","clusc_1_1_00017134a|~|uclamss_2051_b43_f37_5-10","21 x 13 cm.","1939","Handwritten speech|~|Digitization took place as part of the California Cultures Project.","http://calcultures.cdlib.org","Speech, given at Morgan College, relating observations on the status of the Negro in French and British colonial Africa (draft); page 10","1939","11 p.","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017jw4d",""
