"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Relation.isPartOf","Relation.box","Date.creation","Alt ID.local","Description.caption","Format.medium","Relation.folder","Title","Format.dimensions","AltTitle.uniform","Description.note","Description.abstract","Finding Aid URL","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Takamura (Kango) paintings","ark:/21198/zz002k6g55/09701n8b","ark:/21198/zz002k6g55","2","Completed","Page","takamura/image/takamura21198-zz002k6g55_2384611_master.tif","1","","","","","","","","","","","Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6g55%2F09701n8b",""
"Takamura (Kango) paintings","ark:/21198/zz002k6g55/7p098038","ark:/21198/zz002k6g55","2","Completed","Page","takamura/image/takamura21198-zz002k6g55_2384617_master.tif","3","","","","","","","","","","","Page 3","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6g55%2F7p098038",""
"Takamura (Kango) paintings","ark:/21198/zz002k6g55/jw18g78v","ark:/21198/zz002k6g55","2","Completed","Page","takamura/image/takamura21198-zz002k6g55_2384614_master.tif","2","","","","","","","","","","","Page 2","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6g55%2Fjw18g78v",""
