"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Relation.isPartOf","Relation.box","Date.creation","Alt ID.local","Description.caption","Format.medium","Relation.folder","Title","Format.dimensions","AltTitle.uniform","Description.note","Description.abstract","Finding Aid URL","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Takamura (Kango) paintings","ark:/21198/zz002k6gmw/gr76bb1g","ark:/21198/zz002k6gmw","2","Completed","Page","takamura/image/takamura21198-zz002k6gmw_2384581_master.tif","1","","","","","","","","","","","Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6gmw%2Fgr76bb1g",""
"Takamura (Kango) paintings","ark:/21198/zz002k6gmw/h171hj2h","ark:/21198/zz002k6gmw","2","Completed","Page","takamura/image/takamura21198-zz002k6gmw_2384584_master.tif","2","","","","","","","","","","","Page 2","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6gmw%2Fh171hj2h",""
