"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Relation.isPartOf","Relation.box","Date.creation","Alt ID.local","Description.caption","Format.medium","Relation.folder","Title","Format.dimensions","AltTitle.uniform","Description.note","Description.abstract","Finding Aid URL","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Takamura (Kango) paintings","ark:/21198/zz002k6hsz/jf10th9b","ark:/21198/zz002k6hsz","2","Completed","Page","takamura/image/takamura21198-zz002k6hsz_2384677_master.tif","3","","","","","","","","","","","Page 3","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6hsz%2Fjf10th9b",""
"Takamura (Kango) paintings","ark:/21198/zz002k6hsz/kt83bs77","ark:/21198/zz002k6hsz","2","Completed","Page","takamura/image/takamura21198-zz002k6hsz_2384671_master.tif","1","","","","","","","","","","","Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6hsz%2Fkt83bs77",""
"Takamura (Kango) paintings","ark:/21198/zz002k6hsz/v729h01m","ark:/21198/zz002k6hsz","2","Completed","Page","takamura/image/takamura21198-zz002k6hsz_2384674_master.tif","2","","","","","","","","","","","Page 2","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6hsz%2Fv729h01m",""
