"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Relation.isPartOf","Relation.box","Date.creation","Alt ID.local","Description.caption","Format.medium","Relation.folder","Title","Format.dimensions","AltTitle.uniform","Description.note","Description.abstract","Finding Aid URL","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Takamura (Kango) paintings","ark:/21198/zz002k6hmc/11472t60","ark:/21198/zz002k6hmc","2","Completed","Page","takamura/image/takamura21198-zz002k6hmc_2384668_master.tif","3","","","","","","","","","","","Page 3","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6hmc%2F11472t60",""
"Takamura (Kango) paintings","ark:/21198/zz002k6hmc/q638vn2r","ark:/21198/zz002k6hmc","2","Completed","Page","takamura/image/takamura21198-zz002k6hmc_2384662_master.tif","1","","","","","","","","","","","Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6hmc%2Fq638vn2r",""
"Takamura (Kango) paintings","ark:/21198/zz002k6hmc/zx383q8c","ark:/21198/zz002k6hmc","2","Completed","Page","takamura/image/takamura21198-zz002k6hmc_2384665_master.tif","2","","","","","","","","","","","Page 2","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6hmc%2Fzx383q8c",""
