Title,Project Name,Item ARK,Parent ARK,Object Type,viewingHint,File Name,Item Sequence,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Name.repository,Name.illuminator,Language,Author,AltTitle.other,Description.note,Date.creation,Summary,Date.normalized,Description.adminnote,Description.contents,Condition note,Illustrations note,Description.colophon,Description.history,Binding note,Format.extent,Alt ID.local,Format.dimensions,Relation.isPartOf,AltTitle.uniform,Place of origin
Manuscript No.33: folio 57v,Armenian Manuscripts,ark:/21198/zz00278jrp,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_114.tif,114,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 58r,Armenian Manuscripts,ark:/21198/zz00278js6,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_115.tif,115,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 58v,Armenian Manuscripts,ark:/21198/zz00278jtq,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_116.tif,116,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 59r,Armenian Manuscripts,ark:/21198/zz00278jv7,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_117.tif,117,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 59v,Armenian Manuscripts,ark:/21198/zz00278jwr,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_118.tif,118,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 60r,Armenian Manuscripts,ark:/21198/zz00278jx8,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_119.tif,119,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 60v,Armenian Manuscripts,ark:/21198/zz00278jzs,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_120.tif,120,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 61r,Armenian Manuscripts,ark:/21198/zz00278k0s,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_121.tif,121,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 61v,Armenian Manuscripts,ark:/21198/zz00278k19,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_122.tif,122,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 62r,Armenian Manuscripts,ark:/21198/zz00278k2t,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_123.tif,123,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 62v,Armenian Manuscripts,ark:/21198/zz00278k3b,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_124.tif,124,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 63r,Armenian Manuscripts,ark:/21198/zz00278k4v,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_125.tif,125,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 63v,Armenian Manuscripts,ark:/21198/zz00278k5c,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_126.tif,126,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 64r,Armenian Manuscripts,ark:/21198/zz00278k6w,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_127.tif,127,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 64v,Armenian Manuscripts,ark:/21198/zz00278k7d,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_128.tif,128,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 65r,Armenian Manuscripts,ark:/21198/zz00278k8x,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_129.tif,129,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 65v,Armenian Manuscripts,ark:/21198/zz00278k9f,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_130.tif,130,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 66r,Armenian Manuscripts,ark:/21198/zz00278kbz,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_131.tif,131,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 66v,Armenian Manuscripts,ark:/21198/zz00278kcg,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_132.tif,132,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 67r,Armenian Manuscripts,ark:/21198/zz00278kd0,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_133.tif,133,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 67v,Armenian Manuscripts,ark:/21198/zz00278kfh,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_134.tif,134,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 68r,Armenian Manuscripts,ark:/21198/zz00278kg1,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_135.tif,135,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 68v,Armenian Manuscripts,ark:/21198/zz00278khj,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_136.tif,136,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 69r,Armenian Manuscripts,ark:/21198/zz00278kj2,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_137.tif,137,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 69v,Armenian Manuscripts,ark:/21198/zz00278kkk,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_138.tif,138,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 70r,Armenian Manuscripts,ark:/21198/zz00278km3,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_139.tif,139,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 70v,Armenian Manuscripts,ark:/21198/zz00278knm,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_140.tif,140,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 71r,Armenian Manuscripts,ark:/21198/zz00278kp4,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_141.tif,141,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 71v,Armenian Manuscripts,ark:/21198/zz00278kqn,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_142.tif,142,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 72r,Armenian Manuscripts,ark:/21198/zz00278kr5,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_143.tif,143,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 72v,Armenian Manuscripts,ark:/21198/zz00278ksp,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_144.tif,144,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 73r,Armenian Manuscripts,ark:/21198/zz00278kt6,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_145.tif,145,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 73v,Armenian Manuscripts,ark:/21198/zz00278kvq,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_146.tif,146,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 74r,Armenian Manuscripts,ark:/21198/zz00278kw7,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_147.tif,147,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 74v,Armenian Manuscripts,ark:/21198/zz00278kxr,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_148.tif,148,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 75r,Armenian Manuscripts,ark:/21198/zz00278kz8,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_149.tif,149,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 75v,Armenian Manuscripts,ark:/21198/zz00278m08,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_150.tif,150,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 76r,Armenian Manuscripts,ark:/21198/zz00278m1s,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_151.tif,151,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 76v,Armenian Manuscripts,ark:/21198/zz00278m29,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_152.tif,152,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 77r,Armenian Manuscripts,ark:/21198/zz00278m3t,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_153.tif,153,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 77v,Armenian Manuscripts,ark:/21198/zz00278m4b,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_154.tif,154,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 78r,Armenian Manuscripts,ark:/21198/zz00278m5v,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_155.tif,155,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 78v,Armenian Manuscripts,ark:/21198/zz00278m6c,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_156.tif,156,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 79r,Armenian Manuscripts,ark:/21198/zz00278m7w,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_157.tif,157,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 79v,Armenian Manuscripts,ark:/21198/zz00278m8d,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_158.tif,158,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 80r,Armenian Manuscripts,ark:/21198/zz00278m9x,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_159.tif,159,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 80v,Armenian Manuscripts,ark:/21198/zz00278mbf,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_160.tif,160,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 81r,Armenian Manuscripts,ark:/21198/zz00278mcz,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_161.tif,161,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 81v,Armenian Manuscripts,ark:/21198/zz00278mdg,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_162.tif,162,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 82r,Armenian Manuscripts,ark:/21198/zz00278mf0,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_163.tif,163,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 82v,Armenian Manuscripts,ark:/21198/zz00278mgh,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_164.tif,164,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 83r,Armenian Manuscripts,ark:/21198/zz00278mh1,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_165.tif,165,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 83v,Armenian Manuscripts,ark:/21198/zz00278mjj,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_166.tif,166,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 84r,Armenian Manuscripts,ark:/21198/zz00278mk2,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_167.tif,167,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 84v,Armenian Manuscripts,ark:/21198/zz00278mmk,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_168.tif,168,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 85r,Armenian Manuscripts,ark:/21198/zz00278mn3,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_169.tif,169,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 85v,Armenian Manuscripts,ark:/21198/zz00278mpm,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_170.tif,170,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 86r,Armenian Manuscripts,ark:/21198/zz00278mq4,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_171.tif,171,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 86v,Armenian Manuscripts,ark:/21198/zz00278mrn,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_172.tif,172,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 87r,Armenian Manuscripts,ark:/21198/zz00278ms5,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_173.tif,173,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 87v,Armenian Manuscripts,ark:/21198/zz00278mtp,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_174.tif,174,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 88r,Armenian Manuscripts,ark:/21198/zz00278mv6,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_175.tif,175,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 88v,Armenian Manuscripts,ark:/21198/zz00278mwq,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_176.tif,176,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 89r,Armenian Manuscripts,ark:/21198/zz00278mx7,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_177.tif,177,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 89v,Armenian Manuscripts,ark:/21198/zz00278mzr,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_178.tif,178,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 90r,Armenian Manuscripts,ark:/21198/zz00278n0r,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_179.tif,179,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 90v,Armenian Manuscripts,ark:/21198/zz00278n18,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_180.tif,180,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 91r,Armenian Manuscripts,ark:/21198/zz00278n2s,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_181.tif,181,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 91v,Armenian Manuscripts,ark:/21198/zz00278n39,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_182.tif,182,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 92r,Armenian Manuscripts,ark:/21198/zz00278n4t,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_183.tif,183,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 92v,Armenian Manuscripts,ark:/21198/zz00278n5b,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_184.tif,184,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 93r,Armenian Manuscripts,ark:/21198/zz00278n6v,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_185.tif,185,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 93v,Armenian Manuscripts,ark:/21198/zz00278n7c,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_186.tif,186,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 94r,Armenian Manuscripts,ark:/21198/zz00278n8w,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_187.tif,187,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 94v,Armenian Manuscripts,ark:/21198/zz00278n9d,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_188.tif,188,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 95r,Armenian Manuscripts,ark:/21198/zz00278nbx,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_189.tif,189,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 95v,Armenian Manuscripts,ark:/21198/zz00278ncf,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_190.tif,190,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 96r,Armenian Manuscripts,ark:/21198/zz00278ndz,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_191.tif,191,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 96v,Armenian Manuscripts,ark:/21198/zz00278nfg,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_192.tif,192,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 97r,Armenian Manuscripts,ark:/21198/zz00278ng0,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_193.tif,193,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 97v,Armenian Manuscripts,ark:/21198/zz00278nhh,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_194.tif,194,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 98r,Armenian Manuscripts,ark:/21198/zz00278nj1,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_195.tif,195,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 98v,Armenian Manuscripts,ark:/21198/zz00278nkj,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_196.tif,196,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 99r,Armenian Manuscripts,ark:/21198/zz00278nm2,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_197.tif,197,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 99v,Armenian Manuscripts,ark:/21198/zz00278nnk,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_198.tif,198,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 100r,Armenian Manuscripts,ark:/21198/zz00278np3,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_199.tif,199,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 100v,Armenian Manuscripts,ark:/21198/zz00278nqm,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_200.tif,200,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 101r,Armenian Manuscripts,ark:/21198/zz00278nr4,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_201.tif,201,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 101v,Armenian Manuscripts,ark:/21198/zz00278nsn,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_202.tif,202,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 102r,Armenian Manuscripts,ark:/21198/zz00278nt5,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_203.tif,203,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 102v,Armenian Manuscripts,ark:/21198/zz00278nvp,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_204.tif,204,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 103r,Armenian Manuscripts,ark:/21198/zz00278nw6,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_205.tif,205,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 103v,Armenian Manuscripts,ark:/21198/zz00278nxq,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_206.tif,206,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 104r,Armenian Manuscripts,ark:/21198/zz00278nz7,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_207.tif,207,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 104v,Armenian Manuscripts,ark:/21198/zz00278p07,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_208.tif,208,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 105r,Armenian Manuscripts,ark:/21198/zz00278p1r,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_209.tif,209,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 105v,Armenian Manuscripts,ark:/21198/zz00278p28,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_210.tif,210,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 106r,Armenian Manuscripts,ark:/21198/zz00278p3s,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_211.tif,211,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 106v,Armenian Manuscripts,ark:/21198/zz00278p49,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_212.tif,212,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 107r,Armenian Manuscripts,ark:/21198/zz00278p5t,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_213.tif,213,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 107v,Armenian Manuscripts,ark:/21198/zz00278p6b,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_214.tif,214,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 108r,Armenian Manuscripts,ark:/21198/zz00278p7v,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_215.tif,215,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 108v,Armenian Manuscripts,ark:/21198/zz00278p8c,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_216.tif,216,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 109r,Armenian Manuscripts,ark:/21198/zz00278p9w,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_217.tif,217,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 109v,Armenian Manuscripts,ark:/21198/zz00278pbd,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_218.tif,218,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 110r,Armenian Manuscripts,ark:/21198/zz00278pcx,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_219.tif,219,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 110v,Armenian Manuscripts,ark:/21198/zz00278pdf,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_220.tif,220,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 111r,Armenian Manuscripts,ark:/21198/zz00278pfz,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_221.tif,221,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 111v,Armenian Manuscripts,ark:/21198/zz00278pgg,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_222.tif,222,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 112r,Armenian Manuscripts,ark:/21198/zz00278ph0,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_223.tif,223,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 112v,Armenian Manuscripts,ark:/21198/zz00278pjh,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_224.tif,224,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 113r,Armenian Manuscripts,ark:/21198/zz00278pk1,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_225.tif,225,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 113v,Armenian Manuscripts,ark:/21198/zz00278pmj,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_226.tif,226,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.33: folio 114r,Armenian Manuscripts,ark:/21198/zz00278pn2,ark:/21198/zz0026hvq7,Page,,armenian/masters/ms_33/ms_33_227.tif,227,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
