"Title","Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Name.repository","Name.illuminator","Language","Author","AltTitle.other","Description.note","Date.creation","Summary","Date.normalized","Description.adminnote","Description.contents","Condition note","Illustrations note","Description.colophon","Description.history","Binding note","Format.extent","Alt ID.local","Format.dimensions","Relation.isPartOf","AltTitle.uniform","Place of origin","Bucketeer State","IIIF Access URL"
"Manuscript No. 6: f. 159r","Armenian Manuscripts","ark:/21198/zz0026k645","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k645_1771180_master.tif","319","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k645"
"Manuscript No. 6: f. 159v","Armenian Manuscripts","ark:/21198/zz0026k65p","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k65p_1771183_master.tif","320","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k65p"
"Manuscript No. 6: f. 160r","Armenian Manuscripts","ark:/21198/zz0026k666","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k666_1771186_master.tif","321","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k666"
"Manuscript No. 6: f. 160v","Armenian Manuscripts","ark:/21198/zz0026k67q","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k67q_1771189_master.tif","322","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k67q"
"Manuscript No. 6: f. 161r","Armenian Manuscripts","ark:/21198/zz0026k687","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k687_1771192_master.tif","323","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k687"
"Manuscript No. 6: f. 161v","Armenian Manuscripts","ark:/21198/zz0026k69r","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k69r_1771195_master.tif","324","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k69r"
"Manuscript No. 6: f. 162r","Armenian Manuscripts","ark:/21198/zz0026k6b8","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k6b8_1771198_master.tif","325","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k6b8"
"Manuscript No. 6: f. 162v","Armenian Manuscripts","ark:/21198/zz0026k6cs","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k6cs_1771201_master.tif","326","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k6cs"
"Manuscript No. 6: f. 163r","Armenian Manuscripts","ark:/21198/zz0026k6d9","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k6d9_1771204_master.tif","327","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k6d9"
"Manuscript No. 6: f. 163v","Armenian Manuscripts","ark:/21198/zz0026k6ft","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k6ft_1771207_master.tif","328","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k6ft"
"Manuscript No. 6: f. 164r","Armenian Manuscripts","ark:/21198/zz0026k6gb","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k6gb_1771210_master.tif","329","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k6gb"
"Manuscript No. 6: f. 164v","Armenian Manuscripts","ark:/21198/zz0026k6hv","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k6hv_1771213_master.tif","330","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k6hv"
"Manuscript No. 6: f. 165r","Armenian Manuscripts","ark:/21198/zz0026k6jc","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k6jc_1771216_master.tif","331","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k6jc"
"Manuscript No. 6: f. 165v","Armenian Manuscripts","ark:/21198/zz0026k6kw","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k6kw_1771219_master.tif","332","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k6kw"
"Manuscript No. 6: f. 166r","Armenian Manuscripts","ark:/21198/zz0026k6md","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k6md_1771222_master.tif","333","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k6md"
"Manuscript No. 6: f. 166v","Armenian Manuscripts","ark:/21198/zz0026k6nx","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k6nx_1771225_master.tif","334","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k6nx"
"Manuscript No. 6: f. 167r","Armenian Manuscripts","ark:/21198/zz0026k6pf","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k6pf_1771228_master.tif","335","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k6pf"
"Manuscript No. 6: f. 167v","Armenian Manuscripts","ark:/21198/zz0026k6qz","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k6qz_1771231_master.tif","336","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k6qz"
"Manuscript No. 6: f. 168r","Armenian Manuscripts","ark:/21198/zz0026k6rg","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k6rg_1771234_master.tif","337","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k6rg"
"Manuscript No. 6: f. 168v","Armenian Manuscripts","ark:/21198/zz0026k6s0","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k6s0_1771237_master.tif","338","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k6s0"
"Manuscript No. 6: f. 169r","Armenian Manuscripts","ark:/21198/zz0026k6th","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k6th_1771240_master.tif","339","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k6th"
"Manuscript No. 6: f. 169v","Armenian Manuscripts","ark:/21198/zz0026k6v1","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k6v1_1771369_master.tif","340","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k6v1"
"Manuscript No. 6: f. 170r","Armenian Manuscripts","ark:/21198/zz0026k6wj","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k6wj_1771372_master.tif","341","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k6wj"
"Manuscript No. 6: f. 170v","Armenian Manuscripts","ark:/21198/zz0026k6x2","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k6x2_1771375_master.tif","342","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k6x2"
"Manuscript No. 6: f. 171r","Armenian Manuscripts","ark:/21198/zz0026k6zk","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k6zk_1772728_master.tif","343","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k6zk"
"Manuscript No. 6: f. 171v","Armenian Manuscripts","ark:/21198/zz0026k70k","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k70k_1772731_master.tif","344","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k70k"
"Manuscript No. 6: f. 172r","Armenian Manuscripts","ark:/21198/zz0026k713","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k713_1772734_master.tif","345","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k713"
"Manuscript No. 6: f. 172v","Armenian Manuscripts","ark:/21198/zz0026k72m","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k72m_1772737_master.tif","346","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k72m"
"Manuscript No. 6: f. 173r","Armenian Manuscripts","ark:/21198/zz0026k734","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k734_1772740_master.tif","347","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k734"
"Manuscript No. 6: f. 173v","Armenian Manuscripts","ark:/21198/zz0026k74n","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k74n_1772974_master.tif","348","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k74n"
"Manuscript No. 6: f. 174r","Armenian Manuscripts","ark:/21198/zz0026k755","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k755_1773391_master.tif","349","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k755"
"Manuscript No. 6: f. 174v","Armenian Manuscripts","ark:/21198/zz0026k76p","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k76p_1773772_master.tif","350","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k76p"
"Manuscript No. 6: f. 175r","Armenian Manuscripts","ark:/21198/zz0026k776","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k776_1773781_master.tif","351","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k776"
"Manuscript No. 6: f. 175v","Armenian Manuscripts","ark:/21198/zz0026k78q","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k78q_1774531_master.tif","352","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k78q"
"Manuscript No. 6: f. 176r","Armenian Manuscripts","ark:/21198/zz0026k797","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k797_1775074_master.tif","353","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k797"
"Manuscript No. 6: f. 176v","Armenian Manuscripts","ark:/21198/zz0026k7br","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k7br_1775608_master.tif","354","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k7br"
"Manuscript No. 6: f. 177r","Armenian Manuscripts","ark:/21198/zz0026k7c8","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k7c8_1775752_master.tif","355","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k7c8"
"Manuscript No. 6: f. 177v","Armenian Manuscripts","ark:/21198/zz0026k7ds","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k7ds_1775758_master.tif","356","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k7ds"
"Manuscript No. 6: f. 178r","Armenian Manuscripts","ark:/21198/zz0026k7f9","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k7f9_1776904_master.tif","357","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k7f9"
"Manuscript No. 6: f. 178v","Armenian Manuscripts","ark:/21198/zz0026k7gt","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k7gt_1777792_master.tif","358","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k7gt"
"Manuscript No. 6: f. 179r","Armenian Manuscripts","ark:/21198/zz0026k7hb","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k7hb_1777795_master.tif","359","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k7hb"
"Manuscript No. 6: f. 179v","Armenian Manuscripts","ark:/21198/zz0026k7jv","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k7jv_1778101_master.tif","360","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k7jv"
"Manuscript No. 6: f. 180r","Armenian Manuscripts","ark:/21198/zz0026k7kc","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k7kc_1779526_master.tif","361","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k7kc"
"Manuscript No. 6: f. 180v","Armenian Manuscripts","ark:/21198/zz0026k7mw","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k7mw_1779529_master.tif","362","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k7mw"
"Manuscript No. 6: f. 181r","Armenian Manuscripts","ark:/21198/zz0026k7nd","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k7nd_1779913_master.tif","363","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k7nd"
"Manuscript No. 6: f. 181v","Armenian Manuscripts","ark:/21198/zz0026k7px","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026k7px_1780186_master.tif","364","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026k7px"
"Manuscript No. 6: f. 182r","Armenian Manuscripts","ark:/21198/zz0026tvmq","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026tvmq_1790225_master.tif","365","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tvmq"
"Manuscript No. 6: f. 182v","Armenian Manuscripts","ark:/21198/zz0026tvn7","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026tvn7_1790228_master.tif","366","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tvn7"
"Manuscript No. 6: f. 183r","Armenian Manuscripts","ark:/21198/zz0026tvpr","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026tvpr_1790231_master.tif","367","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tvpr"
"Manuscript No. 6: f. 183v","Armenian Manuscripts","ark:/21198/zz0026tvq8","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026tvq8_1790234_master.tif","368","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tvq8"
"Manuscript No. 6: f. 184r","Armenian Manuscripts","ark:/21198/zz0026tvrs","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026tvrs_1790237_master.tif","369","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tvrs"
"Manuscript No. 6: f. 184v","Armenian Manuscripts","ark:/21198/zz0026tvs9","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026tvs9_1790240_master.tif","370","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tvs9"
"Manuscript No. 6: f. 185r","Armenian Manuscripts","ark:/21198/zz0026tvtt","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026tvtt_1790243_master.tif","371","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tvtt"
"Manuscript No. 6: f. 185v","Armenian Manuscripts","ark:/21198/zz0026tvvb","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026tvvb_1790246_master.tif","372","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tvvb"
"Manuscript No. 6: f. 186r","Armenian Manuscripts","ark:/21198/zz0026tvwv","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026tvwv_1790249_master.tif","373","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tvwv"
"Manuscript No. 6: f. 186v","Armenian Manuscripts","ark:/21198/zz0026tvxc","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026tvxc_1790252_master.tif","374","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tvxc"
"Manuscript No. 6: f. 187r","Armenian Manuscripts","ark:/21198/zz0026tvzw","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026tvzw_1790255_master.tif","375","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tvzw"
"Manuscript No. 6: f. 187v","Armenian Manuscripts","ark:/21198/zz0026tw0w","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026tw0w_1790258_master.tif","376","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tw0w"
"Manuscript No. 6: f. 188r","Armenian Manuscripts","ark:/21198/zz0026tw1d","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026tw1d_1790261_master.tif","377","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tw1d"
"Manuscript No. 6: f. 188v","Armenian Manuscripts","ark:/21198/zz0026tw2x","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026tw2x_1790264_master.tif","378","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tw2x"
"Manuscript No. 6: f. 189r","Armenian Manuscripts","ark:/21198/zz0026tw3f","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026tw3f_1790267_master.tif","379","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tw3f"
"Manuscript No. 6: f. 189v","Armenian Manuscripts","ark:/21198/zz0026tw4z","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026tw4z_1790270_master.tif","380","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tw4z"
"Manuscript No. 6: f. 190r","Armenian Manuscripts","ark:/21198/zz0026tw5g","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026tw5g_1790273_master.tif","381","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tw5g"
"Manuscript No. 6: f. 190v","Armenian Manuscripts","ark:/21198/zz0026tw60","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026tw60_1790276_master.tif","382","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tw60"
"Manuscript No. 6: f. 191r","Armenian Manuscripts","ark:/21198/zz0026tw7h","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026tw7h_1790279_master.tif","383","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tw7h"
"Manuscript No. 6: f. 191v","Armenian Manuscripts","ark:/21198/zz0026tw81","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026tw81_1790282_master.tif","384","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tw81"
"Manuscript No. 6: f. 192r","Armenian Manuscripts","ark:/21198/zz0026tw9j","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026tw9j_1790285_master.tif","385","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026tw9j"
"Manuscript No. 6: f. 192v","Armenian Manuscripts","ark:/21198/zz0026twb2","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026twb2_1790294_master.tif","386","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026twb2"
"Manuscript No. 6: f. 193r","Armenian Manuscripts","ark:/21198/zz0026twck","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026twck_1790297_master.tif","387","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026twck"
"Manuscript No. 6: f. 193v","Armenian Manuscripts","ark:/21198/zz0026twd3","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026twd3_1790300_master.tif","388","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026twd3"
"Manuscript No. 6: f. 194r","Armenian Manuscripts","ark:/21198/zz0026twfm","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026twfm_1790303_master.tif","389","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026twfm"
"Manuscript No. 6: f. 194v","Armenian Manuscripts","ark:/21198/zz0026twg4","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026twg4_1790306_master.tif","390","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026twg4"
"Manuscript No. 6: f. 195r","Armenian Manuscripts","ark:/21198/zz0026twhn","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026twhn_1790309_master.tif","391","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026twhn"
"Manuscript No. 6: f. 195v","Armenian Manuscripts","ark:/21198/zz0026twj5","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026twj5_1790314_master.tif","392","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026twj5"
"Manuscript No. 6: f. 196r","Armenian Manuscripts","ark:/21198/zz0026twkp","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026twkp_1790317_master.tif","393","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026twkp"
"Manuscript No. 6: f. 196v","Armenian Manuscripts","ark:/21198/zz0026twm6","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026twm6_1790322_master.tif","394","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026twm6"
"Manuscript No. 6: f. 197r","Armenian Manuscripts","ark:/21198/zz0026twnq","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026twnq_1790329_master.tif","395","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026twnq"
"Manuscript No. 6: f. 197v","Armenian Manuscripts","ark:/21198/zz0026twp7","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026twp7_1790332_master.tif","396","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026twp7"
"Manuscript No. 6: f. 198r","Armenian Manuscripts","ark:/21198/zz0026twqr","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026twqr_1790337_master.tif","397","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026twqr"
"Manuscript No. 6: f. 198v","Armenian Manuscripts","ark:/21198/zz0026twr8","ark:/21198/zz0025nrv7","Page","","armenian/masters/21198-zz0026twr8_1790342_master.tif","398","text","","","","","","arm","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026twr8"
