Title,Project Name,Item ARK,Parent ARK,Object Type,viewingHint,File Name,Item Sequence,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Name.repository,Name.illuminator,Language,Author,AltTitle.other,Description.note,Date.creation,Summary,Date.normalized,Description.adminnote,Description.contents,Condition note,Illustrations note,Description.colophon,Description.history,Binding note,Format.extent,Alt ID.local,Format.dimensions,Relation.isPartOf,AltTitle.uniform,Place of origin
Manuscript No.49: 117,Armenian Manuscripts,ark:/21198/zz00270vv0,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_117.tif,117,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 118,Armenian Manuscripts,ark:/21198/zz00270vwh,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_118.tif,118,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 119,Armenian Manuscripts,ark:/21198/zz00270vx1,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_119.tif,119,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 120,Armenian Manuscripts,ark:/21198/zz00270vzj,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_120.tif,120,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 121,Armenian Manuscripts,ark:/21198/zz00270w0j,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_121.tif,121,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 122,Armenian Manuscripts,ark:/21198/zz00270w12,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_122.tif,122,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 123,Armenian Manuscripts,ark:/21198/zz00270w2k,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_123.tif,123,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 124,Armenian Manuscripts,ark:/21198/zz00270w33,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_124.tif,124,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 125,Armenian Manuscripts,ark:/21198/zz00270w4m,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_125.tif,125,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 126,Armenian Manuscripts,ark:/21198/zz00270w54,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_126.tif,126,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 127,Armenian Manuscripts,ark:/21198/zz00270w6n,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_127.tif,127,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 128,Armenian Manuscripts,ark:/21198/zz00270w75,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_128.tif,128,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 129,Armenian Manuscripts,ark:/21198/zz00270w8p,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_129.tif,129,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 130,Armenian Manuscripts,ark:/21198/zz00270w96,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_130.tif,130,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 131,Armenian Manuscripts,ark:/21198/zz00270wbq,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_131.tif,131,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 132,Armenian Manuscripts,ark:/21198/zz00270wc7,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_132.tif,132,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 133,Armenian Manuscripts,ark:/21198/zz00270wdr,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_133.tif,133,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 134,Armenian Manuscripts,ark:/21198/zz00270wf8,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_134.tif,134,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 135,Armenian Manuscripts,ark:/21198/zz00270wgs,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_135.tif,135,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 136,Armenian Manuscripts,ark:/21198/zz00270wh9,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_136.tif,136,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 137,Armenian Manuscripts,ark:/21198/zz00270wjt,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_137.tif,137,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 138,Armenian Manuscripts,ark:/21198/zz00270wkb,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_138.tif,138,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 139,Armenian Manuscripts,ark:/21198/zz00270wmv,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_139.tif,139,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 140,Armenian Manuscripts,ark:/21198/zz00270wnc,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_140.tif,140,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 141,Armenian Manuscripts,ark:/21198/zz00270wpw,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_141.tif,141,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 142,Armenian Manuscripts,ark:/21198/zz00270wqd,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_142.tif,142,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 143,Armenian Manuscripts,ark:/21198/zz00270wrx,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_143.tif,143,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 144,Armenian Manuscripts,ark:/21198/zz00270wsf,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_144.tif,144,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 145,Armenian Manuscripts,ark:/21198/zz00270wtz,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_145.tif,145,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 146,Armenian Manuscripts,ark:/21198/zz00270wvg,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_146.tif,146,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 147,Armenian Manuscripts,ark:/21198/zz00270ww0,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_147.tif,147,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 148,Armenian Manuscripts,ark:/21198/zz00270wxh,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_148.tif,148,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 149,Armenian Manuscripts,ark:/21198/zz00270wz1,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_149.tif,149,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 150,Armenian Manuscripts,ark:/21198/zz00270x01,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_150.tif,150,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 151,Armenian Manuscripts,ark:/21198/zz00270x1j,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_151.tif,151,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 152,Armenian Manuscripts,ark:/21198/zz00270x22,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_152.tif,152,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 153,Armenian Manuscripts,ark:/21198/zz00270x3k,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_153.tif,153,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 154,Armenian Manuscripts,ark:/21198/zz00270x43,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_154.tif,154,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 155,Armenian Manuscripts,ark:/21198/zz00270x5m,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_155.tif,155,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 156,Armenian Manuscripts,ark:/21198/zz00270x64,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_156.tif,156,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 157,Armenian Manuscripts,ark:/21198/zz00270x7n,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_157.tif,157,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 158,Armenian Manuscripts,ark:/21198/zz00270x85,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_158.tif,158,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 159,Armenian Manuscripts,ark:/21198/zz00270x9p,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_159.tif,159,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 160,Armenian Manuscripts,ark:/21198/zz00270xb6,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_160.tif,160,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 161,Armenian Manuscripts,ark:/21198/zz00270xcq,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_161.tif,161,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 162,Armenian Manuscripts,ark:/21198/zz00270xd7,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_162.tif,162,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 163,Armenian Manuscripts,ark:/21198/zz00270xfr,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_163.tif,163,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 164,Armenian Manuscripts,ark:/21198/zz00270xg8,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_164.tif,164,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 165,Armenian Manuscripts,ark:/21198/zz00270xhs,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_165.tif,165,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 166,Armenian Manuscripts,ark:/21198/zz00270xj9,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_166.tif,166,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 167,Armenian Manuscripts,ark:/21198/zz00270xkt,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_167.tif,167,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 168,Armenian Manuscripts,ark:/21198/zz00270xmb,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_168.tif,168,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 169,Armenian Manuscripts,ark:/21198/zz00270xnv,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_169.tif,169,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 170,Armenian Manuscripts,ark:/21198/zz00270xpc,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_170.tif,170,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 171,Armenian Manuscripts,ark:/21198/zz00270xqw,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_171.tif,171,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 172,Armenian Manuscripts,ark:/21198/zz00270xrd,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_172.tif,172,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 173,Armenian Manuscripts,ark:/21198/zz00270xsx,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_173.tif,173,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 174,Armenian Manuscripts,ark:/21198/zz00270xtf,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_174.tif,174,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 175,Armenian Manuscripts,ark:/21198/zz00270xvz,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_175.tif,175,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 176,Armenian Manuscripts,ark:/21198/zz00270xwg,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_176.tif,176,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 177,Armenian Manuscripts,ark:/21198/zz00270xx0,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_177.tif,177,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 178,Armenian Manuscripts,ark:/21198/zz00270xzh,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_178.tif,178,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 179,Armenian Manuscripts,ark:/21198/zz00270z0h,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_179.tif,179,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 180,Armenian Manuscripts,ark:/21198/zz00270z11,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_180.tif,180,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 181,Armenian Manuscripts,ark:/21198/zz00270z2j,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_181.tif,181,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 182,Armenian Manuscripts,ark:/21198/zz00270z32,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_182.tif,182,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 183,Armenian Manuscripts,ark:/21198/zz00270z4k,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_183.tif,183,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 184,Armenian Manuscripts,ark:/21198/zz00270z53,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_184.tif,184,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 185,Armenian Manuscripts,ark:/21198/zz00270z6m,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_185.tif,185,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 186,Armenian Manuscripts,ark:/21198/zz00270z74,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_186.tif,186,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 187,Armenian Manuscripts,ark:/21198/zz00270z8n,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_187.tif,187,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 188,Armenian Manuscripts,ark:/21198/zz00270z95,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_188.tif,188,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 189,Armenian Manuscripts,ark:/21198/zz00270zbp,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_189.tif,189,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 190,Armenian Manuscripts,ark:/21198/zz00270zc6,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_190.tif,190,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 191,Armenian Manuscripts,ark:/21198/zz00270zdq,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_191.tif,191,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 192,Armenian Manuscripts,ark:/21198/zz00270zf7,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_192.tif,192,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 193,Armenian Manuscripts,ark:/21198/zz00270zgr,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_193.tif,193,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 194,Armenian Manuscripts,ark:/21198/zz00270zh8,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_194.tif,194,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 195,Armenian Manuscripts,ark:/21198/zz00270zjs,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_195.tif,195,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 196,Armenian Manuscripts,ark:/21198/zz00270zk9,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_196.tif,196,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 197,Armenian Manuscripts,ark:/21198/zz00270zmt,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_197.tif,197,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 198,Armenian Manuscripts,ark:/21198/zz00270znb,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_198.tif,198,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 199,Armenian Manuscripts,ark:/21198/zz00270zpv,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_199.tif,199,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 200,Armenian Manuscripts,ark:/21198/zz00270zqc,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_200.tif,200,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 201,Armenian Manuscripts,ark:/21198/zz00270zrw,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_201.tif,201,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 202,Armenian Manuscripts,ark:/21198/zz00270zsd,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_202.tif,202,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 203,Armenian Manuscripts,ark:/21198/zz00270ztx,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_203.tif,203,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 204,Armenian Manuscripts,ark:/21198/zz00270zvf,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_204.tif,204,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 205,Armenian Manuscripts,ark:/21198/zz00270zwz,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_205.tif,205,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 206,Armenian Manuscripts,ark:/21198/zz00270zxg,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_206.tif,206,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 207,Armenian Manuscripts,ark:/21198/zz00270zz0,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_207.tif,207,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 208,Armenian Manuscripts,ark:/21198/zz0027100f,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_208.tif,208,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 209,Armenian Manuscripts,ark:/21198/zz0027101z,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_209.tif,209,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 210,Armenian Manuscripts,ark:/21198/zz0027102g,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_210.tif,210,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 211,Armenian Manuscripts,ark:/21198/zz00271030,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_211.tif,211,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 212,Armenian Manuscripts,ark:/21198/zz0027104h,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_212.tif,212,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 213,Armenian Manuscripts,ark:/21198/zz00271051,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_213.tif,213,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 214,Armenian Manuscripts,ark:/21198/zz0027106j,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_214.tif,214,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 215,Armenian Manuscripts,ark:/21198/zz00271072,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_215.tif,215,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 216,Armenian Manuscripts,ark:/21198/zz0027108k,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_216.tif,216,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 217,Armenian Manuscripts,ark:/21198/zz00271093,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_217.tif,217,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 218,Armenian Manuscripts,ark:/21198/zz002710bm,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_218.tif,218,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 219,Armenian Manuscripts,ark:/21198/zz002710c4,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_219.tif,219,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 220,Armenian Manuscripts,ark:/21198/zz002710dn,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_220.tif,220,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 221,Armenian Manuscripts,ark:/21198/zz002710f5,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_221.tif,221,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 222,Armenian Manuscripts,ark:/21198/zz002710gp,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_222.tif,222,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 223,Armenian Manuscripts,ark:/21198/zz002710h6,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_223.tif,223,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 224,Armenian Manuscripts,ark:/21198/zz002710jq,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_224.tif,224,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 225,Armenian Manuscripts,ark:/21198/zz002710k7,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_225.tif,225,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 226,Armenian Manuscripts,ark:/21198/zz002710mr,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_226.tif,226,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 227,Armenian Manuscripts,ark:/21198/zz002710n8,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_227.tif,227,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 228,Armenian Manuscripts,ark:/21198/zz002710ps,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_228.tif,228,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 229,Armenian Manuscripts,ark:/21198/zz002710q9,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_229.tif,229,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 230,Armenian Manuscripts,ark:/21198/zz002710rt,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_230.tif,230,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 231,Armenian Manuscripts,ark:/21198/zz002710sb,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_231.tif,231,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 232,Armenian Manuscripts,ark:/21198/zz002710tv,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_232.tif,232,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 233,Armenian Manuscripts,ark:/21198/zz002710vc,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_233.tif,233,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No.49: 234,Armenian Manuscripts,ark:/21198/zz002710ww,ark:/21198/zz0026w2q2,Page,,armenian/masters/ms_49/ms_49_234.tif,234,text,Manuscripts,pd,,,,,,,,,,,,,,,,,,,,,,,
