"Project Name","Parent ARK","Item ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Rights.servicesContact","Type.typeOfResource","Name.repository","Type.genre","Name.creator","IIIF Access URL","Title","Waveform","media.width","media.height","media.duration","media.format","IIIF Manifest URL"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z1d23prk","","Completed","Work","gilbert/audio/masters/21198-zz000s3vx7-1-master.wav","","","","","","sound recording-musical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/d2/3p/rk/21198=z1d23prk/ark%2B=21198=z1d23prk.mp4{}","383 Academy Awards 1954 Part 1","https://static.library.ucla.edu/ark%3A%2F21198%2Fz1d23prk%2Faudiowaveform.dat","","","3477.566979","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1d23prk/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z1892z2q","","Completed","Work","gilbert/audio/masters/21198-zz000s3vzr-3-master.wav","","","","","","sound recording-musical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/89/2z/2q/21198=z1892z2q/ark%2B=21198=z1892z2q.mp4{}","384 Academy Awards 1953 Part 3","https://static.library.ucla.edu/ark%3A%2F21198%2Fz1892z2q%2Faudiowaveform.dat","","","2480.241698","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1892z2q/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z14j2671","","Completed","Work","gilbert/audio/masters/21198-zz000s3vzr-2-master.wav","","","","","","sound recording-musical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/4j/26/71/21198=z14j2671/ark%2B=21198=z14j2671.mp4{}","384 Academy Awards 1953 Part 2","https://static.library.ucla.edu/ark%3A%2F21198%2Fz14j2671%2Faudiowaveform.dat","","","380.819615","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14j2671/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z10s1fgv","","Completed","Work","gilbert/audio/masters/21198-zz000s3vzr-1-master.wav","","","","","","sound recording-musical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/0s/1f/gv/21198=z10s1fgv/ark%2B=21198=z10s1fgv.mp4{}","384 Academy Awards 1953 Part 1","https://static.library.ucla.edu/ark%3A%2F21198%2Fz10s1fgv%2Faudiowaveform.dat","","","3699.143115","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10s1fgv/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z1w10z0w","","Completed","Work","gilbert/audio/masters/21198-zz000s6cw9-2-master.wav","","","","","","sound recording-musical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/w1/0z/0w/21198=z1w10z0w/ark%2B=21198=z1w10z0w.mp4{}","673 Saints & Sinners Part 2","https://static.library.ucla.edu/ark%3A%2F21198%2Fz1w10z0w%2Faudiowaveform.dat","","","803.27751","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w10z0w/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z1r806bf","","Completed","Work","gilbert/audio/masters/21198-zz000s6cw9-1-master.wav","","","","","","sound recording-musical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/r8/06/bf/21198=z1r806bf/ark%2B=21198=z1r806bf.mp4{}","673 Saints & Sinners Part 1","https://static.library.ucla.edu/ark%3A%2F21198%2Fz1r806bf%2Faudiowaveform.dat","","","375.181656","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1r806bf/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z1mg9fnm","","Completed","Work","gilbert/audio/masters/21198-zz000s6vxk-1-master.wav","","","","","","sound recording-musical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/mg/9f/nm/21198=z1mg9fnm/ark%2B=21198=z1mg9fnm.mp4{}","1463 Nightmare score Part 1","https://static.library.ucla.edu/ark%3A%2F21198%2Fz1mg9fnm%2Faudiowaveform.dat","","","349.669667","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1mg9fnm/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z1gt7dbm","","Completed","Work","gilbert/audio/masters/21198-zz000s6vxk-2-master.wav","","","","","","sound recording-musical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/gt/7d/bm/21198=z1gt7dbm/ark%2B=21198=z1gt7dbm.mp4{}","1463 Nightmare score Part 2","https://static.library.ucla.edu/ark%3A%2F21198%2Fz1gt7dbm%2Faudiowaveform.dat","","","351.32399","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gt7dbm/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z1c26nnn","","Completed","Work","gilbert/audio/masters/21198-zz000s832x-1-master.wav","","","","","","sound recording-nonmusical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/c2/6n/nn/21198=z1c26nnn/ark%2B=21198=z1c26nnn.mp4{}","224 conversation 31-57 Part 1","https://static.library.ucla.edu/ark%3A%2F21198%2Fz1c26nnn%2Faudiowaveform.dat","","","3212.18626","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1c26nnn/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z1795wtk","","Completed","Work","gilbert/audio/masters/21198-zz000s832x-4-master.wav","","","","","","sound recording-nonmusical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/79/5w/tk/21198=z1795wtk/ark%2B=21198=z1795wtk.mp4{}","224 conversation 31-57 Part 4","https://static.library.ucla.edu/ark%3A%2F21198%2Fz1795wtk%2Faudiowaveform.dat","","","1727.356385","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1795wtk/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z13j5526","","Completed","Work","gilbert/audio/masters/21198-zz000s832x-3-master.wav","","","","","","sound recording-nonmusical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/3j/55/26/21198=z13j5526/ark%2B=21198=z13j5526.mp4{}","224 conversation 31-57 Part 3","https://static.library.ucla.edu/ark%3A%2F21198%2Fz13j5526%2Faudiowaveform.dat","","","2000.379948","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13j5526/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z1zs4nmz","","Completed","Work","gilbert/audio/masters/21198-zz000s832x-2-master.wav","","","","","","sound recording-nonmusical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/zs/4n/mz/21198=z1zs4nmz/ark%2B=21198=z1zs4nmz.mp4{}","224 conversation 31-57 Part 2","https://static.library.ucla.edu/ark%3A%2F21198%2Fz1zs4nmz%2Faudiowaveform.dat","","","1119.07376","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zs4nmz/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z1v13wx0","","Completed","Work","gilbert/audio/masters/21198-zz000s98dz-1-master.wav","","","","","","sound recording-musical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/v1/3w/x0/21198=z1v13wx0/ark%2B=21198=z1v13wx0.mp4{}","1222 Comanche Interview Part 1","https://static.library.ucla.edu/ark%3A%2F21198%2Fz1v13wx0%2Faudiowaveform.dat","","","1855.767865","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1v13wx0/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z1q8358z","","Completed","Work","gilbert/audio/masters/21198-zz000s98dz-2-master.wav","","","","","","sound recording-musical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/q8/35/8z/21198=z1q8358z/ark%2B=21198=z1q8358z.mp4{}","1222 Comanche Interview Part 2","https://static.library.ucla.edu/ark%3A%2F21198%2Fz1q8358z%2Faudiowaveform.dat","","","1850.178354","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1q8358z/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z1km13zj","","Completed","Work","gilbert/audio/masters/21198-zz000s98fg-3-master.wav","","","","","","sound recording-musical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/km/13/zj/21198=z1km13zj/ark%2B=21198=z1km13zj.mp4{}","1223 Every Now and Then Part 3","https://static.library.ucla.edu/ark%3A%2F21198%2Fz1km13zj%2Faudiowaveform.dat","","","248.320875","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1km13zj/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z1fv0c6s","","Completed","Work","gilbert/audio/masters/21198-zz000s98fg-1-master.wav","","","","","","sound recording-musical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/fv/0c/6s/21198=z1fv0c6s/ark%2B=21198=z1fv0c6s.mp4{}","1223 Every Now and Then Part 1","https://static.library.ucla.edu/ark%3A%2F21198%2Fz1fv0c6s%2Faudiowaveform.dat","","","769.447635","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fv0c6s/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z1b29mdx","","Completed","Work","gilbert/audio/masters/21198-zz000s98fg-2-master.wav","","","","","","sound recording-musical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/b2/9m/dx/21198=z1b29mdx/ark%2B=21198=z1b29mdx.mp4{}","1223 Every Now and Then Part 2","https://static.library.ucla.edu/ark%3A%2F21198%2Fz1b29mdx%2Faudiowaveform.dat","","","1174.907167","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1b29mdx/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z1698vnr","","Completed","Work","gilbert/audio/masters/21198-zz000s98g0-1-master.wav","","","","","","sound recording-musical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/69/8v/nr/21198=z1698vnr/ark%2B=21198=z1698vnr.mp4{}","1224 Every Now and Then Part 1","https://static.library.ucla.edu/ark%3A%2F21198%2Fz1698vnr%2Faudiowaveform.dat","","","614.251688","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1698vnr/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z12j83xd","","Completed","Work","gilbert/audio/masters/21198-zz000s98g0-2-master.wav","","","","","","sound recording-musical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/2j/83/xd/21198=z12j83xd/ark%2B=21198=z12j83xd.mp4{}","1224 Every Now and Then Part 2","https://static.library.ucla.edu/ark%3A%2F21198%2Fz12j83xd%2Faudiowaveform.dat","","","614.251688","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12j83xd/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z1xs7mh1","","Completed","Work","gilbert/audio/masters/21198-zz000s98j1-2-master.wav","","","","","","sound recording-musical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/xs/7m/h1/21198=z1xs7mh1/ark%2B=21198=z1xs7mh1.mp4{}","1226 Carmen Vox Tests Part 2","https://static.library.ucla.edu/ark%3A%2F21198%2Fz1xs7mh1%2Faudiowaveform.dat","","","1600.056156","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xs7mh1/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z1t16vt2","","Completed","Work","gilbert/audio/masters/21198-zz000s98j1-3-master.wav","","","","","","sound recording-musical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/t1/6v/t2/21198=z1t16vt2/ark%2B=21198=z1t16vt2.mp4{}","1226 Carmen Vox Tests Part 3","https://static.library.ucla.edu/ark%3A%2F21198%2Fz1t16vt2%2Faudiowaveform.dat","","","527.415656","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1t16vt2/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z1pc4th2","","Completed","Work","gilbert/audio/masters/21198-zz000s98j1-1-master.wav","","","","","","sound recording-musical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/pc/4t/h2/21198=z1pc4th2/ark%2B=21198=z1pc4th2.mp4{}","1226 Carmen Vox Tests Part 1","https://static.library.ucla.edu/ark%3A%2F21198%2Fz1pc4th2%2Faudiowaveform.dat","","","1156.98101","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pc4th2/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z1jm42t5","","Completed","Work","gilbert/audio/masters/21198-zz000s9fq1-2-master.wav","","","","","","sound recording-musical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/jm/42/t5/21198=z1jm42t5/ark%2B=21198=z1jm42t5.mp4{}","1233 Untitled Part 2","https://static.library.ucla.edu/ark%3A%2F21198%2Fz1jm42t5%2Faudiowaveform.dat","","","219.612844","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jm42t5/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z1dv3b0h","","Completed","Work","gilbert/audio/masters/21198-zz000s9fq1-1-master.wav","","","","","","sound recording-musical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/dv/3b/0h/21198=z1dv3b0h/ark%2B=21198=z1dv3b0h.mp4{}","1233 Untitled Part 1","https://static.library.ucla.edu/ark%3A%2F21198%2Fz1dv3b0h%2Faudiowaveform.dat","","","614.251688","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dv3b0h/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z1932k7n","","Completed","Work","gilbert/audio/masters/21198-zz000s9q22-1-master.wav","","","","","","sound recording-musical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/93/2k/7n/21198=z1932k7n/ark%2B=21198=z1932k7n.mp4{}","1411 Peter pottter TV Part 1","https://static.library.ucla.edu/ark%3A%2F21198%2Fz1932k7n%2Faudiowaveform.dat","","","2072.510292","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1932k7n/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z15b1tjc","","Completed","Work","gilbert/audio/masters/21198-zz000s9q22-3-master.wav","","","","","","sound recording-musical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/5b/1t/jc/21198=z15b1tjc/ark%2B=21198=z15b1tjc.mp4{}","1411 Peter pottter TV Part 3","https://static.library.ucla.edu/ark%3A%2F21198%2Fz15b1tjc%2Faudiowaveform.dat","","","583.293271","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15b1tjc/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z11k12wx","","Completed","Work","gilbert/audio/masters/21198-zz000s9q22-2-master.wav","","","","","","sound recording-musical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/1k/12/wx/21198=z11k12wx/ark%2B=21198=z11k12wx.mp4{}","1411 Peter pottter TV Part 2","https://static.library.ucla.edu/ark%3A%2F21198%2Fz11k12wx%2Faudiowaveform.dat","","","193.378625","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11k12wx/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z1wt0kc6","","Completed","Work","gilbert/audio/masters/21198-zz000s9szg-2-master.wav","","","","","","sound recording-musical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/wt/0k/c6/21198=z1wt0kc6/ark%2B=21198=z1wt0kc6.mp4{}","1476 Nightmare Score Songs Part 2","https://static.library.ucla.edu/ark%3A%2F21198%2Fz1wt0kc6%2Faudiowaveform.dat","","","112.482302","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wt0kc6/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z1s48j4v","","Completed","Work","gilbert/audio/masters/21198-zz000s9szg-1-master.wav","","","","","","sound recording-musical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/s4/8j/4v/21198=z1s48j4v/ark%2B=21198=z1s48j4v.mp4{}","1476 Nightmare Score Songs Part 1","https://static.library.ucla.edu/ark%3A%2F21198%2Fz1s48j4v%2Faudiowaveform.dat","","","1782.892219","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1s48j4v/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z1nc7scp","","Completed","Work","gilbert/audio/masters/21198-zz000s9t10-2-master.wav","","","","","","sound recording-musical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/nc/7s/cp/21198=z1nc7scp/ark%2B=21198=z1nc7scp.mp4{}","1495 People Will Talk Part 2","https://static.library.ucla.edu/ark%3A%2F21198%2Fz1nc7scp%2Faudiowaveform.dat","","","93.248292","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1nc7scp/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z1hm71j0","","Completed","Work","gilbert/audio/masters/21198-zz000s9t10-1-master.wav","","","","","","sound recording-musical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/hm/71/j0/21198=z1hm71j0/ark%2B=21198=z1hm71j0.mp4{}","1495 People Will Talk Part 1","https://static.library.ucla.edu/ark%3A%2F21198%2Fz1hm71j0%2Faudiowaveform.dat","","","98.192135","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hm71j0/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z1cv68t8","","Completed","Work","gilbert/audio/masters/21198-zz000s9vj7-2-master.wav","","","","","","sound recording-musical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/cv/68/t8/21198=z1cv68t8/ark%2B=21198=z1cv68t8.mp4{}","1586 The Getter Part 2","https://static.library.ucla.edu/ark%3A%2F21198%2Fz1cv68t8%2Faudiowaveform.dat","","","1430.571063","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cv68t8/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z1835j4q","","Completed","Work","gilbert/audio/masters/21198-zz000s9vj7-4-master.wav","","","","","","sound recording-musical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/83/5j/4q/21198=z1835j4q/ark%2B=21198=z1835j4q.mp4{}","1586 The Getter Part 4","https://static.library.ucla.edu/ark%3A%2F21198%2Fz1835j4q%2Faudiowaveform.dat","","","2024.208844","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1835j4q/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z14b4sff","","Completed","Work","gilbert/audio/masters/21198-zz000s9vj7-3-master.wav","","","","","","sound recording-musical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/4b/4s/ff/21198=z14b4sff/ark%2B=21198=z14b4sff.mp4{}","1586 The Getter Part 3","https://static.library.ucla.edu/ark%3A%2F21198%2Fz14b4sff%2Faudiowaveform.dat","","","3395.795646","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14b4sff/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z10k41rj","","Completed","Work","gilbert/audio/masters/21198-zz000s9vj7-1-master.wav","","","","","","sound recording-musical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/0k/41/rj/21198=z10k41rj/ark%2B=21198=z10k41rj.mp4{}","1586 The Getter Part 1","https://static.library.ucla.edu/ark%3A%2F21198%2Fz10k41rj%2Faudiowaveform.dat","","","3699.143115","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10k41rj/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z1vx27pk","","Completed","Work","gilbert/audio/masters/21198-zz000sb0c1-1-master.wav","","","","","","sound recording","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/vx/27/pk/21198=z1vx27pk/ark%2B=21198=z1vx27pk.mp4{}","1235 Langston Hughs Part 1","https://static.library.ucla.edu/ark%3A%2F21198%2Fz1vx27pk%2Faudiowaveform.dat","","","1291.534271","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vx27pk/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z1r51gxq","","Completed","Work","gilbert/audio/masters/21198-zz000sb0c1-2-master.wav","","","","","","sound recording","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/r5/1g/xq/21198=z1r51gxq/ark%2B=21198=z1r51gxq.mp4{}","1235 Langston Hughs Part 2","https://static.library.ucla.edu/ark%3A%2F21198%2Fz1r51gxq%2Faudiowaveform.dat","","","1164.923167","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1r51gxq/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z1md0r4h","","Completed","Work","gilbert/audio/masters/21198-zz000sb0dj-2-master.wav","","","","","","sound recording","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/md/0r/4h/21198=z1md0r4h/ark%2B=21198=z1md0r4h.mp4{}","1236 Langston Hughs Part 2","https://static.library.ucla.edu/ark%3A%2F21198%2Fz1md0r4h%2Faudiowaveform.dat","","","1572.322406","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1md0r4h/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z1gn00cq","","Completed","Work","gilbert/audio/masters/21198-zz000sb0dj-1-master.wav","","","","","","sound recording","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/gn/00/cq/21198=z1gn00cq/ark%2B=21198=z1gn00cq.mp4{}","1236 Langston Hughs Part 1","https://static.library.ucla.edu/ark%3A%2F21198%2Fz1gn00cq%2Faudiowaveform.dat","","","2491.182135","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gn00cq/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z1bv97qb","","Completed","Work","gilbert/audio/masters/21198-zz000sb0f2-1-master.wav","","","","","","sound recording-nonmusical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/bv/97/qb/21198=z1bv97qb/ark%2B=21198=z1bv97qb.mp4{}","1438 Will Lorin Phone Call Part 1","https://static.library.ucla.edu/ark%3A%2F21198%2Fz1bv97qb%2Faudiowaveform.dat","","","1758.494344","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bv97qb/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z1738h27","","Completed","Work","gilbert/audio/masters/21198-zz000sb0f2-2-master.wav","","","","","","sound recording-nonmusical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/73/8h/27/21198=z1738h27/ark%2B=21198=z1738h27.mp4{}","1438 Will Lorin Phone Call Part 2","https://static.library.ucla.edu/ark%3A%2F21198%2Fz1738h27%2Faudiowaveform.dat","","","1686.787573","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1738h27/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z13b7r92","","Completed","Work","gilbert/audio/masters/21198-zz000sb0gk-2-master.wav","","","","","","sound recording-nonmusical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/3b/7r/92/21198=z13b7r92/ark%2B=21198=z13b7r92.mp4{}","1439 Will Lorin Phone Call Part 2","https://static.library.ucla.edu/ark%3A%2F21198%2Fz13b7r92%2Faudiowaveform.dat","","","101.523844","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13b7r92/manifest"
"Gilbert (Herschel Burke) Collection","ark:/21198/zz000n8zrp","ark:/21198/z1zp5z73","","Completed","Work","gilbert/audio/masters/21198-zz000sb0gk-1-master.wav","","","","","","sound recording-nonmusical","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/z1/zp/5z/73/21198=z1zp5z73/ark%2B=21198=z1zp5z73.mp4{}","1439 Will Lorin Phone Call Part 1","https://static.library.ucla.edu/ark%3A%2F21198%2Fz1zp5z73%2Faudiowaveform.dat","","","1359.709479","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zp5z73/manifest"
