Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,Thumbnail,Rights.servicesContact,Type.typeOfResource,Name.repository,Type.genre,Name.creator,Title,IIIF Access URL,Waveform,media.width,media.height,media.duration,media.format,IIIF Manifest URL
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rw3z1,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000rw3z1-1-master.wav,38,,,,,,sound recording-musical,,,,109 Highwayman St. or Reel 4,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0r/w3/z1/21198=zz000rw3z1/ark%2B=21198=zz000rw3z1.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000rw3z1%2Faudiowaveform.dat,,,1833.306823,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000rw3z1/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rw7h7,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000rw7h7-1-master.wav,40,,,,,,sound recording-musical,,,,111 WTCS Reel 4 of 4,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0r/w7/h7/21198=zz000rw7h7/ark%2B=21198=zz000rw7h7.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000rw7h7%2Faudiowaveform.dat,,,1918.409615,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000rw7h7/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rw7jr,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000rw7jr-1-master.wav,41,,,,,,sound recording-musical,,,,112 WTCS Reel 3,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0r/w7/jr/21198=zz000rw7jr/ark%2B=21198=zz000rw7jr.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000rw7jr%2Faudiowaveform.dat,,,1849.361208,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000rw7jr/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rw7k8,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000rw7k8-1-master.wav,42,,,,,,sound recording-musical,,,,113 WTCS Reel 2,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0r/w7/k8/21198=zz000rw7k8/ark%2B=21198=zz000rw7k8.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000rw7k8%2Faudiowaveform.dat,,,2015.909,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000rw7k8/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rw7ms,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000rw7ms-1-master.wav,43,,,,,,sound recording-musical,,,,114 WTCS Reel 4,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0r/w7/ms/21198=zz000rw7ms/ark%2B=21198=zz000rw7ms.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000rw7ms%2Faudiowaveform.dat,,,1737.706458,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000rw7ms/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rw7n9,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000rw7n9-1-master.wav,44,,,,,,sound recording-musical,,,,115 Moon Is Blue Score,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0r/w7/n9/21198=zz000rw7n9/ark%2B=21198=zz000rw7n9.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000rw7n9%2Faudiowaveform.dat,,,2109.478219,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000rw7n9/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rwtm0,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000rwtm0-1-master.wav,45,,,,,,sound recording-musical,,,,117 Moon Is Blue,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0r/wt/m0/21198=zz000rwtm0/ark%2B=21198=zz000rwtm0.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000rwtm0%2Faudiowaveform.dat,,,1511.489125,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000rwtm0/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rwtp1,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000rwtp1-1-master.wav,47,,,,,,sound recording-musical,,,,119 No Place to Hide Reel 2,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0r/wt/p1/21198=zz000rwtp1/ark%2B=21198=zz000rwtp1.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000rwtp1%2Faudiowaveform.dat,,,3574.752542,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000rwtp1/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rwtqj,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000rwtqj-1-master.wav,48,,,,,,sound recording-musical,,,,122 Lullaby,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0r/wt/qj/21198=zz000rwtqj/ark%2B=21198=zz000rwtqj.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000rwtqj%2Faudiowaveform.dat,,,297.121333,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000rwtqj/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rwtr2,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000rwtr2-1-master.wav,49,,,,,,sound recording-musical,,,,133 Jet Pilot Reel 3,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0r/wt/r2/21198=zz000rwtr2/ark%2B=21198=zz000rwtr2.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000rwtr2%2Faudiowaveform.dat,,,1314.84651,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000rwtr2/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rwtsk,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000rwtsk-1-master.wav,50,,,,,,sound recording-musical,,,,134 Sabre Jet Pilot Reel 1,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0r/wt/sk/21198=zz000rwtsk/ark%2B=21198=zz000rwtsk.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000rwtsk%2Faudiowaveform.dat,,,1852.965823,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000rwtsk/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rwtt3,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000rwtt3-1-master.wav,51,,,,,,sound recording-musical,,,,135 Sabre Jet Pilot Reel 2,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0r/wt/t3/21198=zz000rwtt3/ark%2B=21198=zz000rwtt3.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000rwtt3%2Faudiowaveform.dat,,,1661.98974,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000rwtt3/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rwtw4,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000rwtw4-1-master.wav,53,,,,,,sound recording-musical,,,,166 Mutel 14118-14133,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0r/wt/w4/21198=zz000rwtw4/ark%2B=21198=zz000rwtw4.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000rwtw4%2Faudiowaveform.dat,,,1587.15476,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000rwtw4/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rz9n5,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000rz9n5-1-master.wav,55,,,,,,sound recording-musical,,,,168 Mutel 14058-14075,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0r/z9/n5/21198=zz000rz9n5/ark%2B=21198=zz000rz9n5.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000rz9n5%2Faudiowaveform.dat,,,1842.784781,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000rz9n5/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rz9pp,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000rz9pp-1-master.wav,56,,,,,,sound recording-musical,,,,169 Mutel 14058-14075,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0r/z9/pp/21198=zz000rz9pp/ark%2B=21198=zz000rz9pp.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000rz9pp%2Faudiowaveform.dat,,,1820.148635,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000rz9pp/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rz9q6,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000rz9q6-1-master.wav,57,,,,,,sound recording-musical,,,,170 Mutel 14035-14057,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0r/z9/q6/21198=zz000rz9q6/ark%2B=21198=zz000rz9q6.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000rz9q6%2Faudiowaveform.dat,,,1747.961813,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000rz9q6/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rz9rq,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000rz9rq-1-master.wav,58,,,,,,sound recording-musical,,,,171 Mutel 14001-14017,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0r/z9/rq/21198=zz000rz9rq/ark%2B=21198=zz000rz9rq.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000rz9rq%2Faudiowaveform.dat,,,1909.185052,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000rz9rq/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rz9s7,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000rz9s7-1-master.wav,59,,,,,,sound recording-musical,,,,172 Mutel 14180-14196,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0r/z9/s7/21198=zz000rz9s7/ark%2B=21198=zz000rz9s7.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000rz9s7%2Faudiowaveform.dat,,,1827.049021,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000rz9s7/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rzfx7,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000rzfx7-1-master.wav,60,,,,,,sound recording-musical,,,,173 Mutel 14197-14213,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0r/zf/x7/21198=zz000rzfx7/ark%2B=21198=zz000rzfx7.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000rzfx7%2Faudiowaveform.dat,,,1832.019573,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000rzfx7/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rzfzr,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000rzfzr-1-master.wav,61,,,,,,sound recording-musical,,,,174 Mutel 14134-14154,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0r/zf/zr/21198=zz000rzfzr/ark%2B=21198=zz000rzfzr.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000rzfzr%2Faudiowaveform.dat,,,1942.233927,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000rzfzr/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rzg0r,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000rzg0r-1-master.wav,62,,,,,,sound recording-musical,,,,175 Mutel 14155-14179,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0r/zg/0r/21198=zz000rzg0r/ark%2B=21198=zz000rzg0r.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000rzg0r%2Faudiowaveform.dat,,,1819.869104,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000rzg0r/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rzg18,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000rzg18-1-master.wav,63,,,,,,sound recording-musical,,,,176 Mutel 14018-14034,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0r/zg/18/21198=zz000rzg18/ark%2B=21198=zz000rzg18.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000rzg18%2Faudiowaveform.dat,,,1825.447073,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000rzg18/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000rzg2s,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000rzg2s-1-master.wav,64,,,,,,sound recording-musical,,,,177 Mutel 14233-14258,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0r/zg/2s/21198=zz000rzg2s/ark%2B=21198=zz000rzg2s.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000rzg2s%2Faudiowaveform.dat,,,2123.518635,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000rzg2s/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s024w,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s024w-1-master.wav,65,,,,,,sound recording-musical,,,,178 Mutel 14214-14232,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0s/02/4w/21198=zz000s024w/ark%2B=21198=zz000s024w.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000s024w%2Faudiowaveform.dat,,,1739.944271,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s024w/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s025d,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s025d-1-master.wav,66,,,,,,sound recording-musical,,,,179 Mutel 14281-14298,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0s/02/5d/21198=zz000s025d/ark%2B=21198=zz000s025d.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000s025d%2Faudiowaveform.dat,,,1667.240479,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s025d/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s026x,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s026x-1-master.wav,67,,,,,,sound recording-musical,,,,180 Mutel 14259-14280,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0s/02/6x/21198=zz000s026x/ark%2B=21198=zz000s026x.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000s026x%2Faudiowaveform.dat,,,1790.578302,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s026x/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s027f,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s027f-1-master.wav,68,,,,,,sound recording-musical,,,,181 Mutel 14317-14333,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0s/02/7f/21198=zz000s027f/ark%2B=21198=zz000s027f.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000s027f%2Faudiowaveform.dat,,,1846.675094,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s027f/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s028z,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s028z-1-master.wav,69,,,,,,sound recording-musical,,,,182 Mutel 14299-14316,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0s/02/8z/21198=zz000s028z/ark%2B=21198=zz000s028z.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000s028z%2Faudiowaveform.dat,,,1728.669052,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s028z/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s0stc,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s0stc-1-master.wav,70,,,,,,sound recording-musical,,,,183 Mutel 14357-14379,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0s/0s/tc/21198=zz000s0stc/ark%2B=21198=zz000s0stc.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000s0stc%2Faudiowaveform.dat,,,1623.456333,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s0stc/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s0svw,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s0svw-1-master.wav,71,,,,,,sound recording-musical,,,,184 Mutel 14334-14356,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0s/0s/vw/21198=zz000s0svw/ark%2B=21198=zz000s0svw.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000s0svw%2Faudiowaveform.dat,,,1766.944146,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s0svw/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s0swd,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s0swd-1-master.wav,72,,,,,,sound recording-musical,,,,185 Mutel 14399-14415,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0s/0s/wd/21198=zz000s0swd/ark%2B=21198=zz000s0swd.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000s0swd%2Faudiowaveform.dat,,,1677.392052,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s0swd/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s0sxx,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s0sxx-1-master.wav,73,,,,,,sound recording-musical,,,,186 Mutel 14380-14398,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0s/0s/xx/21198=zz000s0sxx/ark%2B=21198=zz000s0sxx.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000s0sxx%2Faudiowaveform.dat,,,2045.178146,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s0sxx/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s0szf,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s0szf-1-master.wav,74,,,,,,sound recording-musical,,,,187 Mutel 14432-14452,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0s/0s/zf/21198=zz000s0szf/ark%2B=21198=zz000s0szf.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000s0szf%2Faudiowaveform.dat,,,1098.5225,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s0szf/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s0t0f,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s0t0f-1-master.wav,75,,,,,,sound recording-musical,,,,188 Mutel 14416-14431,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0s/0t/0f/21198=zz000s0t0f/ark%2B=21198=zz000s0t0f.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000s0t0f%2Faudiowaveform.dat,,,1822.113469,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s0t0f/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s0t1z,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s0t1z-1-master.wav,76,,,,,,sound recording-musical,,,,189 Mutel 14470-14493,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0s/0t/1z/21198=zz000s0t1z/ark%2B=21198=zz000s0t1z.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000s0t1z%2Faudiowaveform.dat,,,2128.849906,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s0t1z/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s0t2g,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s0t2g-1-master.wav,77,,,,,,sound recording-musical,,,,190 Mutel 14453-14469,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0s/0t/2g/21198=zz000s0t2g/ark%2B=21198=zz000s0t2g.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000s0t2g%2Faudiowaveform.dat,,,1689.662354,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s0t2g/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s0t30,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s0t30-1-master.wav,78,,,,,,sound recording-musical,,,,191 Mutel 14509-14528,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0s/0t/30/21198=zz000s0t30/ark%2B=21198=zz000s0t30.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000s0t30%2Faudiowaveform.dat,,,1614.772177,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s0t30/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s0t4h,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s0t4h-1-master.wav,79,,,,,,sound recording-musical,,,,192 Mutel 14494-14508,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0s/0t/4h/21198=zz000s0t4h/ark%2B=21198=zz000s0t4h.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000s0t4h%2Faudiowaveform.dat,,,1874.903208,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s0t4h/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s1d87,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s1d87-1-master.wav,80,,,,,,sound recording-musical,,,,193 Mutel 14556-14575,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0s/1d/87/21198=zz000s1d87/ark%2B=21198=zz000s1d87.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000s1d87%2Faudiowaveform.dat,,,1943.594198,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s1d87/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s1d9r,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s1d9r-1-master.wav,81,,,,,,sound recording-musical,,,,194 Mutel 14529-14555,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0s/1d/9r/21198=zz000s1d9r/ark%2B=21198=zz000s1d9r.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000s1d9r%2Faudiowaveform.dat,,,1995.037146,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s1d9r/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s1db8,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s1db8-1-master.wav,82,,,,,,sound recording-musical,,,,195 Mutel 14592-14606,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0s/1d/b8/21198=zz000s1db8/ark%2B=21198=zz000s1db8.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000s1db8%2Faudiowaveform.dat,,,1810.717479,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s1db8/manifest
Gilbert (Herschel Burke) Collection,ark:/21198/zz000s1dcs,ark:/21198/zz000n8zrp,2,Completed,Work,gilbert/audio/masters/21198-zz000s1dcs-1-master.wav,83,,,,,,sound recording-musical,,,,196 Mutel 14576-14591,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:gilbert/pairtree_root/21/19/8=/zz/00/0s/1d/cs/21198=zz000s1dcs/ark%2B=21198=zz000s1dcs.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000s1dcs%2Faudiowaveform.dat,,,1923.537385,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s1dcs/manifest
