"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Subject","Description.note","Summary","Title","Alt ID.local","Opac URL","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dtnqv","ark:/21198/zz002dtnpb","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b05_f06_001.tif","1","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 5, Folder 6, 1","uclamss_107_b05_f06_001","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dtnqv",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dtnrc","ark:/21198/zz002dtnpb","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b05_f06_002.tif","2","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 5, Folder 6, 2","uclamss_107_b05_f06_002","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dtnrc",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dtnsw","ark:/21198/zz002dtnpb","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b05_f06_003.tif","3","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 5, Folder 6, 3","uclamss_107_b05_f06_003","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dtnsw",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dtntd","ark:/21198/zz002dtnpb","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b05_f06_004.tif","4","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 5, Folder 6, 4","uclamss_107_b05_f06_004","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dtntd",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dtnvx","ark:/21198/zz002dtnpb","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b05_f06_005.tif","5","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 5, Folder 6, 5","uclamss_107_b05_f06_005","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dtnvx",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dtnwf","ark:/21198/zz002dtnpb","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b05_f06_006.tif","6","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 5, Folder 6, 6","uclamss_107_b05_f06_006","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dtnwf",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dtnxz","ark:/21198/zz002dtnpb","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b05_f06_007.tif","7","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 5, Folder 6, 7","uclamss_107_b05_f06_007","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dtnxz",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dtnzg","ark:/21198/zz002dtnpb","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b05_f06_008.tif","8","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 5, Folder 6, 8","uclamss_107_b05_f06_008","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dtnzg",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dtp0g","ark:/21198/zz002dtnpb","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b05_f06_009.tif","9","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 5, Folder 6, 9","uclamss_107_b05_f06_009","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dtp0g",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dtp10","ark:/21198/zz002dtnpb","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b05_f06_010.tif","10","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 5, Folder 6, 10","uclamss_107_b05_f06_010","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dtp10",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dtp2h","ark:/21198/zz002dtnpb","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b05_f06_011.tif","11","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 5, Folder 6, 11","uclamss_107_b05_f06_011","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dtp2h",""
