"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Subject","Description.note","Summary","Title","Alt ID.local","Opac URL","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002ds5g1","ark:/21198/zz002ds5fh","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b03_f04_001.tif","1","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 3, Folder 4, 1","uclamss_107_b03_f04_001","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds5g1",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002ds5hj","ark:/21198/zz002ds5fh","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b03_f04_002.tif","2","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 3, Folder 4, 2","uclamss_107_b03_f04_002","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds5hj",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002ds5j2","ark:/21198/zz002ds5fh","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b03_f04_003.tif","3","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 3, Folder 4, 3","uclamss_107_b03_f04_003","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds5j2",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002ds5kk","ark:/21198/zz002ds5fh","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b03_f04_004.tif","4","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 3, Folder 4, 4","uclamss_107_b03_f04_004","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds5kk",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002ds5m3","ark:/21198/zz002ds5fh","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b03_f04_005.tif","5","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 3, Folder 4, 5","uclamss_107_b03_f04_005","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds5m3",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002ds5nm","ark:/21198/zz002ds5fh","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b03_f04_006.tif","6","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 3, Folder 4, 6","uclamss_107_b03_f04_006","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds5nm",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002ds5p4","ark:/21198/zz002ds5fh","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b03_f04_007.tif","7","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 3, Folder 4, 7","uclamss_107_b03_f04_007","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds5p4",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002ds5qn","ark:/21198/zz002ds5fh","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b03_f04_008.tif","8","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 3, Folder 4, 8","uclamss_107_b03_f04_008","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds5qn",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002ds5r5","ark:/21198/zz002ds5fh","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b03_f04_009.tif","9","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 3, Folder 4, 9","uclamss_107_b03_f04_009","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds5r5",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002ds5sp","ark:/21198/zz002ds5fh","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b03_f04_010.tif","10","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 3, Folder 4, 10","uclamss_107_b03_f04_010","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds5sp",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002ds5t6","ark:/21198/zz002ds5fh","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b03_f04_011.tif","11","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 3, Folder 4, 11","uclamss_107_b03_f04_011","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds5t6",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002ds5vq","ark:/21198/zz002ds5fh","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b03_f04_012.tif","12","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 3, Folder 4, 12","uclamss_107_b03_f04_012","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds5vq",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002ds5w7","ark:/21198/zz002ds5fh","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b03_f04_013.tif","13","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 3, Folder 4, 13","uclamss_107_b03_f04_013","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds5w7",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002ds5xr","ark:/21198/zz002ds5fh","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b03_f04_014.tif","14","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 3, Folder 4, 14","uclamss_107_b03_f04_014","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds5xr",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002ds5z8","ark:/21198/zz002ds5fh","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b03_f04_015.tif","15","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 3, Folder 4, 15","uclamss_107_b03_f04_015","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds5z8",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002ds608","ark:/21198/zz002ds5fh","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b03_f04_016.tif","16","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 3, Folder 4, 16","uclamss_107_b03_f04_016","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ds608",""
