"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Subject","Description.note","Summary","Title","Alt ID.local","Opac URL","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dt93q","ark:/21198/zz002dt926","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b04_f12_001.tif","1","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 4, Folder 12, 1","uclamss_107_b04_f12_001","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dt93q",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dt947","ark:/21198/zz002dt926","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b04_f12_002.tif","2","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 4, Folder 12, 2","uclamss_107_b04_f12_002","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dt947",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dt95r","ark:/21198/zz002dt926","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b04_f12_003.tif","3","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 4, Folder 12, 3","uclamss_107_b04_f12_003","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dt95r",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dt968","ark:/21198/zz002dt926","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b04_f12_004.tif","4","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 4, Folder 12, 4","uclamss_107_b04_f12_004","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dt968",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dt97s","ark:/21198/zz002dt926","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b04_f12_005.tif","5","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 4, Folder 12, 5","uclamss_107_b04_f12_005","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dt97s",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dt989","ark:/21198/zz002dt926","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b04_f12_006.tif","6","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 4, Folder 12, 6","uclamss_107_b04_f12_006","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dt989",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dt99t","ark:/21198/zz002dt926","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b04_f12_007.tif","7","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 4, Folder 12, 7","uclamss_107_b04_f12_007","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dt99t",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dt9bb","ark:/21198/zz002dt926","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b04_f12_008.tif","8","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 4, Folder 12, 8","uclamss_107_b04_f12_008","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dt9bb",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dt9cv","ark:/21198/zz002dt926","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b04_f12_009.tif","9","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 4, Folder 12, 9","uclamss_107_b04_f12_009","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dt9cv",""
"Sleepy Lagoon Defense Committee Records, 1942-1945","ark:/21198/zz002dt9dc","ark:/21198/zz002dt926","10","Completed with minimal metadata","Page","sleepylagoon/image/uclamss_107_b04_f12_010.tif","10","","","","","","","","text","unknown","","","","UCLA LSC, Collection 107, Box 4, Folder 12, 10","uclamss_107_b04_f12_010","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dt9dc",""
