"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Rights.rightsHolderContact","Rights.servicesContact","Language","Name.author","Relation.isPartOf","Type.genre","Name.creator","Name.repository","Subject","Date.creation","Title","Alt ID.local","Format.extent","Description.note","Format.dimensions","AltTitle.translated","Description.abstract","Description.contents","AltTitle.other","Date.normalized","Opac url","Finding Aid URL","Description.adminnote","AltTitle.parallel","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Exhibit Collection of Arabic, Persian and Turkish Manuscripts.  Collection 1656","ark:/21198/zz00090r16","ark:/21198/zz00090qv4","2","Completed","Page","mscollection1656/masters/21198-zz00090r16-1-master.tif","1","","","","","","","still image","pd","","","per","","Exhibit Collection of Near Eastern manuscripts 1492-1848 (Collection 1656). UCLA Library Special Collections, Charles E. Young Research Library.","","","University of California, Los Angeles. $b Library Special Collections","","1604","fol. 60 verso and 61 recto","clus_1656_b1_MS5_60b_61a","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090r16",""
