"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Visibility","viewingHint","Delete in Title","Subject topic","Thumbnail","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.photographer","Author","Name.subject","Subject","Subject.conceptTopic","Language","Rights.permissionNote","Name.creator","Rights.publicationNote","Text direction","IIIF Range","Name.repository","Title","Date.creation","Description.note","Summary","Description.caption","Date.normalized","Description.abstract","Date.created","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00162c92","ark:/21198/zz00162c8j","2","Completed","Page","scwu/images/masters/21198-zz00162c92-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00162c92",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00162cbk","ark:/21198/zz00162c8j","2","Completed","Page","scwu/images/masters/21198-zz00162cbk-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00162cbk",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00162cc3","ark:/21198/zz00162c8j","2","Completed","Page","scwu/images/masters/21198-zz00162cc3-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00162cc3",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00162cdm","ark:/21198/zz00162c8j","2","Completed","Page","scwu/images/masters/21198-zz00162cdm-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00162cdm",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00162cf4","ark:/21198/zz00162c8j","2","Completed","Page","scwu/images/masters/21198-zz00162cf4-1-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00162cf4",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00162cgn","ark:/21198/zz00162c8j","2","Completed","Page","scwu/images/masters/21198-zz00162cgn-1-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00162cgn",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00162ch5","ark:/21198/zz00162c8j","2","Completed","Page","scwu/images/masters/21198-zz00162ch5-1-master.tif","7","","","","","","","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00162ch5",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00162cjp","ark:/21198/zz00162c8j","2","Completed","Page","scwu/images/masters/21198-zz00162cjp-1-master.tif","8","","","","","","","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00162cjp",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00162ck6","ark:/21198/zz00162c8j","2","Completed","Page","scwu/images/masters/21198-zz00162ck6-1-master.tif","9","","","","","","","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00162ck6",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00162cmq","ark:/21198/zz00162c8j","2","Completed","Page","scwu/images/masters/21198-zz00162cmq-1-master.tif","10","","","","","","","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00162cmq",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00162cn7","ark:/21198/zz00162c8j","2","Completed","Page","scwu/images/masters/21198-zz00162cn7-1-master.tif","11","","","","","","","","","","","","","","","","","","","","","","","","","Page 11","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00162cn7",""
