"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.statementLocal","Date.creation","Date.normalized","AltIdentifier.local","AltTitle.other","Title","Finding Aid URL","Description.note","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Chin (Hei Sop) Archival Collection. Collection 367","ark:/21198/zz0026v7cv","ark:/21198/zz0026v7bb","1","In progress","Page","chinhe/masters/21198-zz0026v7cv_1791086_master.tif","1","","","","","","","","still image","","","","","","page 1","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026v7cv",""
