Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Visibility,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Rights.permission,Name.actor,Name.director,Name.subject,Name.producer,Name.photographer,Name.costumeDesigner,Name.distributor,Subject.descriptiveTopic,Subject.uniformTitle,Language,Name.repository,Name.cinematographer,Subject,Subject.geographicPlace,Name.artDirector,Name.setDesigner,Alt ID.local,Format.extent,Format.dimensions,Title,Date.normalized,Description.caption,Date.creation,Description.note,AltTitle.other,AltTitle.uniform,Description.abstract
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ns1c2/kq990735,ark:/21198/zz001ns1c2,,,Page,mpstills/masters/21198-zz001ns1c2-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ns1c2/kx08gg6p,ark:/21198/zz001ns1c2,,,Page,mpstills/masters/21198-zz001ns1c2-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ns1dk/ck60cv2g,ark:/21198/zz001ns1dk,,,Page,mpstills/masters/21198-zz001ns1dk-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ns1dk/nc92tz29,ark:/21198/zz001ns1dk,,,Page,mpstills/masters/21198-zz001ns1dk-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ns1f3/3510054g,ark:/21198/zz001ns1f3,,,Page,mpstills/masters/21198-zz001ns1f3-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ns1f3/f552xk2q,ark:/21198/zz001ns1f3,,,Page,mpstills/masters/21198-zz001ns1f3-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ns1gm/1z98zn13,ark:/21198/zz001ns1gm,,,Page,mpstills/masters/21198-zz001ns1gm-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ns1gm/mp943b40,ark:/21198/zz001ns1gm,,,Page,mpstills/masters/21198-zz001ns1gm-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ns1h4/1844qx2j,ark:/21198/zz001ns1h4,,,Page,mpstills/masters/21198-zz001ns1h4_1657282_master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ns1h4/7287s32f,ark:/21198/zz001ns1h4,,,Page,mpstills/masters/21198-zz001ns1h4_1657285_master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ns1jn/38288r0f,ark:/21198/zz001ns1jn,,,Page,mpstills/masters/21198-zz001ns1jn_1657623_master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ns1jn/4c241t30,ark:/21198/zz001ns1jn,,,Page,mpstills/masters/21198-zz001ns1jn_1657620_master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ns1k5/2b15nm4v,ark:/21198/zz001ns1k5,,,Page,mpstills/masters/21198-zz001ns1k5_1657656_master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ns1k5/3347sb3d,ark:/21198/zz001ns1k5,,,Page,mpstills/masters/21198-zz001ns1k5_1657653_master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ns1mp/4443ks5r,ark:/21198/zz001ns1mp,,,Page,mpstills/masters/21198-zz001ns1mp-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ns1mp/gq865248,ark:/21198/zz001ns1mp,,,Page,mpstills/masters/21198-zz001ns1mp_1657665_master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ns1n6/80530d08,ark:/21198/zz001ns1n6,,,Page,mpstills/masters/21198-zz001ns1n6-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ns1n6/d079vp4t,ark:/21198/zz001ns1n6,,,Page,mpstills/masters/21198-zz001ns1n6-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ns1pq/8z40p631,ark:/21198/zz001ns1pq,,,Page,mpstills/masters/21198-zz001ns1pq_1657382_master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ns1pq/z547kw3g,ark:/21198/zz001ns1pq,,,Page,mpstills/masters/21198-zz001ns1pq_1657385_master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ns1q7/g6304h74,ark:/21198/zz001ns1q7,,,Page,mpstills/masters/21198-zz001ns1q7-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ns1q7/zh86zj1c,ark:/21198/zz001ns1q7,,,Page,mpstills/masters/21198-zz001ns1q7-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ns1rr/3d97440k,ark:/21198/zz001ns1rr,,,Page,mpstills/masters/21198-zz001ns1rr-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ns1rr/dh30b18s,ark:/21198/zz001ns1rr,,,Page,mpstills/masters/21198-zz001ns1rr-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ns1s8/ch74vg8s,ark:/21198/zz001ns1s8,,,Page,mpstills/masters/21198-zz001ns1s8-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ns1s8/dr95xp4r,ark:/21198/zz001ns1s8,,,Page,mpstills/masters/21198-zz001ns1s8-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ns1ts/1z34s78s,ark:/21198/zz001ns1ts,,,Page,mpstills/masters/21198-zz001ns1ts-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ns1ts/pk70w990,ark:/21198/zz001ns1ts,,,Page,mpstills/masters/21198-zz001ns1ts-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ns1v9/9k66cd1w,ark:/21198/zz001ns1v9,,,Page,mpstills/masters/21198-zz001ns1v9-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ns1v9/mz422h5v,ark:/21198/zz001ns1v9,,,Page,mpstills/masters/21198-zz001ns1v9-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ns1wt/7n89jg0m,ark:/21198/zz001ns1wt,,,Page,mpstills/masters/21198-zz001ns1wt-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ns1wt/bm33756s,ark:/21198/zz001ns1wt,,,Page,mpstills/masters/21198-zz001ns1wt-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ns1xb/4767fz6n,ark:/21198/zz001ns1xb,,,Page,mpstills/masters/21198-zz001ns1xb-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ns1xb/5r07n60x,ark:/21198/zz001ns1xb,,,Page,mpstills/masters/21198-zz001ns1xb-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ns1zv/8303zq7z,ark:/21198/zz001ns1zv,,,Page,mpstills/masters/21198-zz001ns1zv-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
