Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Visibility,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Rights.permission,Name.actor,Name.director,Name.subject,Name.producer,Name.photographer,Name.costumeDesigner,Name.distributor,Subject.descriptiveTopic,AltTitle.uniform,Language,Name.repository,Name.cinematographer,Subject,Subject.geographicPlace,Name.artDirector,Name.setDesigner,Alt ID.local,Format.extent,Format.dimensions,Title,Date.normalized,Description.caption,Date.creation,Description.note,AltTitle.other,Description.abstract,Opac url,Finding Aid URL,IIIF Manifest URL
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nkbg8,ark:/21198/zz0015w23z,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nkbg8%2F6v95v073,individuals,private,still image,Black-and-white photographs,copyrighted,unknown,,"Sinatra, Frank, $d 1915-1998.|~|Marx, Groucho, $d 1890-1977","Cummings, Irving, Jr.",,"RKO Radio Pictures|~|Cummings, Irving, Jr.",,,RKO Radio Pictures,,Double Dynamite (Motion picture),eng|~|zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 728_ 13_ 1,1 photograph : b&w,8 x 10 in.,"Director Irving Cummings, Grouch Marx and Frank Sinatra in on set of Double Dynamite",1948-11-22/1948-12,"Text from back of photograph: ""Director Irving Cummings explains a difficult scene to Groucho Marx and Frank Sinatra on the set of RKO Radio's hilarious comedy, 'Double Dynamite', which co-stars Jane Russell.""",[between 22 Nov and mid-Dec 1948],"left to right: Irving Cummings, Groucho Marx, Frank Sinatra",,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nkbg8/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nkbj9,ark:/21198/zz0015w23z,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nkbj9%2Fn3858b12,individuals,private,still image,Black-and-white photographs,copyrighted,unknown,,"Russell, Jane, $d 1921-2011|~|Sinatra, Frank, $d 1915-1998.|~|Marx, Groucho, $d 1890-1977","Cummings, Irving, Jr.",,"Cummings, Irving, Jr.",,,RKO Radio Pictures,,Double Dynamite (Motion picture),eng|~|zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 728_ 13_ 11,1 photograph : b&w,8 x 10 in.,"Frank Sinatra, Jane Russell and Groucho Marx in Double Dynamite",1948-11-22/1948-12,"""'Double Dynamite'. An RKO Radio Picture.""",[between 22 November and mid-December 1948],,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nkbj9/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nkbkt,ark:/21198/zz0015w23z,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nkbkt%2Fd0097t8d,individuals,private,still image,Black-and-white photographs,copyrighted,unknown,,"Russell, Jane, $d 1921-2011|~|Sinatra, Frank, $d 1915-1998.","Cummings, Irving, Jr.",,"Cummings, Irving, Jr.","Bachrach, Ernest, $d 1899-1973",,,,Double Dynamite (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 728_ 13_ 12,1 photograph : b&w,8 x 10 in.,Frank Sinatra and Jane Russell in Double Dynamite,1948-11-22/1948-12,"Text on back of photograph: ""SENSATIONAL TEAMING -- Frank Sinatra and luscious Jane Russell are united for the first time in RKO Radio's laugh riot, 'It's Only Money' [alternate title]. Co-starred with the two is Grouch Marx.",[between 22 November and mid-December 1948],,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nkbkt/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nkbqw,ark:/21198/zz0015w23z,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nkbqw%2Fds458f3h,individuals,private,still image,Black-and-white photographs|~|Comedy films,copyrighted,unknown,,"Sinatra, Frank, $d 1915-1998.|~|Marx, Groucho, $d 1890-1977","Cummings, Irving, $d 1888-1959",,"RKO Radio Pictures|~|Cummings, Irving, Jr.",,,RKO Radio Pictures,,Double Dynamite (Motion picture),eng|~|zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 728_ 13_ 16,1 photograph : b&w,8 x 10 in.,Frank Sinatra on the set of Double Dynamite.,1948-11/1948-12,"IOM-Adv-7,12,13,14,16,21,25 MONEY MAN -- Frank Sinatra plays a bank teller whose suddenly and unexpectedly acquired wealth places him in an embarrassing situation in ""It's Only Money,"" RKO Radio comedy in which he co-stars with Jane Russell and Groucho Marx.","[between November and December, 1948]",,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nkbqw/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nkfjr,ark:/21198/zz0015w23z,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nkfjr%2F6k02nf6c,individuals,private,still image,Black-and-white photographs|~|Comedy films,copyrighted,unknown,,"Sinatra, Frank, $d 1915-1998.|~|Marx, Groucho, $d 1890-1977","Cummings, Irving, $d 1888-1959",,"RKO Radio Pictures|~|Cummings, Irving, Jr.",,,RKO Radio Pictures,,Double Dynamite (Motion picture),eng|~|zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 728_ 13_ 2,1 photograph : b&w,8 x 10 in.,Groucho Marx with Frank Sinatra and Irving Cummings on the set of Double Dynamite.,1948-11/1948-12,"Text from back of photograph: IOM-Pub-A19 BUBBLE BARON -- ""I've seen better heads on steins of beer,"" cracked Groucho Marx as he emerged from a bubble-bath sequence in RKO Radio's lively comedy, ""It's Only Money"". Here Marx gets ready to go to the cleaners, with the help of Frank Sinatra and director Irving Cummings, after stepping out of the suds. Double Dynamite.","[between November and December, 1948]",,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nkfjr/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nkfk8,ark:/21198/zz0015w23z,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nkfk8%2Fcm74n80f,individuals,private,still image,Black-and-white photographs|~|Comedy films,copyrighted,unknown,,"Russell, Jane, $d 1921-2011|~|Sinatra, Frank, $d 1915-1998.","Cummings, Irving, $d 1888-1959",,"RKO Radio Pictures|~|Cummings, Irving, Jr.",,,RKO Radio Pictures,,Double Dynamite (Motion picture),eng|~|zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 728_ 13_ 20,1 photograph : b&w,8 x 10 in.,Frank Sinatra and Jane Russell on the set of Double Dynamite.,1948-11/1948-12,"Text from back of photograph: IOM-Adv-50,52,53,56,63,71,72,75,76,77,79,81 -- SENSATIONAL TEAMING -- Frank Sinatra and luscious Jane Russell are united for the first time in RKO Radio's laugh riot, ""Double Dynamite"" [""It's Only Money""]. Co-starred with the two is Groucho Marx.","[between November and December, 1948]",,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nkfk8/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nkfms,ark:/21198/zz0015w23z,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nkfms%2Fjs42np8b,individuals,private,still image,Black-and-white photographs|~|Comedy films,copyrighted,unknown,,"Sinatra, Frank, $d 1915-1998.|~|Marx, Groucho, $d 1890-1977","Cummings, Irving, $d 1888-1959",,"RKO Radio Pictures|~|Cummings, Irving, Jr.",,,RKO Radio Pictures,,Double Dynamite (Motion picture),eng|~|zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 728_ 13_ 3,1 photograph : b&w,8 x 10 in.,Frank Sinatra and Groucho Marx in Double Dynamite.,,Text from back of photograph: Double Dynamite. Theater Arts Library.,"[between November and December, 1948]|~|1948-11/1948-12",,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nkfms/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nkfqb,ark:/21198/zz0015w23z,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nkfqb%2Fqm06bc92,individuals,private,still image,Black-and-white photographs|~|Comedy films,copyrighted,unknown,,"Russell, Jane, $d 1921-2011|~|Chandler, George, $d 1898-1985","Cummings, Irving, Jr.",,"RKO Radio Pictures|~|Cummings, Irving, Jr.",,,RKO Radio Pictures,,Double Dynamite (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 728_ 13_ 6,1 photograph : b&w,8 x 10 in.,Jane Russell and George Chandler in Double Dynamite,1948-11-22/1948-12,"Text on back of photograph: GILT FOR THE LILY -- Messenger George Chandler delivers a mink coat to Jane Russell in this scene from ""Double Dynamite,"" RKO Radio's comedy concerning a meek bank teller who get rich overnight. Frank Sinatra, Miss Russell and Groucho Marx co-star.",[between 22 Nov and mid-Dec 1948],"The alternate title, ""It's Only Money,"" is crossed out in pen and ""Double Dynamite"" is written in.",,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nkfqb/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nkfrv,ark:/21198/zz0015w23z,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nkfrv%2F3536p63t,individuals,private,still image,Black-and-white photographs|~|Comedy films,copyrighted,unknown,,"Sinatra, Frank, $d 1915-1998.|~|Marx, Groucho, $d 1890-1977","Cummings, Irving, $d 1888-1959",,"RKO Radio Pictures|~|Cummings, Irving, Jr.",,,RKO Radio Pictures,,Double Dynamite (Motion picture),eng|~|zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 728_ 13_ 7,1 photograph : b&w,8 x 10 in.,Frank Sinatra and Groucho Marx in Double Dynamite.,1948-11/1948-12,"IOM-66 TETE A TETE -- Frank Sinatra and Groucho Marx hatch a plot in this scene from ""It's Only Money"", RKO Radio's comedy confection concerning a meek bank cleark who gets rich overnight. Double Dynamite.","[between November and December, 1948]",,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nkfrv/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nkfvd,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nkfvd%2F3406zg4v,individuals,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,I'd Climb The Highest Mountain (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 530_ 10_ 1,1 photograph : b&w,8 x 10 in.,I'D CLIMB THE HIGHEST MOUNTAIN,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nkfvd/manifest
