Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Visibility,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Rights.permission,Name.actor,Name.director,Name.subject,Name.producer,Name.photographer,Name.costumeDesigner,Name.distributor,Subject.descriptiveTopic,Subject.uniformTitle,Language,Name.repository,Name.cinematographer,Subject,Subject.geographicPlace,Name.artDirector,Name.setDesigner,Alt ID.local,Format.extent,Format.dimensions,Title,Date.normalized,Description.caption,Date.creation,Description.note,AltTitle.other,AltTitle.uniform,Description.abstract
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00285nd1/m347t44p,ark:/21198/zz00285nd1,,,Page,mpstills/masters/pasc_195_1289_22_3.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00285nd1/x825gk6t,ark:/21198/zz00285nd1,,,Page,mpstills/masters/pasc_195_1289_22_3_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00285nfj/8909hv60,ark:/21198/zz00285nfj,,,Page,mpstills/masters/pasc_195_1292_22_1.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00285nfj/8m88qf2p,ark:/21198/zz00285nfj,,,Page,mpstills/masters/pasc_195_1292_22_1_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00285nhk/gv14tt4x,ark:/21198/zz00285nhk,,,Page,mpstills/masters/pasc_195_1297_22_1_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00285nhk/w9502n8d,ark:/21198/zz00285nhk,,,Page,mpstills/masters/pasc_195_1297_22_1.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00285nm4/7595tt5q,ark:/21198/zz00285nm4,,,Page,mpstills/masters/pasc_195_1297_22_4_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00285nm4/s7078t6h,ark:/21198/zz00285nm4,,,Page,mpstills/masters/pasc_195_1297_22_4.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00285nnn/hw372q3b,ark:/21198/zz00285nnn,,,Page,mpstills/masters/pasc_195_1297_22_5_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00285nnn/vw62622x,ark:/21198/zz00285nnn,,,Page,mpstills/masters/pasc_195_1297_22_5.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00285np5/2g43m92r,ark:/21198/zz00285np5,,,Page,mpstills/masters/pasc_195_1297_22_6.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00285np5/nv35zc9w,ark:/21198/zz00285np5,,,Page,mpstills/masters/pasc_195_1297_22_6_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00285nqp/0835k77v,ark:/21198/zz00285nqp,,,Page,mpstills/masters/pasc_195_1297_22_7.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00285nqp/kg56kw9b,ark:/21198/zz00285nqp,,,Page,mpstills/masters/pasc_195_1297_22_7_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00285nr6/7t760t5t,ark:/21198/zz00285nr6,,,Page,mpstills/masters/pasc_195_1301_22_1.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00285nr6/t0694s53,ark:/21198/zz00285nr6,,,Page,mpstills/masters/pasc_195_1301_22_1_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00285nw8/6r032770,ark:/21198/zz00285nw8,,,Page,mpstills/masters/pasc_195_1290_22_3.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00285nw8/tr19j293,ark:/21198/zz00285nw8,,,Page,mpstills/masters/pasc_195_1290_22_3_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00285nz9/dh196r71,ark:/21198/zz00285nz9,,,Page,mpstills/masters/pasc_195_1291_22_2.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00285nz9/xw955t0b,ark:/21198/zz00285nz9,,,Page,mpstills/masters/pasc_195_1291_22_2_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00285p09/1990018k,ark:/21198/zz00285p09,,,Page,mpstills/masters/pasc_195_1291_22_3_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00285p09/kt732z96,ark:/21198/zz00285p09,,,Page,mpstills/masters/pasc_195_1291_22_3.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00285p1t/0p21js6v,ark:/21198/zz00285p1t,,,Page,mpstills/masters/pasc_195_1291_22_4_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00285p1t/dp09v430,ark:/21198/zz00285p1t,,,Page,mpstills/masters/pasc_195_1291_22_4.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00285p2b/q0087483,ark:/21198/zz00285p2b,,,Page,mpstills/masters/pasc_195_1291_22_5_back.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
