Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Visibility,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Rights.permission,Name.actor,Name.director,Name.subject,Name.producer,Name.photographer,Name.costumeDesigner,Name.distributor,Subject.descriptiveTopic,Subject.uniformTitle,Language,Name.repository,Name.cinematographer,Subject,Subject.geographicPlace,Name.artDirector,Name.setDesigner,Alt ID.local,Format.extent,Format.dimensions,Title,Date.normalized,Description.caption,Date.creation,Description.note,AltTitle.other,AltTitle.uniform,Description.abstract
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npsjx/3p807t5n,ark:/21198/zz001npsjx,,,Page,mpstills/masters/21198-zz001npsjx_1662608_master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npsjx/kf17kv2g,ark:/21198/zz001npsjx,,,Page,mpstills/masters/21198-zz001npsjx_1662611_master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npsr1/2372gc9b,ark:/21198/zz001npsr1,,,Page,mpstills/masters/21198-zz001npsr1-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npsr1/x241vv4s,ark:/21198/zz001npsr1,,,Page,mpstills/masters/21198-zz001npsr1-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npssj/1750cf6p,ark:/21198/zz001npssj,,,Page,mpstills/masters/21198-zz001npssj-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npssj/qb474q64,ark:/21198/zz001npssj,,,Page,mpstills/masters/21198-zz001npssj-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npt04/1v79xr79,ark:/21198/zz001npt04,,,Page,mpstills/masters/21198-zz001npt04-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npt04/q399j467,ark:/21198/zz001npt04,,,Page,mpstills/masters/21198-zz001npt04-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npt1n/7t69dv68,ark:/21198/zz001npt1n,,,Page,mpstills/masters/21198-zz001npt1n-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npt1n/ss559s10,ark:/21198/zz001npt1n,,,Page,mpstills/masters/21198-zz001npt1n-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npt25/h229dx43,ark:/21198/zz001npt25,,,Page,mpstills/masters/21198-zz001npt25-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npt25/sd28zq1s,ark:/21198/zz001npt25,,,Page,mpstills/masters/21198-zz001npt25-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nptb9/kq136p6n,ark:/21198/zz001nptb9,,,Page,mpstills/masters/21198-zz001nptb9-1-master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nptb9/wn36q926,ark:/21198/zz001nptb9,,,Page,mpstills/masters/21198-zz001nptb9-2-master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nptdb/4147x41w,ark:/21198/zz001nptdb,,,Page,mpstills/masters/21198-zz001nptdb_1662593_master.tif,1,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nptdb/bv024r4v,ark:/21198/zz001nptdb,,,Page,mpstills/masters/21198-zz001nptdb_1662596_master.tif,2,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,
