Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Visibility,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Rights.permission,Name.actor,Name.director,Name.subject,Name.producer,Name.photographer,Name.costumeDesigner,Name.distributor,Subject.descriptiveTopic,AltTitle.uniform,Language,Name.repository,Name.cinematographer,Subject,Subject.geographicPlace,Name.artDirector,Name.setDesigner,Alt ID.local,Format.extent,Format.dimensions,Title,Date.normalized,Description.caption,Date.creation,Description.note,AltTitle.other,Description.abstract,Opac url,Finding Aid URL,IIIF Manifest URL
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ntjht,ark:/21198/zz0015w23z,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ntjht%2F2786mz3d,individuals,private,still image,Black-and-white photographs|~|Comedy-drama films,copyrighted,unknown,,"Goddard, Paulette, $d 1911-1990|~|Carey, Macdonald|~|Clark, Fred, $d 1914-1968","Marshall, George, $d 1891-1975",,"Paramount Pictures Corporation|~|Epstein, Mel, $d 1910-1994",,,Paramount Pictures Corporation,,Hazard  (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 660_ 12_ 19,1 photograph : b&w,8 x 10 in.,"Paulette Goddard, Fred Clark, and Macdonald Carey in Hazard",1947-10-27/1947-11,Text from back of photograph: Paulette Goddard - Fred Clark Hazard[Paramounts...]The private-eye and his girl-friend catch a crooked-gambler with his trimmed-deck showing-,between October 27 - November 1947,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001ntjht/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ntjjb,ark:/21198/zz0015w23z,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ntjjb%2Fzc16n79s,individuals,private,still image,Black-and-white photographs|~|Comedy-drama films,copyrighted,unknown,,"Fenton, Frank, $d 1906-1957|~|Goddard, Paulette, $d 1911-1990|~|Carey, Macdonald","Marshall, George, $d 1891-1975",,"Paramount Pictures Corporation|~|Epstein, Mel, $d 1910-1994",,,Paramount Pictures Corporation,,Hazard  (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 660_ 12_ 2,1 photograph : b&w,8 x 10 in.,"Paulette Goddard, Macdonald Carey, and Frank Fenton in Hazard",1947-10-27/1947-11,Text from back of photograph: Macdonald Carey as J.D. Storm; Frank Fenton as the Sheriff and Paulette Goddard as Ellen Crane.,between October 27 - November 1947,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001ntjjb/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ntjsz,ark:/21198/zz0015w23z,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ntjsz%2Fk522r502,individuals,private,still image,Black-and-white photographs|~|Comedy-drama films,copyrighted,unknown,,"Goddard, Paulette, $d 1911-1990|~|Warden, Hank","Marshall, George, $d 1891-1975",,"Paramount Pictures Corporation|~|Epstein, Mel, $d 1910-1994",,,Paramount Pictures Corporation,,Hazard  (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 660_ 12_ 27,1 photograph : b&w,8 x 10 in.,Paulette Goddard and Hank Warden in Hazard,1947-10-27/1947-11,Text from back of photograph: Hank Warden as a man in the cheap hotel; and Paulette Goddard as Ellen Crane.,between October 27 - November 1947,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001ntjsz/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ntjtg,ark:/21198/zz0015w23z,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ntjtg%2Fhr27nz53,individuals,private,still image,Black-and-white photographs|~|Comedy-drama films,copyrighted,unknown,,"Fenton, Frank, $d 1906-1957|~|Carey, Macdonald","Marshall, George, $d 1891-1975",,"Paramount Pictures Corporation|~|Epstein, Mel, $d 1910-1994",,,Paramount Pictures Corporation,,Hazard  (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 660_ 12_ 3,1 photograph : b&w,8 x 10 in.,Macdonald Carey and Frank Fenton in Hazard,1947-10-27/1947-11,Text from back of photograph: Macdonald Carey as J.D. Storm and Frank Fenton as the Sheriff.,between October 27 - November 1947,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001ntjtg/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ntjv0,ark:/21198/zz0015w23z,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ntjv0%2Fcw743g0c,individuals,private,still image,Black-and-white photographs|~|Comedy-drama films,copyrighted,unknown,,"Goddard, Paulette, $d 1911-1990|~|Carey, Macdonald","Marshall, George, $d 1891-1975",,"Paramount Pictures Corporation|~|Epstein, Mel, $d 1910-1994",,,Paramount Pictures Corporation,,Hazard  (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 660_ 12_ 4,1 photograph : b&w,8 x 10 in.,Paulette Goddard and Macdonald Carey in Hazard,1947-10-27/1947-11,Text from back of photograph: Macdonald Carey as J.D. Storm and Paulette Goddard as Ellen Crane.,between October 27 - November 1947,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001ntjv0/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ntjwh,ark:/21198/zz0015w23z,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ntjwh%2Fr722ck9g,individuals,private,still image,Black-and-white photographs|~|Comedy-drama films,copyrighted,unknown,,"Goddard, Paulette, $d 1911-1990|~|Helton, Percy, $d 1894-1971","Marshall, George, $d 1891-1975",,"Paramount Pictures Corporation|~|Epstein, Mel, $d 1910-1994",,,Paramount Pictures Corporation,,Hazard  (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 660_ 12_ 5,1 photograph : b&w,8 x 10 in.,Paulette Goddard and Percy Helton in Hazard,1947-10-27/1947-11,Text from back of photograph: Paulette Goddard as Ellen Crane and Percy Helton as Beady.,between October 27 - November 1947,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001ntjwh/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ntk0j,ark:/21198/zz0015w23z,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ntk0j%2F7c57w51n,individuals,private,still image,Black-and-white photographs|~|Comedy-drama films,copyrighted,unknown,,"Clements, Stanley, $d 1926-1981|~|Goddard, Paulette, $d 1911-1990","Marshall, George, $d 1891-1975",,"Paramount Pictures Corporation|~|Epstein, Mel, $d 1910-1994",,,Paramount Pictures Corporation,,Hazard  (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 660_ 12_ 8,1 photograph : b&w,8 x 10 in.,"Paulette Goddard, Stanley Clements, and extras in Hazard",1947-10-27/1947-11,"Text from back of photograph: Center, Paulette Goddard as Ellen Crane and Stanley Clements as Joe.",between October 27 - November 1947,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001ntk0j/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ntk12,ark:/21198/zz0015w23z,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ntk12%2F3991q640,individuals,private,still image,Black-and-white photographs|~|Comedy-drama films,copyrighted,unknown,,"Goddard, Paulette, $d 1911-1990|~|Conlin, Jimmy, $d 1884-1962","Marshall, George, $d 1891-1975",,"Paramount Pictures Corporation|~|Epstein, Mel, $d 1910-1994",,,Paramount Pictures Corporation,,Hazard  (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 660_ 12_ 9,1 photograph : b&w,8 x 10 in.,Paulette Goddard and Jimmy Conlin in Hazard,1947-10-27/1947-11,Text from back of photograph: Jimmy Conlin as Mr. Tilson and Paulette Goddard as Ellen Crane.,between October 27 - November 1947,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001ntk12/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ntk2k,ark:/21198/zz0015w23z,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ntk2k%2F4m859x1w,individuals,private,still image,Black-and-white photographs|~|Romantic comedy films,copyrighted,unknown,,"Rogers, Ginger, $d 1911-|~|Bonanova, Fortunio|~|Aumont, Jean Pierre","Wood, Sam, $d 1883-1949",,"Hakim, Robert, $d 1907-1992|~|Hakim, Raymond, $d 1909-1980|~|New World Productions Inc.",,,RKO Radio Pictures,,Heartbeat  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 661_ 12_ 1,1 photograph : b&w,8 x 10 in.,"Jean Pierre Aumont, Fortunio Bonanova, and Ginger Rogers in Heartbeat",1945-07-11/1945-09,"Text from back of photograph: Jean Pierre Aumont, Fortunio Bonanova, and Ginger Rogers in Heartbeat. RKO - 1946.","[Between July 11 and September, 1945]",,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001ntk2k/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ntk33,ark:/21198/zz0015w23z,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ntk33%2F76128g9w,individuals,private,still image,Black-and-white photographs|~|Romantic comedy films,copyrighted,unknown,,"Rogers, Ginger, $d 1911-","Wood, Sam, $d 1883-1949",,"Hakim, Robert, $d 1907-1992|~|Hakim, Raymond, $d 1909-1980|~|New World Productions Inc.",,,RKO Radio Pictures,,Heartbeat  (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 661_ 12_ 10,1 photograph : b&w,8 x 10 in.,Ginger Rogers speaks to the butler in Heartbeat,1945-07/1945-09,"Text from back of photograph: Mr. Menjou's butler (unidentified) left, refuses to let Ginger Rogers leave the house where Mr. Menjou brought her after she stole his stickpin. This is a scene from Sam Wood's Heartbeat. RKO Radio release.","[Between July and September, 1945]",,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001ntk33/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001ntk4m,ark:/21198/zz0015w23z,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ntk4m%2Fd687gr4w,individuals,private,still image,Black-and-white photographs|~|Romantic comedy films,copyrighted,unknown,,"Rogers, Ginger, $d 1911-|~|Aumont, Jean Pierre","Wood, Sam, $d 1883-1949",,"Hakim, Robert, $d 1907-1992|~|Hakim, Raymond, $d 1909-1980|~|New World Productions Inc.",,,RKO Radio Pictures,,Heartbeat  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 661_ 12_ 11,1 photograph : b&w,8 x 10 in.,Jean Pierre Aumont talks out the window to Ginger Rogers in Heartbeat,1945-07-11/1945-09,"Text from back of photograph: Ginger Rogers tells Jean Pierre Aumont that she has brought his things back after she had gotten on the train in an effort to get them off before the train pulled out, while Mr. Aumont was making a telephone call, but the train had pulled out before she could get off and she had had to ride to the next station and walk back.  This is a scene from the Sam Wood production, ""Heartbeat."" RKO Radio release.","[Between July 11 and September, 1945]",,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001ntk4m/manifest
