File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.copyrightStatus,Rights.statementLocal
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0001_a_1.tif,1,discovery,Front Board Outside,Front matter,,ark:/21198/z10p239t,ark:/21198/z10p239t/6185804t,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0002_b_000.tif,2,discovery,Front Board Inside,Front matter,,ark:/21198/z10p239t,ark:/21198/z10p239t/q4531583,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0003_f_001r.tif,3,discovery,f. 001r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/sv71n66q,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0004_f_001v.tif,4,discovery,f. 001v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/xb329g89,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0005_f_002r.tif,5,discovery,f. 002r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/vh299149,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0006_f_002v.tif,6,discovery,f. 002v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/5t154d38,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0007_f_003r.tif,7,discovery,f. 003r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/zc884f3d,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0008_f_003v.tif,8,discovery,f. 003v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/nj50847n,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0009_f_004r.tif,9,discovery,f. 004r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/r763zh63,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0010_f_004v.tif,10,discovery,f. 004v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/xm42wk02,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
