File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.copyrightStatus,Rights.statementLocal
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0011_f_005r.tif,11,discovery,f. 005r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/qz05109q,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0012_f_005v.tif,12,discovery,f. 005v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/8722x810,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0013_f_006r.tif,13,discovery,f. 006r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/9141sz53,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0014_f_006v.tif,14,discovery,f. 006v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/dc686v2b,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0015_f_007r.tif,15,discovery,f. 007r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/0g58qh4m,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0016_f_007v.tif,16,discovery,f. 007v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/mq44wm5s,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0017_f_008r.tif,17,discovery,f. 008r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/4x92jp21,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0018_f_008v.tif,18,discovery,f. 008v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/g0168463,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0019_f_009r.tif,19,discovery,f. 009r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/mt86r12k,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0020_f_009v.tif,20,discovery,f. 009v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/w009kj61,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0021_f_010r.tif,21,discovery,f. 010r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/rz26nn90,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0022_f_010v.tif,22,discovery,f. 010v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/fv365n8z,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0023_f_011r.tif,23,discovery,f. 011r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/fm45j474,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0024_f_011v.tif,24,discovery,f. 011v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/22556p9h,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0025_f_012r.tif,25,discovery,f. 012r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/r301rt05,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0026_f_012v.tif,26,discovery,f. 012v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/v202g70x,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0027_f_013r.tif,27,discovery,f. 013r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/jw58n32j,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0028_f_013v.tif,28,discovery,f. 013v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/7k563q44,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0029_f_014r.tif,29,discovery,f. 014r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/h657kq34,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0030_f_014v.tif,30,discovery,f. 014v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/hs28bv50,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0031_f_015r.tif,31,discovery,f. 015r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/px86w210,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0032_f_015v.tif,32,discovery,f. 015v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/3f077r72,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0033_f_016r.tif,33,discovery,f. 016r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/rg95mg55,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0034_f_016v.tif,34,discovery,f. 016v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/jv60333z,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0035_f_017r.tif,35,discovery,f. 017r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/kx03bt1g,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0036_f_017v.tif,36,discovery,f. 017v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/tr855784,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0037_f_018r.tif,37,discovery,f. 018r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/7438633v,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0038_f_018v.tif,38,discovery,f. 018v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/9q11xx29,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0039_f_019r.tif,39,discovery,f. 019r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/kz119726,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0040_f_019v.tif,40,discovery,f. 019v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/9g39x70h,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0041_f_020r.tif,41,discovery,f. 020r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/gn496k60,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0042_f_020v.tif,42,discovery,f. 020v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/z097jp9x,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0043_f_021r.tif,43,discovery,f. 021r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/7d59v66c,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0044_f_021v.tif,44,discovery,f. 021v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/dk71vk6z,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0045_f_022r.tif,45,discovery,f. 022r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/cn32202d,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0046_f_022v.tif,46,discovery,f. 022v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/7h500321,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0047_f_023r.tif,47,discovery,f. 023r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/mb750b4r,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0048_f_023v.tif,48,discovery,f. 023v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/5v18qr4d,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0049_f_024r.tif,49,discovery,f. 024r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/jm98jf4f,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0050_f_024v.tif,50,discovery,f. 024v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/1g28r95m,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0051_f_025r.tif,51,discovery,f. 025r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/s907js2b,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0052_f_025v.tif,52,discovery,f. 025v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/x578h77d,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0053_f_026r.tif,53,discovery,f. 026r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/q591vw0p,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0054_f_026v.tif,54,discovery,f. 026v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/n8050g36,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0055_f_027r.tif,55,discovery,f. 027r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/wt19dw7b,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0056_f_027v.tif,56,discovery,f. 027v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/v861t50n,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0057_f_028r.tif,57,discovery,f. 028r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/4d69hm56,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0058_f_028v.tif,58,discovery,f. 028v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/jv080d3s,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0059_f_029r.tif,59,discovery,f. 029r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/bp43kn0d,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0060_f_029v.tif,60,discovery,f. 029v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/n1778n0f,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0061_f_030r.tif,61,discovery,f. 030r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/qj73hr0h,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0062_f_030v.tif,62,discovery,f. 030v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/0q47d02n,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0063_f_031r.tif,63,discovery,f. 031r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/jw49x183,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0064_f_031v.tif,64,discovery,f. 031v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/5g62m991,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0065_f_032r.tif,65,discovery,f. 032r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/hz199j5v,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0066_f_032v.tif,66,discovery,f. 032v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/st49gx2c,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0067_f_033r.tif,67,discovery,f. 033r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/b641n52j,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0068_f_033v.tif,68,discovery,f. 033v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/cc67gv98,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0069_f_034r.tif,69,discovery,f. 034r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/p076r85r,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0070_f_034v.tif,70,discovery,f. 034v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/0z43z806,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0071_f_035r.tif,71,discovery,f. 035r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/5r98661z,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0072_f_035v.tif,72,discovery,f. 035v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/2647hf09,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0073_f_036r.tif,73,discovery,f. 036r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/71129850,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0074_f_036v.tif,74,discovery,f. 036v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/kq96gg1v,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0075_f_037r.tif,75,discovery,f. 037r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/kp585x7v,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0076_f_037v.tif,76,discovery,f. 037v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/z3623z80,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0077_f_038r.tif,77,discovery,f. 038r,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/6b010n32,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0148/sld_arb0148_0078_f_038v.tif,78,discovery,f. 038v,Text,,ark:/21198/z10p239t,ark:/21198/z10p239t/n097g32m,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
