File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.copyrightStatus,Rights.statementLocal
Masters/sinaimasters/ara/arabic_0254/sld_arb0254_0001_a_1.tif,1,discovery,Front Board Outside,Front matter,,ark:/21198/z1xs6zqg,ark:/21198/z1xs6zqg/br030774,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0254/sld_arb0254_0002_b_000.tif,2,discovery,Front Board Inside,Front matter,,ark:/21198/z1xs6zqg,ark:/21198/z1xs6zqg/6t11h59b,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0254/sld_arb0254_0003_f_001r.tif,3,discovery,f. 001r,Text,,ark:/21198/z1xs6zqg,ark:/21198/z1xs6zqg/g373d41m,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0254/sld_arb0254_0004_f_001v.tif,4,discovery,f. 001v,Text,,ark:/21198/z1xs6zqg,ark:/21198/z1xs6zqg/q044t50c,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0254/sld_arb0254_0005_f_002r.tif,5,discovery,f. 002r,Text,,ark:/21198/z1xs6zqg,ark:/21198/z1xs6zqg/f657563f,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0254/sld_arb0254_0006_f_002v.tif,6,discovery,f. 002v,Text,,ark:/21198/z1xs6zqg,ark:/21198/z1xs6zqg/0919qs09,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0254/sld_arb0254_0007_f_003r.tif,7,discovery,f. 003r,Text,,ark:/21198/z1xs6zqg,ark:/21198/z1xs6zqg/4h974s35,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0254/sld_arb0254_0008_f_003v.tif,8,discovery,f. 003v,Text,,ark:/21198/z1xs6zqg,ark:/21198/z1xs6zqg/3992bj8f,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0254/sld_arb0254_0009_f_004r.tif,9,discovery,f. 004r,Text,,ark:/21198/z1xs6zqg,ark:/21198/z1xs6zqg/1766w45b,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
Masters/sinaimasters/ara/arabic_0254/sld_arb0254_0010_f_004v.tif,10,discovery,f. 004v,Text,,ark:/21198/z1xs6zqg,ark:/21198/z1xs6zqg/3f45vc5k,Page,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  
