Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Rights.copyrightStatus,Name.repository,Type.typeOfResource,Rights.servicesContact,Title,Relation.pageNumber,Description.note,Description.abstract,thumbnailImageName,masterImageName
Corpus Juris Canonici,ark:/21198/zz0014rxq4,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rxq4-1-master.tif,13,,,pd,,,,[Decretum Gratiani: 13],,,,21198-zz0014rxq4-1-thumbnail.jpg,21198-zz0014rxq4-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014rxrn,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rxrn-1-master.tif,14,,,pd,,,,[Decretum Gratiani: 14],,,,21198-zz0014rxrn-1-thumbnail.jpg,21198-zz0014rxrn-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014rxs5,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rxs5-1-master.tif,15,,,pd,,,,[Decretum Gratiani: 15],,,,21198-zz0014rxs5-1-thumbnail.jpg,21198-zz0014rxs5-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014rxtp,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rxtp-1-master.tif,16,,,pd,,,,[Decretum Gratiani: 16],,,,21198-zz0014rxtp-1-thumbnail.jpg,21198-zz0014rxtp-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014rxv6,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rxv6-1-master.tif,17,,,pd,,,,[Decretum Gratiani: 17],,,,21198-zz0014rxv6-1-thumbnail.jpg,21198-zz0014rxv6-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014rxwq,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rxwq-1-master.tif,18,,,pd,,,,[Decretum Gratiani: 18],,,,21198-zz0014rxwq-1-thumbnail.jpg,21198-zz0014rxwq-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014rxx7,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rxx7-1-master.tif,19,,,pd,,,,[Decretum Gratiani: 19],,,,21198-zz0014rxx7-1-thumbnail.jpg,21198-zz0014rxx7-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014rxzr,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rxzr-1-master.tif,20,,,pd,,,,[Decretum Gratiani: 20],,,,21198-zz0014rxzr-1-thumbnail.jpg,21198-zz0014rxzr-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014rz0r,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rz0r-1-master.tif,21,,,pd,,,,[Decretum Gratiani: 21],,,,21198-zz0014rz0r-1-thumbnail.jpg,21198-zz0014rz0r-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014rz18,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rz18-1-master.tif,22,,,pd,,,,[Decretum Gratiani: 22],,,,21198-zz0014rz18-1-thumbnail.jpg,21198-zz0014rz18-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014rz2s,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rz2s-1-master.tif,23,,,pd,,,,[Decretum Gratiani: 23],,,,21198-zz0014rz2s-1-thumbnail.jpg,21198-zz0014rz2s-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014rz39,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rz39-1-master.tif,24,,,pd,,,,[Decretum Gratiani: 24],,,,21198-zz0014rz39-1-thumbnail.jpg,21198-zz0014rz39-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014rz4t,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rz4t-1-master.tif,25,,,pd,,,,[Decretum Gratiani: 25],,,,21198-zz0014rz4t-1-thumbnail.jpg,21198-zz0014rz4t-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014rz5b,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rz5b-1-master.tif,26,,,pd,,,,[Decretum Gratiani: 26],,,,21198-zz0014rz5b-1-thumbnail.jpg,21198-zz0014rz5b-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014rz6v,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rz6v-1-master.tif,27,,,pd,,,,[Decretum Gratiani: 27],,,,21198-zz0014rz6v-1-thumbnail.jpg,21198-zz0014rz6v-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014rz7c,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rz7c-1-master.tif,28,,,pd,,,,[Decretum Gratiani: 28],,,,21198-zz0014rz7c-1-thumbnail.jpg,21198-zz0014rz7c-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014rz8w,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rz8w-1-master.tif,29,,,pd,,,,[Decretum Gratiani: 29],,,,21198-zz0014rz8w-1-thumbnail.jpg,21198-zz0014rz8w-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014rz9d,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rz9d-1-master.tif,30,,,pd,,,,[Decretum Gratiani: 30],,,,21198-zz0014rz9d-1-thumbnail.jpg,21198-zz0014rz9d-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014rzbx,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rzbx-1-master.tif,31,,,pd,,,,[Decretum Gratiani: 31],,,,21198-zz0014rzbx-1-thumbnail.jpg,21198-zz0014rzbx-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014rzcf,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rzcf-1-master.tif,32,,,pd,,,,[Decretum Gratiani: 32],,,,21198-zz0014rzcf-1-thumbnail.jpg,21198-zz0014rzcf-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014rzdz,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rzdz-1-master.tif,33,,,pd,,,,[Decretum Gratiani: 33],,,,21198-zz0014rzdz-1-thumbnail.jpg,21198-zz0014rzdz-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014rzfg,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rzfg-1-master.tif,34,,,pd,,,,[Decretum Gratiani: 34],,,,21198-zz0014rzfg-1-thumbnail.jpg,21198-zz0014rzfg-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014rzg0,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rzg0-1-master.tif,35,,,pd,,,,[Decretum Gratiani: 35],,,,21198-zz0014rzg0-1-thumbnail.jpg,21198-zz0014rzg0-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014rzhh,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rzhh-1-master.tif,36,,,pd,,,,[Decretum Gratiani: 36],,,,21198-zz0014rzhh-1-thumbnail.jpg,21198-zz0014rzhh-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014rzj1,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rzj1-1-master.tif,37,,,pd,,,,[Decretum Gratiani: 37],,,,21198-zz0014rzj1-1-thumbnail.jpg,21198-zz0014rzj1-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014rzkj,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rzkj-1-master.tif,38,,,pd,,,,[Decretum Gratiani: 38],,,,21198-zz0014rzkj-1-thumbnail.jpg,21198-zz0014rzkj-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014rzm2,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rzm2-1-master.tif,39,,,pd,,,,[Decretum Gratiani: 39],,,,21198-zz0014rzm2-1-thumbnail.jpg,21198-zz0014rzm2-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014rznk,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rznk-1-master.tif,40,,,pd,,,,[Decretum Gratiani: 40],,,,21198-zz0014rznk-1-thumbnail.jpg,21198-zz0014rznk-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014rzp3,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rzp3-1-master.tif,41,,,pd,,,,[Decretum Gratiani: 41],,,,21198-zz0014rzp3-1-thumbnail.jpg,21198-zz0014rzp3-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014rzqm,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rzqm-1-master.tif,42,,,pd,,,,[Decretum Gratiani: 42],,,,21198-zz0014rzqm-1-thumbnail.jpg,21198-zz0014rzqm-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014rzr4,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rzr4-1-master.tif,43,,,pd,,,,[Decretum Gratiani: 43],,,,21198-zz0014rzr4-1-thumbnail.jpg,21198-zz0014rzr4-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014rzsn,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rzsn-1-master.tif,44,,,pd,,,,[Decretum Gratiani: 44],,,,21198-zz0014rzsn-1-thumbnail.jpg,21198-zz0014rzsn-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014rzt5,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rzt5-1-master.tif,45,,,pd,,,,[Decretum Gratiani: 45],,,,21198-zz0014rzt5-1-thumbnail.jpg,21198-zz0014rzt5-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014rzvp,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rzvp-1-master.tif,46,,,pd,,,,[Decretum Gratiani: 46],,,,21198-zz0014rzvp-1-thumbnail.jpg,21198-zz0014rzvp-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014rzw6,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rzw6-1-master.tif,47,,,pd,,,,[Decretum Gratiani: 47],,,,21198-zz0014rzw6-1-thumbnail.jpg,21198-zz0014rzw6-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014rzxq,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rzxq-1-master.tif,48,,,pd,,,,[Decretum Gratiani: 48],,,,21198-zz0014rzxq-1-thumbnail.jpg,21198-zz0014rzxq-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014rzz7,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014rzz7-1-master.tif,49,,,pd,,,,[Decretum Gratiani: 49],,,,21198-zz0014rzz7-1-thumbnail.jpg,21198-zz0014rzz7-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s00p,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz0014s00p-1-master.tif,50,,,pd,,,,[Decretum Gratiani: 50],,,,21198-zz0014s00p-1-thumbnail.jpg,21198-zz0014s00p-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151td1,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151td1-1-master.tif,51,,,pd,,,,[Decretum Gratiani: 51],,,,21198-zz00151td1-1-thumbnail.jpg,21198-zz00151td1-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151tfj,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151tfj-1-master.tif,52,,,pd,,,,[Decretum Gratiani: 52],,,,21198-zz00151tfj-1-thumbnail.jpg,21198-zz00151tfj-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151tg2,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151tg2-1-master.tif,53,,,pd,,,,[Decretum Gratiani: 53],,,,21198-zz00151tg2-1-thumbnail.jpg,21198-zz00151tg2-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151thk,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151thk-1-master.tif,54,,,pd,,,,[Decretum Gratiani: 54],,,,21198-zz00151thk-1-thumbnail.jpg,21198-zz00151thk-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151tj3,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151tj3-1-master.tif,55,,,pd,,,,[Decretum Gratiani: 55],,,,21198-zz00151tj3-1-thumbnail.jpg,21198-zz00151tj3-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151tkm,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151tkm-1-master.tif,56,,,pd,,,,[Decretum Gratiani: 56],,,,21198-zz00151tkm-1-thumbnail.jpg,21198-zz00151tkm-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151tm4,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151tm4-1-master.tif,57,,,pd,,,,[Decretum Gratiani: 57],,,,21198-zz00151tm4-1-thumbnail.jpg,21198-zz00151tm4-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151tnn,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151tnn-1-master.tif,58,,,pd,,,,[Decretum Gratiani: 58],,,,21198-zz00151tnn-1-thumbnail.jpg,21198-zz00151tnn-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151tp5,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151tp5-1-master.tif,59,,,pd,,,,[Decretum Gratiani: 59],,,,21198-zz00151tp5-1-thumbnail.jpg,21198-zz00151tp5-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151tqp,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151tqp-1-master.tif,60,,,pd,,,,[Decretum Gratiani: 60],,,,21198-zz00151tqp-1-thumbnail.jpg,21198-zz00151tqp-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151tr6,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151tr6-1-master.tif,61,,,pd,,,,[Decretum Gratiani: 61],,,,21198-zz00151tr6-1-thumbnail.jpg,21198-zz00151tr6-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151tsq,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151tsq-1-master.tif,62,,,pd,,,,[Decretum Gratiani: 62],,,,21198-zz00151tsq-1-thumbnail.jpg,21198-zz00151tsq-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151tt7,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151tt7-1-master.tif,63,,,pd,,,,[Decretum Gratiani: 63],,,,21198-zz00151tt7-1-thumbnail.jpg,21198-zz00151tt7-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151tvr,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151tvr-1-master.tif,64,,,pd,,,,[Decretum Gratiani: 64],,,,21198-zz00151tvr-1-thumbnail.jpg,21198-zz00151tvr-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151tw8,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151tw8-1-master.tif,65,,,pd,,,,[Decretum Gratiani: 65],,,,21198-zz00151tw8-1-thumbnail.jpg,21198-zz00151tw8-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151txs,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151txs-1-master.tif,66,,,pd,,,,[Decretum Gratiani: 66],,,,21198-zz00151txs-1-thumbnail.jpg,21198-zz00151txs-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151tz9,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151tz9-1-master.tif,67,,,pd,,,,[Decretum Gratiani: 67],,,,21198-zz00151tz9-1-thumbnail.jpg,21198-zz00151tz9-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151v09,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151v09-1-master.tif,68,,,pd,,,,[Decretum Gratiani: 68],,,,21198-zz00151v09-1-thumbnail.jpg,21198-zz00151v09-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151v1t,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151v1t-1-master.tif,69,,,pd,,text,,[Decretum Gratiani: 1-2],1|~|2,,,21198-zz00151v1t-1-thumbnail.jpg,21198-zz00151v1t-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151v2b,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151v2b-1-master.tif,70,,,pd,,,,[Decretum Gratiani: 3-4],3|~|4,,,21198-zz00151v2b-1-thumbnail.jpg,21198-zz00151v2b-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151v3v,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151v3v-1-master.tif,71,,,pd,,text,,[Decretum Gratiani: 5-6],5|~|6,,,21198-zz00151v3v-1-thumbnail.jpg,21198-zz00151v3v-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151v4c,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151v4c-1-master.tif,72,,,pd,,,,[Decretum Gratiani: 7-8],7|~|8,,,21198-zz00151v4c-1-thumbnail.jpg,21198-zz00151v4c-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151v5w,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151v5w-1-master.tif,73,,,pd,,,,[Decretum Gratiani: 9-10],9|~|10,,,21198-zz00151v5w-1-thumbnail.jpg,21198-zz00151v5w-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151v6d,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151v6d-1-master.tif,74,,,pd,,,,[Decretum Gratiani: 11-12],11|~|12,,,21198-zz00151v6d-1-thumbnail.jpg,21198-zz00151v6d-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151v7x,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151v7x-1-master.tif,75,,,pd,,,,[Decretum Gratiani: 13-14],13|~|14,,,21198-zz00151v7x-1-thumbnail.jpg,21198-zz00151v7x-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151v8f,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151v8f-1-master.tif,76,,,pd,,,,[Decretum Gratiani: 15-16],15|~|16,,,21198-zz00151v8f-1-thumbnail.jpg,21198-zz00151v8f-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151v9z,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151v9z-1-master.tif,77,,,pd,,,,[Decretum Gratiani: 77],,,,21198-zz00151v9z-1-thumbnail.jpg,21198-zz00151v9z-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151vbg,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151vbg-1-master.tif,78,,,pd,,,,[Decretum Gratiani: 78],,,,21198-zz00151vbg-1-thumbnail.jpg,21198-zz00151vbg-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151vc0,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151vc0-1-master.tif,79,,,pd,,,,[Decretum Gratiani: 79],,,,21198-zz00151vc0-1-thumbnail.jpg,21198-zz00151vc0-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151vdh,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151vdh-1-master.tif,80,,,pd,,,,[Decretum Gratiani: 80],,,,21198-zz00151vdh-1-thumbnail.jpg,21198-zz00151vdh-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151vf1,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151vf1-1-master.tif,81,,,pd,,,,[Decretum Gratiani: 81],,,,21198-zz00151vf1-1-thumbnail.jpg,21198-zz00151vf1-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151vgj,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151vgj-1-master.tif,82,,,pd,,,,[Decretum Gratiani: 82],,,,21198-zz00151vgj-1-thumbnail.jpg,21198-zz00151vgj-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151vh2,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151vh2-1-master.tif,83,,,pd,,,,[Decretum Gratiani: 83],,,,21198-zz00151vh2-1-thumbnail.jpg,21198-zz00151vh2-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151vjk,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151vjk-1-master.tif,84,,,pd,,,,[Decretum Gratiani: 84],,,,21198-zz00151vjk-1-thumbnail.jpg,21198-zz00151vjk-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151vk3,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151vk3-1-master.tif,85,,,pd,,,,[Decretum Gratiani: 85],,,,21198-zz00151vk3-1-thumbnail.jpg,21198-zz00151vk3-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151vmm,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151vmm-1-master.tif,86,,,pd,,,,[Decretum Gratiani: 86],,,,21198-zz00151vmm-1-thumbnail.jpg,21198-zz00151vmm-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151vn4,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151vn4-1-master.tif,87,,,pd,,,,[Decretum Gratiani: 87],,,,21198-zz00151vn4-1-thumbnail.jpg,21198-zz00151vn4-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151vpn,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151vpn-1-master.tif,88,,,pd,,,,[Decretum Gratiani: 88],,,,21198-zz00151vpn-1-thumbnail.jpg,21198-zz00151vpn-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151vq5,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151vq5-1-master.tif,89,,,pd,,,,[Decretum Gratiani: 89],,,,21198-zz00151vq5-1-thumbnail.jpg,21198-zz00151vq5-1-master.tif
Corpus Juris Canonici,ark:/21198/zz00151vrp,ark:/21198/zz0014rx6c,2,Completed,ChildWork,canonlaw/masters/21198-zz00151vrp-1-master.tif,90,,,pd,,,,[Decretum Gratiani: 90],,,,21198-zz00151vrp-1-thumbnail.jpg,21198-zz00151vrp-1-master.tif
