Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Rights.copyrightStatus,Name.repository,Type.typeOfResource,Rights.servicesContact,Title,Relation.pageNumber,Description.note,Description.abstract,thumbnailImageName,masterImageName
Corpus Juris Canonici,ark:/21198/zz0014s7mc,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s7mc-1-master.tif,11,,,pd,,text,,[Liber Sextus: 11],,,,21198-zz0014s7mc-1-thumbnail.jpg,21198-zz0014s7mc-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s7nw,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s7nw-1-master.tif,12,,,pd,,text,,[Liber Sextus: 12],,,,21198-zz0014s7nw-1-thumbnail.jpg,21198-zz0014s7nw-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s7pd,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s7pd-1-master.tif,13,,,pd,,text,,[Liber Sextus: 13],,,,21198-zz0014s7pd-1-thumbnail.jpg,21198-zz0014s7pd-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s7qx,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s7qx-1-master.tif,14,,,pd,,text,,[Liber Sextus: 14],,,,21198-zz0014s7qx-1-thumbnail.jpg,21198-zz0014s7qx-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s7rf,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s7rf-1-master.tif,15,,,pd,,text,,[Liber Sextus: 15],,,,21198-zz0014s7rf-1-thumbnail.jpg,21198-zz0014s7rf-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s7sz,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s7sz-1-master.tif,16,,,pd,,text,,[Liber Sextus: 16],,,,21198-zz0014s7sz-1-thumbnail.jpg,21198-zz0014s7sz-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s7tg,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s7tg-1-master.tif,17,,,pd,,text,,[Liber Sextus: 17],,,,21198-zz0014s7tg-1-thumbnail.jpg,21198-zz0014s7tg-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s7v0,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s7v0-1-master.tif,18,,,pd,,text,,[Liber Sextus: 18],,,,21198-zz0014s7v0-1-thumbnail.jpg,21198-zz0014s7v0-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s7wh,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s7wh-1-master.tif,19,,,pd,,text,,[Liber Sextus: 19],,,,21198-zz0014s7wh-1-thumbnail.jpg,21198-zz0014s7wh-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s7x1,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s7x1-1-master.tif,20,,,pd,,text,,[Liber Sextus: 20],,,,21198-zz0014s7x1-1-thumbnail.jpg,21198-zz0014s7x1-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s7zj,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s7zj-1-master.tif,21,,,pd,,text,,[Liber Sextus: 21],,,,21198-zz0014s7zj-1-thumbnail.jpg,21198-zz0014s7zj-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s80j,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s80j-1-master.tif,22,,,pd,,text,,[Liber Sextus: 22],,,,21198-zz0014s80j-1-thumbnail.jpg,21198-zz0014s80j-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s812,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s812-1-master.tif,23,,,pd,,text,,[Liber Sextus: 23],,,,21198-zz0014s812-1-thumbnail.jpg,21198-zz0014s812-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s82k,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s82k-1-master.tif,24,,,pd,,text,,[Liber Sextus: 24],,,,21198-zz0014s82k-1-thumbnail.jpg,21198-zz0014s82k-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s833,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s833-1-master.tif,25,,,pd,,text,,[Liber Sextus: 25],,,,21198-zz0014s833-1-thumbnail.jpg,21198-zz0014s833-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s84m,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s84m-1-master.tif,26,,,pd,,text,,[Liber Sextus: 26],,,,21198-zz0014s84m-1-thumbnail.jpg,21198-zz0014s84m-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s854,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s854-1-master.tif,27,,,pd,,text,,[Liber Sextus: 27],,,,21198-zz0014s854-1-thumbnail.jpg,21198-zz0014s854-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s86n,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s86n-1-master.tif,28,,,pd,,text,,[Liber Sextus: 28],,,,21198-zz0014s86n-1-thumbnail.jpg,21198-zz0014s86n-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s875,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s875-1-master.tif,29,,,pd,,text,,[Liber Sextus: 29],,,,21198-zz0014s875-1-thumbnail.jpg,21198-zz0014s875-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s88p,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s88p-1-master.tif,30,,,pd,,text,,[Liber Sextus: 30],,,,21198-zz0014s88p-1-thumbnail.jpg,21198-zz0014s88p-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s896,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s896-1-master.tif,31,,,pd,,text,,[Liber Sextus: 31],,,,21198-zz0014s896-1-thumbnail.jpg,21198-zz0014s896-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s8bq,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s8bq-1-master.tif,32,,,pd,,text,,[Liber Sextus: 32],,,,21198-zz0014s8bq-1-thumbnail.jpg,21198-zz0014s8bq-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s8c7,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s8c7-1-master.tif,33,,,pd,,text,,[Liber Sextus: 33],,,,21198-zz0014s8c7-1-thumbnail.jpg,21198-zz0014s8c7-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s8dr,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s8dr-1-master.tif,34,,,pd,,text,,[Liber Sextus: 34],,,,21198-zz0014s8dr-1-thumbnail.jpg,21198-zz0014s8dr-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s8f8,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s8f8-1-master.tif,35,,,pd,,text,,[Liber Sextus: 35],,,,21198-zz0014s8f8-1-thumbnail.jpg,21198-zz0014s8f8-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s8gs,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s8gs-1-master.tif,36,,,pd,,text,,[Liber Sextus: 36],,,,21198-zz0014s8gs-1-thumbnail.jpg,21198-zz0014s8gs-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s8h9,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s8h9-1-master.tif,37,,,pd,,text,,[Liber Sextus: 37],,,,21198-zz0014s8h9-1-thumbnail.jpg,21198-zz0014s8h9-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s8jt,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s8jt-1-master.tif,38,,,pd,,text,,[Liber Sextus: 38],,,,21198-zz0014s8jt-1-thumbnail.jpg,21198-zz0014s8jt-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s8kb,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s8kb-1-master.tif,39,,,pd,,text,,[Liber Sextus: 39],,,,21198-zz0014s8kb-1-thumbnail.jpg,21198-zz0014s8kb-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s8mv,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s8mv-1-master.tif,40,,,pd,,text,,[Liber Sextus: 40],,,,21198-zz0014s8mv-1-thumbnail.jpg,21198-zz0014s8mv-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s8nc,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s8nc-1-master.tif,41,,,pd,,text,,[Liber Sextus: 41],,,,21198-zz0014s8nc-1-thumbnail.jpg,21198-zz0014s8nc-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s8pw,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s8pw-1-master.tif,42,,,pd,,text,,[Liber Sextus: 42],,,,21198-zz0014s8pw-1-thumbnail.jpg,21198-zz0014s8pw-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s8qd,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s8qd-1-master.tif,43,,,pd,,text,,[Liber Sextus: 43],,,,21198-zz0014s8qd-1-thumbnail.jpg,21198-zz0014s8qd-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s8rx,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s8rx-1-master.tif,44,,,pd,,text,,[Liber Sextus: 44],,,,21198-zz0014s8rx-1-thumbnail.jpg,21198-zz0014s8rx-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s8sf,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s8sf-1-master.tif,45,,,pd,,text,,[Liber Sextus: 45],,,,21198-zz0014s8sf-1-thumbnail.jpg,21198-zz0014s8sf-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s8tz,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s8tz-1-master.tif,46,,,pd,,text,,[Liber Sextus: 46],,,,21198-zz0014s8tz-1-thumbnail.jpg,21198-zz0014s8tz-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s8vg,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s8vg-1-master.tif,47,,,pd,,text,,[Liber Sextus: 47],,,,21198-zz0014s8vg-1-thumbnail.jpg,21198-zz0014s8vg-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s8w0,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s8w0-1-master.tif,48,,,pd,,text,,[Liber Sextus: 48],,,,21198-zz0014s8w0-1-thumbnail.jpg,21198-zz0014s8w0-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s8xh,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s8xh-1-master.tif,49,,,pd,,text,,[Liber Sextus: 49],,,,21198-zz0014s8xh-1-thumbnail.jpg,21198-zz0014s8xh-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0014s8z1,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0014s8z1-1-master.tif,50,,,pd,,text,,[Liber Sextus: 50],,,,21198-zz0014s8z1-1-thumbnail.jpg,21198-zz0014s8z1-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015x96b,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015x96b-1-master.tif,51,,,pd,,text,,[Liber Sextus: 51],,,,21198-zz0015x96b-1-thumbnail.jpg,21198-zz0015x96b-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015x97v,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015x97v-1-master.tif,52,,,pd,,text,,[Liber Sextus: 52],,,,21198-zz0015x97v-1-thumbnail.jpg,21198-zz0015x97v-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015x98c,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015x98c-1-master.tif,53,,,pd,,,,[Liber Sextus: 53],,,,21198-zz0015x98c-1-thumbnail.jpg,21198-zz0015x98c-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015x99w,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015x99w-1-master.tif,54,,,pd,,text,,[Liber Sextus: 54],,,,21198-zz0015x99w-1-thumbnail.jpg,21198-zz0015x99w-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015x9bd,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015x9bd-1-master.tif,55,,,pd,,text,,[Liber Sextus: 55],,,,21198-zz0015x9bd-1-thumbnail.jpg,21198-zz0015x9bd-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015x9cx,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015x9cx-1-master.tif,56,,,pd,,text,,[Liber Sextus: 56],,,,21198-zz0015x9cx-1-thumbnail.jpg,21198-zz0015x9cx-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015x9df,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015x9df-1-master.tif,57,,,pd,,text,,[Liber Sextus: 57],,,,21198-zz0015x9df-1-thumbnail.jpg,21198-zz0015x9df-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015x9fz,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015x9fz-1-master.tif,58,,,pd,,text,,[Liber Sextus: 58],,,,21198-zz0015x9fz-1-thumbnail.jpg,21198-zz0015x9fz-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015x9gg,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015x9gg-1-master.tif,59,,,pd,,text,,[Liber Sextus: 59],,,,21198-zz0015x9gg-1-thumbnail.jpg,21198-zz0015x9gg-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015x9h0,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015x9h0-1-master.tif,60,,,pd,,text,,[Liber Sextus: 60],,,,21198-zz0015x9h0-1-thumbnail.jpg,21198-zz0015x9h0-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015x9jh,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015x9jh-1-master.tif,61,,,pd,,text,,[Liber Sextus: 61],,,,21198-zz0015x9jh-1-thumbnail.jpg,21198-zz0015x9jh-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015x9k1,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015x9k1-1-master.tif,62,,,pd,,text,,[Liber Sextus: 62],,,,21198-zz0015x9k1-1-thumbnail.jpg,21198-zz0015x9k1-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015x9mj,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015x9mj-1-master.tif,63,,,pd,,text,,[Liber Sextus: 63],,,,21198-zz0015x9mj-1-thumbnail.jpg,21198-zz0015x9mj-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015x9n2,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015x9n2-1-master.tif,64,,,pd,,text,,[Liber Sextus: 64],,,,21198-zz0015x9n2-1-thumbnail.jpg,21198-zz0015x9n2-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015x9pk,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015x9pk-1-master.tif,65,,,pd,,text,,[Liber Sextus: 65],,,,21198-zz0015x9pk-1-thumbnail.jpg,21198-zz0015x9pk-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015x9q3,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015x9q3-1-master.tif,66,,,pd,,text,,[Liber Sextus: 66],,,,21198-zz0015x9q3-1-thumbnail.jpg,21198-zz0015x9q3-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015x9rm,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015x9rm-1-master.tif,67,,,pd,,text,,[Liber Sextus: 67],,,,21198-zz0015x9rm-1-thumbnail.jpg,21198-zz0015x9rm-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015x9s4,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015x9s4-1-master.tif,68,,,pd,,text,,[Liber Sextus: 68],,,,21198-zz0015x9s4-1-thumbnail.jpg,21198-zz0015x9s4-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015x9tn,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015x9tn-1-master.tif,69,,,pd,,text,,[Liber Sextus: 69],,,,21198-zz0015x9tn-1-thumbnail.jpg,21198-zz0015x9tn-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015x9v5,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015x9v5-1-master.tif,70,,,pd,,text,,[Liber Sextus: 70],,,,21198-zz0015x9v5-1-thumbnail.jpg,21198-zz0015x9v5-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015x9wp,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015x9wp-1-master.tif,71,,,pd,,text,,[Liber Sextus: 71],,,,21198-zz0015x9wp-1-thumbnail.jpg,21198-zz0015x9wp-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015x9x6,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015x9x6-1-master.tif,72,,,pd,,text,,[Liber Sextus: 72],,,,21198-zz0015x9x6-1-thumbnail.jpg,21198-zz0015x9x6-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015x9zq,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015x9zq-1-master.tif,73,,,pd,,text,,[Liber Sextus: 73],,,,21198-zz0015x9zq-1-thumbnail.jpg,21198-zz0015x9zq-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015xb0q,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015xb0q-1-master.tif,74,,,pd,,text,,[Liber Sextus: 74],,,,21198-zz0015xb0q-1-thumbnail.jpg,21198-zz0015xb0q-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015xb17,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015xb17-1-master.tif,75,,,pd,,text,,[Liber Sextus: 75],,,,21198-zz0015xb17-1-thumbnail.jpg,21198-zz0015xb17-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015xb2r,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015xb2r-1-master.tif,76,,,pd,,text,,[Liber Sextus: 76],,,,21198-zz0015xb2r-1-thumbnail.jpg,21198-zz0015xb2r-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015xb38,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015xb38-1-master.tif,77,,,pd,,text,,[Liber Sextus: 77],,,,21198-zz0015xb38-1-thumbnail.jpg,21198-zz0015xb38-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015xb4s,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015xb4s-1-master.tif,78,,,pd,,text,,[Liber Sextus: 78],,,,21198-zz0015xb4s-1-thumbnail.jpg,21198-zz0015xb4s-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015xb59,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015xb59-1-master.tif,79,,,pd,,text,,[Liber Sextus: 79],,,,21198-zz0015xb59-1-thumbnail.jpg,21198-zz0015xb59-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015xb6t,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015xb6t-1-master.tif,80,,,pd,,text,,[Liber Sextus: 80],,,,21198-zz0015xb6t-1-thumbnail.jpg,21198-zz0015xb6t-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015xb7b,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015xb7b-1-master.tif,81,,,pd,,text,,[Liber Sextus: 81],,,,21198-zz0015xb7b-1-thumbnail.jpg,21198-zz0015xb7b-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015xb8v,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015xb8v-1-master.tif,82,,,pd,,text,,[Liber Sextus: 82],,,,21198-zz0015xb8v-1-thumbnail.jpg,21198-zz0015xb8v-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015xb9c,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015xb9c-1-master.tif,83,,,pd,,text,,[Liber Sextus: 83],,,,21198-zz0015xb9c-1-thumbnail.jpg,21198-zz0015xb9c-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015xbbw,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015xbbw-1-master.tif,84,,,pd,,text,,[Liber Sextus: 84],,,,21198-zz0015xbbw-1-thumbnail.jpg,21198-zz0015xbbw-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015xbcd,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015xbcd-1-master.tif,85,,,pd,,text,,[Liber Sextus: 85],,,,21198-zz0015xbcd-1-thumbnail.jpg,21198-zz0015xbcd-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015xbdx,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015xbdx-1-master.tif,86,,,pd,,text,,[Liber Sextus: 86],,,,21198-zz0015xbdx-1-thumbnail.jpg,21198-zz0015xbdx-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015xbff,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015xbff-1-master.tif,87,,,pd,,text,,[Liber Sextus: 87],,,,21198-zz0015xbff-1-thumbnail.jpg,21198-zz0015xbff-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015xbgz,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015xbgz-1-master.tif,88,,,pd,,text,,[Liber Sextus: 89],,,,21198-zz0015xbgz-1-thumbnail.jpg,21198-zz0015xbgz-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015xbhg,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015xbhg-1-master.tif,89,,,pd,,text,,[Liber Sextus: 89],,,,21198-zz0015xbhg-1-thumbnail.jpg,21198-zz0015xbhg-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015xbj0,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015xbj0-1-master.tif,90,,,pd,,text,,[Liber Sextus: 90],,,,21198-zz0015xbj0-1-thumbnail.jpg,21198-zz0015xbj0-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015xbkh,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015xbkh-1-master.tif,91,,,pd,,text,,[Liber Sextus: 91],,,,21198-zz0015xbkh-1-thumbnail.jpg,21198-zz0015xbkh-1-master.tif
Corpus Juris Canonici,ark:/21198/zz0015xbm1,ark:/21198/zz0014rx8d,2,Completed,Page,canonlaw/masters/21198-zz0015xbm1-1-master.tif,92,,,pd,,text,,[Liber Sextus: 92],,,,21198-zz0015xbm1-1-thumbnail.jpg,21198-zz0015xbm1-1-master.tif
