Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,IIIF Access URL,Rights.copyrightStatus,Rights.publicationStatus,Language,Type.typeOfResource,Type.genre,Subject.conceptTopic,Subject geographic,Name.creator,Name.repository,Note,Title,Alt ID.local,Date.creation,Date.normalized,Description.fundingNote,Publisher.publisherName,Format.extent,Publisher.placeOfOrigin,Description.note,Coverage.geographic,AltTitle.translated,AltTitle.descriptive,Alt ID.lccn,Alt ID.oclc,Alt ID.url
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf2d9,ark:/21198/zz002hc63p,2,Completed,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/G7801_F7_12M_OSS_1944.tif,636,,,,pd_usfed,,eng,cartographic,map,China--Maps|~|East Asia--Maps|~|Japan--Maps|~|日本--地圖|~|中國--地圖|~|東亞--地圖,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E0900000|~|easternmost:E1400000|~|northernmost:N0500000|~|southernmost:N0200000,China and Japan,G7801_F7_12M_OSS_1944|~|Monograph_Maps,1944,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,"R. & A., OSS",1 map ; 34 x 52 cm.,"[Washington, D.C.?]|~|dcu","cb|~|""1 August 1944.""|~|""No. A-3952.""",China|~|East Asia|~|Japan|~|12000000,中國和日本,,,,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf2ft,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/G7801_P3_13M_OSS_1943_EDProv.tif,637,,,,pd_usfed,,eng,cartographic,map,"World War, 1939-1945--Japan--Territorial expansion--Maps|~|Railroads--East Asia--Maps|~|Railroads--Southeast Asia--Maps|~|鐵路--東南亞--地圖|~|鐵路--東亞--地圖|~|世界大戰, 1939-1945--日本--領土擴張--地圖",,United States. Board of Economic Warfare. Enemy Branch.,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E0930000|~|northernmost:N0550000|~|easternmost:E1510000|~|southernmost:S0120000,"Far East, Japanese occupied area, major railroads",G7801_P3_13M_OSS_1943_EDProv|~|Monograph_Maps,1943,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,Office of Strategic Services],1 map : col. ; 57 x 35 cm.,"[Washington, D.C|~|dcu","Provisional ed.|~|Also covers Southeast Asia.|~|""12 March 1943.""|~|Board of Economic Warfare, Enemy Branch ; drawn in R. and A., OSS.|~|""Project no. EP 162.""|~|""Map no. 1400.""|~|Provisional ed.",Japan|~|Southeast Asia|~|East Asia|~|13000000,"遠東, 日本佔領區, 主要鐵路",,,,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf2gb,ark:/21198/zz002hc63p,2,Completed,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/G7802_6_6M_OSS_1944_EDProv.tif,638,,,,pd_usfed,,eng,cartographic,map,East Asia--Maps|~|東亞--地圖,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",southernmost:N0250000|~|westernmost:E1000000|~|easternmost:E1650000|~|northernmost:N0600000,Northeast Asia,G7802_6_6M_OSS_1944_EDProv|~|Monograph_Maps,1944,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,"Lithographed in the Reproduction Branch, Office of Strategic Services","1 map : col. ; 71 x 57 cm., on sheet 83 x 67 cm.","[Washington, D.C.]|~|dcu","Provisional ed.|~|""Restricted.""|~|""7 November 1944.""|~|""No. 5488.""|~|R & A, OSS.|~|Provisional ed.",East Asia|~|6600000,東北亞,,,,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf2hv,ark:/21198/zz002hc63p,2,Completed,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/G7802_7M_OSS_1945.tif,639,,,,pd_usfed,,eng,cartographic,map,East Asia--Maps|~|Japan--Maps|~|日本--地圖|~|東亞--地圖,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1200000|~|easternmost:E1450000|~|northernmost:N0450000|~|southernmost:N0150000,Approaches to Japan,G7802_7M_OSS_1945|~|Monograph_Maps,1945,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,"Reproduction Branch, Office of Strategic Services]",1 map : col. ; 55 x 47 cm.,[Washington|~|dcu,"21 Mar. 1945.|~|Also covers adjoining portions of the U.S.S.R., China and the Philippines.|~|""No. 5581--R & A, OSS.""|~|""Provisional edition.""",Japan|~|East Asia|~|7000000,日本之路,,,,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf2jc,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/G7802_7_8M_OSS_1945.tif,640,,,,pd_usfed,,eng,cartographic,map,,East Asia--Maps|~|Japan--Maps|~|日本--地圖|~|東亞--地圖,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1150000|~|easternmost:E1550000|~|northernmost:N0550000|~|southernmost:N0250000,Japan And Eastern Asia,G7802_7_8M_OSS_1945|~|Monograph_Maps,15 June 1945,1945-06-05,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,,East Asia|~|Japan,日本和東亞,,,,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf2kw,ark:/21198/zz002hc63p,2,Completed,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/G7802_8M_OSS_1945_EDProv.tif,641,,,,pd_usfed,,eng,cartographic,map,East Asia--Maps|~|東亞--地圖,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",easternmost:E1700000|~|westernmost:E1000000|~|northernmost:N0600000|~|southernmost:N0250000,Japan and eastern Asia,G7802_8M_OSS_1945_EDProv|~|Monograph_Maps,1945,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,"Reproduction Branch, OSS",1 map : col. ; 55 x 59 cm.,"[Washington, D.C.]|~|dcu","Provisional ed.|~|""No. 5940 -- R & A, OSS.""|~|Dated: 15 June 1945.|~|Provisional ed.",East Asia|~|7600000,日本和東亞,,,,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf2md,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/G7802_A1_7MIL_OSS_1944_EDProv.tif,642,,,,pd_usfed,,eng,cartographic,map,North Pacific Ocean--Maps|~|Shipping--Japan--Maps|~|北太平洋--地圖|~|運輸--日本--地圖,East Asia--Maps|~|Japan--Maps|~|日本--地圖|~|東亞--地圖,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",northernmost:N0430000|~|westernmost:E1150000|~|easternmost:E1520000|~|northernmost:N0420000|~|southernmost:N0050000|~|easternmost:1520000,"Orientation, Philippines to Japan",G7802_A1_7MIL_OSS_1944_EDProv|~|Monograph_Maps,1944|~|21 October 1944,1944-10-21,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,"lithographed in the Reproduction Branch, OSS",1 map ; 64 x 57 cm.,"[Washington, D.C.?]|~|dcu","Provisional ed. 21 October 1944.|~|R & A, OSS.|~|""Free.""|~|""No. 5491.""|~|""21 October 1944.""|~|Provisional ed.",East Asia|~|North Pacific Ocean|~|Japan|~|7000000,"定位, 菲律賓至日本",,,,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf2nx,ark:/21198/zz002hc63p,2,Completed,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/G7802_A1_c_7_5M_OSS_1942.tif,643,,,,pd_usfed,,eng,cartographic,map,Japan--Maps|~|日本--地圖,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1120000|~|easternmost:E1600000|~|northernmost:N0540000|~|southernmost:N0220000,"Japan, Manchuria, and adjacent regions",G7802_A1_c_7_5M_OSS_1942|~|Monograph_Maps,1942,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,The Office,1 map ; 40 x 49 cm.,"[Washington, D.C.]|~|dcu","Prelim. ed.|~|""Map no. 440.""|~|Includes continuation map: [Taiwan and southern islands of Japan].|~|""April 22, 1942.""|~|cc|~|compiled and drawn in the Geographic Division, C.O.I.",Japan|~|7000000,"日本, 滿洲, 以及鄰近地區",,,,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf2pf,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/G7802_P3_OSS_1944_EDProv.tif,644,,,,pd_usfed,,eng,cartographic,map,North Pacific Ocean--Maps|~|East Asia--Maps|~|北太平洋--地圖|~|東亞--地圖,East Asia--Maps|~|東亞--地圖,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",southernmost:N0250000|~|westernmost:E0800000|~|easternmost:W140000|~|northernmost:N0700000,Northwestern Pacific,G7802_P3_OSS_1944_EDProv|~|Monograph_Maps,6 November 1944,1944-11-06,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,"Reproduction Branch, Office of Strategic Services]",1 map : col. ; 49 x 74 cm.,dcu|~|[Washington,"6 Nov. 1944.|~|""No. 5516.""|~|""Provisional edition.""|~|Covers eastern China and the Soviet Union, Mongolia, Japan, and the Aleutian Islands.|~|Provisional ed.",East Asia|~|North Pacific Ocean|~|10000000,西北太平洋,,,,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf2qz,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/G7900_4_5M_CIA_1949.tif,645,,,,pd_usfed,,eng,cartographic,map,Korea--Maps|~|韓國--地圖,Korea--Maps|~|韓國--地圖,United States. Central Intelligence Agency.,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1240000|~|northernmost:N0430000|~|southernmost:N0330000|~|westernmost:E1260000|~|easternmost:E1300000|~|northernmost:N0420000|~|southernmost:N0340000,Korea,G7900_4_5M_CIA_1949|~|Monograph_Maps,1949,1949,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,Map Branch CIA,1 map ; 25 x 20 cm.,"[Washington, D.C.]|~|dcu","""CIA reproduction.""|~|""Map Branch, CIA, 4-49.""|~|""11171.""|~|Shows international and provincial boundaries, national and provincial capitals, place names and other cities.",Korea|~|4400000,韓國,,,,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf2rg,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/G7901_A2_11_5M_OSS_1945_EDProv.tif,646,,,,pd_usfed,,eng,cartographic,map,Korea--Surveys--Maps|~|Land use--Korea--Maps|~|韓國--調查--地圖|~|土地利用--韓國--地圖,Korea--Maps|~|韓國--地圖,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1210000|~|easternmost:E1230000|~|southernmost:N0320000|~|northernmost:N0440000,"Korea, area surveyed at scale 1:50,000 (sketch map)",G7901_A2_11_5M_OSS_1945_EDProv|~|Monograph_Maps,1945|~|28 February 1945,1945-02-28,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,"Reproduction Branch, OSS",1 map ; 11 x 11 cm.,"dcu|~|[Washington, D.C.]","Provisional ed.|~|""28 February 1945.""|~|Shows area surveyed at 1:50,000 by the Land Investigation Bureau under the Governor General of Korea.|~|R & A, OSS.|~|""Free.""|~|""No. 6250.""|~|""From: A brief outline of the work of the Japanese Land Survey Department, Map 1 - Tōkyō, 1926.""|~|Provisional ed.",Korea|~|11000000,"韓國, 地區調查1:50,000比例尺 (草圖)",Brief outline of the work of the Japanese Land Survey Department,,,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf2s0,ark:/21198/zz002hc63p,2,Completed,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/G7901_E2_2_4M_OSS_1945.tif,647,,,,pd_usfed,,eng,cartographic,map,Population density--Korea--Maps|~|人口密度--韓國--地圖,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1240000|~|easternmost:E1310000|~|northernmost:N0430000|~|southernmost:N0330000,Distribution of population in Korea,G7901_E2_2_4M_OSS_1945|~|Monograph_Maps,1945,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,"Reproduction Branch, OSS",1 map ; 42 x 24 cm.,"[Washington, D.C.?]|~|dcu","Provisional ed.|~|""No. X-588.""|~|Inset map: Saishu to (Quelpart).|~|""Each dot represents 200 persons.""|~|R & A, OSS.",Korea|~|2500000,韓國人口分佈,,,,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf2th,ark:/21198/zz002hc63p,2,Completed,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/G7901_E2_4M_OSS_1945_EDProv.tif,648,,,,pd_usfed,,eng,cartographic,map,Japanese--Korea--Maps|~|日本--韓國--地圖,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1220000|~|easternmost:E1300000|~|northernmost:N0420000|~|southernmost:N0340000,"Korea, Japanese in cities over 10,000",G7901_E2_4M_OSS_1945_EDProv|~|Monograph_Maps,1945,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,"Reproduction Branch, OSS",1 map : col. ; 27 x 23 cm.,"[Washington, D.C.?]|~|dcu","Provisional ed.|~|""No. 6128.""|~|Inset: Total Japanese in Korea by provinces ...|~|R & A, OSS.|~|Provisional ed.",Korea|~|4200000,"韓國, 日本人口超過10,000人之城市",,,,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf2v1,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/G7901_F7_2M_OSS_1945_EDProv.tif,649,,,,pd_usfed,,eng,cartographic,map,,Korea--Maps|~|韓國--地圖,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",northernmost:N0430000|~|southernmost:N0340000|~|westernmost:E1240000|~|easternmost:E1300000,Korea Administrative Divisions,G7901_F7_2M_OSS_1945_EDProv|~|Monograph_Maps,3 March 1945,1945-03-03,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,Provisional ed.,Korea,韓國行政分區,,,,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf2wj,ark:/21198/zz002hc63p,2,Completed,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/G7901_G4_4M_OSS_1942_EDProv.tif,650,,,,pd_usfed,,eng,cartographic,map,Land use--Korea--Maps|~|土地利用--韓國--地圖,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1240000|~|easternmost:E1310000|~|northernmost:N0420000|~|southernmost:N0350000,Land utilization in Korea,G7901_G4_4M_OSS_1942_EDProv|~|Monograph_Maps,1942,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,OSS],1 map ; 31 x 25 cm.,"dcu|~|[Washington, D.C.?","Provisional ed.|~|Land use categories: scattered general crop lands, rice lands, forest lands with scattered farmlands, and military reserve zones.|~|drawn in Geography Division, OSS.|~|""July 24, 1942.""|~|""Map No 743.""|~|Provisional ed.",Korea|~|3300000,韓國土地利用,,,,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf2x2,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/G7901_G4_c_3_5M_OSS_1942_EDProv.tif,651,,,,pd_usfed,,eng,cartographic,map,Land use--Korea--Maps|~|土地利用--韓國--地圖,Korea--Maps|~|韓國--地圖,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1240000|~|easternmost:E1310000|~|northernmost:N0420000|~|southernmost:N0350000,Land utilization in Korea,G7901_G4_c_3_5M_OSS_1942_EDProv|~|Monograph_Maps,July 24 1942,1942-07-24,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,OSS],1 map ; 31 x 25 cm.,"[Washington, D.C.?|~|dcu","Provisional ed.|~|""July 24, 1942.""|~|""Map No 743.""|~|Land use categories: scattered general crop lands, rice lands, forest lands with scattered farmlands, and military reserve zones.|~|drawn in Geography Division, OSS.|~|Provisional ed.",Korea|~|3300000,韓國土地利用,,,,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf2zk,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/G7901_M3_1945_EDProv.tif,652,,,,pd_usfed,,,cartographic,map,,Korea--Maps|~|韓國--地圖,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1240000|~|easternmost:E1300000|~|northernmost:N0420000|~|southernmost:N0340000,Korea Major Chemical Plants,G7901_M3_1945_EDProv|~|Monograph_Maps,12 February 1945,1945-02-12,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,Provisional ed.,Korea,韓國主要化工廠,,,,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf30k,ark:/21198/zz002hc63p,2,Completed,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/G7901_P1_1_1M_OSS_1945_EDProv.tif,653,,,,pd_usfed,,eng,cartographic,map,Korea--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",southernmost:N0330000|~|westernmost:E1240000|~|easternmost:E1310000|~|northernmost:N0430000,Korea (ChoÌ„sen),G7901_P1_1_1M_OSS_1945_EDProv|~|Monograph_Maps,1945,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,"Reproduction Branch, OSS",1 map : col. ; 82 x 57 cm.,"[Washington, D.C.?]|~|dcu","Provisional ed.|~|""No. 3325.""|~|Includes continuation inset of ""Cheju-do (Quelpart Island)"" and ancillary indexed outline map of ""Provinces [of Korea].""|~|Shows 2 categories of roads and 3 categories of railroads, provincial boundaries, municipalities and other cities.|~|R & A, OSS.|~|Provisional ed.",Korea|~|1190000,,,,,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf313,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/G7901_P1_2M_OSS_1945_EDProv.tif,654,,,,pd_usfed,,eng,cartographic,map,Transportation--Korea--Maps.,Korea--Maps,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1240000|~|easternmost:E1300000|~|northernmost:N0430000|~|southernmost:N0340000,Korea (Including Quelpart And Tsushima) Roads And Railroads / Transportation Facilities,G7901_P1_2M_OSS_1945_EDProv|~|Monograph_Maps,28 February 1945,1945-02-28,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,Provisional ed.,Korea,,,,,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf32m,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/G7901_P1_2_4MIL_OSS_1945_EDProv.tif,655,,,,pd_usfed,,eng,cartographic,map,Korea--Maps|~|Railroads--Korea--Maps|~|Transportation--Korea--Maps.|~|Roads--Korea--Maps,Korea--Maps,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1240000|~|easternmost:E1300000|~|northernmost:N0430000|~|southernmost:N0340000,Korea (including Quelpart and Tsushima) roads and railroads,G7901_P1_2_4MIL_OSS_1945_EDProv|~|Monograph_Maps,28 February 1945,1945-02-28,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,"Reproduction Branch, OSS",1 map : col. ; 30 x 55 cm.,"dcu|~|[Washington, D.C.]","Provisional ed.|~|Relief represented by shading.|~|Oriented with north to left.|~|R & A, OSS.|~|Inset: Ullŭng-do.|~|""No. 6336 ... 28 February 1945.""|~|Provisional ed.",Korea|~|2000000,,,,,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf334,ark:/21198/zz002hc63p,2,Completed,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/G7901_P2_700_AMS_1946_ED1_SHEET11.tif,656,,,,pd_usfed,,eng|~|kor,cartographic,map,Korea--Maps|~|Roads--Korea--Maps,,Korea (South). Yukkun Chʻŭkchi Pudae.,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1250000|~|easternmost:E1300000|~|northernmost:N0380000|~|southernmost:N0340000,"Korea road map 1:700,000",G7901_P2_700_AMS_1946_ED1_SHEET11|~|Monograph_Maps,[1964-1965],,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,Taehan MinÊ¼guk Yukkun ChÊ»uÌ†kchi Pudae,2 maps : col. ; 88 x 79 cm. and 80 x 79 cm.,[Seoul]|~|ko,"Ed. 1-KAMS = Che 1-pʻan|~|prepared ... by the ROK Army Map Service = Taehan toro mangdo 1:700,000 / Taehan Minʼguk Yukkun Chʻŭkchi Pudae... pʻyŏnjip.|~|UTM grid: Zone[s] 51S, 52S, 51T, and 52T.|~|Standard map series designation: Kyeyŏl pŏnho L351 = Series L351.|~|Korean and English.|~|Relief represented by gradient and bathymetric tints.|~|Includes insets, glossary, boundary diagram, and index map.|~|bh|~|""Compiled in 1963 from Korea 1:250,000, AMS ...""|~|""U.S. Army Map Service, Far East, 64-016 8/64"" and "" ... 5/65.""|~|1st ed.",Korea|~|700000,,"Taehan toro mangdo|~|Korea road map|~|Taehan toro mangdo 1:700,000",L351X2 DMA H/TC|~|L351X*01 DMA H/TC|~|87693752,,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf34n,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/G7901_P2_700_AMS_1965_COP2_ED1.tif,657,,,,pd_usfed,,eng|~|kor,cartographic,map,Korea--Maps|~|Roads--Korea--Maps,Korea--Maps,Korea (South). Yukkun Chʻŭkchi Pudae.,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",northernmost:N0430000|~|westernmost:E1250000|~|easternmost:E1300000|~|northernmost:N0420000|~|southernmost:N0380000|~|westernmost:E1240000|~|southernmost:N0340000,"Korea road map 1:700,000",G7901_P2_700_AMS_1965_COP2_ED1|~|Monograph_Maps,1963|~|[1964-1965],1963,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,Taehan Minʼguk Yukkun Chʻŭkchi Pudae,2 maps : col. ; 88 x 79 cm. and 80 x 79 cm.,ko|~|[Seoul],"Ed. 1-KAMS = Che 1-pʻan.|~|""Compiled in 1963 from Korea 1:250,000, AMS ...""|~|Relief represented by gradient and bathymetric tints.|~|""U.S. Army Map Service, Far East, 64-016 8/64"" and "" ... 5/65.""|~|Includes insets, glossary, boundary diagram, and index map.|~|prepared ... by the ROK Army Map Service = Taehan toro mangdo 1:700,000 / Taehan Minʼguk Yukkun Chʻŭkchi Pudae ... pʻyŏnjip.|~|UTM grid: Zone[s] 51S, 52S, 51T, and 52T.|~|bh|~|Standard map series designation: Kyeyŏl pŏnho L351 = Series L351.|~|Korean and English.|~|1st ed.",Korea|~|700000,,"Taehan toro mangdo 1:700,000|~|Korea road map",L351X2 DMA H/TC|~|L351X*01 DMA H/TC|~|87693752,,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf355,ark:/21198/zz002hc63p,2,Completed,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/G7901_P2_700_AMS_1965_ED1_SHEET1.tif,658,,,,pd_usfed,,eng|~|kor,cartographic,map,Korea--Maps|~|Roads--Korea--Maps,,Korea (South). Yukkun Chʻŭkchi Pudae.,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1240000|~|easternmost:E1300000|~|northernmost:N0430000|~|southernmost:N0340000,"Korea road map 1:700,000",G7901_P2_700_AMS_1965_ED1_SHEET1|~|Monograph_Maps,[1964-1965],,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,Taehan Minʼguk Yukkun Chʻŭkchi Pudae,2 maps : col. ; 88 x 79 cm. and 80 x 79 cm.,[Seoul]|~|ko,"Ed. 1-KAMS = Che 1-pʻan.|~|Standard map series designation: Kyeyŏl pŏnho L351 = Series L351|~|Korean and English.|~|Relief represented by gradient and bathymetric tints.|~|Includes insets, glossary, boundary diagram, and index map.|~|""Compiled in 1963 from Korea 1:250,000, AMS ...""|~|""U.S. Army Map Service, Far East, 64-016 8/64"" and "" ... 5/65.""|~|prepared ... by the ROK Army Map Service = Taehan toro mangdo 1:700,000 / Taehan Minʼguk Yukkun Chʻŭkchi Pudae ... pʻyŏnjip.|~|UTM grid: Zone[s] 51S, 52S, 51T, and 52T.|~|bh|~|1st ed.",Korea|~|700000,,"Taehan toro mangdo|~|Korea road map|~|Taehan toro mangdo 1:700,000",L351X2 DMA H/TC|~|L351X*01 DMA H/TC|~|87693752,,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf36p,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,,659,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf36p%2F9f918h7k,pd_usfed,,eng,cartographic,map|~|bibliography,Church buildings--Massachusetts--Medford|~|Social surveys--Massachusetts--Medford|~|Medford (Mass.)--Churches,Korea--Maps,"Carper, Eugene G.|~|Bissett, Elisabeth.|~|Massachusetts Council of Churches. Department of Research.","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",northernmost:N0373500|~|westernmost:E1265500|~|easternmost:E1270200|~|southernmost:N0373100,Medford study,G7904s_KYONGSONG_12_5_AMS_1946_ED1_A|~|Monograph_Maps,1946|~|1965,1946,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,"Dept. of Research, Massachusetts Council of Churches","iii, 27 [i.e. 28] leaves : illustrations, maps ; 28 cm",Boston|~|mau,"Eugene G. Carper, Elisabeth Bissett.|~|Includes bibliographical references.|~|1st ed.",Medford (Mass.)|~|Korea|~|Massachusetts,,,,,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf376,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/G7904_12_5_AMS_1945.tif,660,,,,pd_usfed,,eng|~|jpn,cartographic,map|~|Topographic maps.,Kimch'aek (Korea)--Maps,,United States. Army Map Service.,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",easternmost:E1201300|~|westernmost:E1291000|~|easternmost:E1291300|~|northernmost:N0404100|~|southernmost:N0403900,"Songjin (Joshin), Hamgyong-Pukto, (Konkyo-Hokudo) Korea",G7904_12_5_AMS_1945|~|Monograph_Maps,1945|~|June 1945,1945-06,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,Army Map Service,1 map : col. ; 30 x 47 cm.,"ja|~|Washington, D.C","Relief represented by contours.|~|Shows roads, structures, topography and vegetation.|~|""7-45.""|~|""June, 1945.""|~|Army Map Service.|~|""Restricted.""|~|""For use with AAF air objective folder Seishin 84.1.""|~|cp|~|Contour interval 10 meters.",Kimch'aek (Korea)|~|12500,,"Sŏngjin (Jōshin), Hamgyŏng-bukto (Kankyō Hokudō) Korea",,,
