Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Rights.permission,Name.subject,Coverage.geographic,Name.creator,Subject,Rights.publicationNote,Language,Type.genre,Author,Name.contributor,Name.correspondent,Name.repository,Rights.permissionNote,Name.photographer,Title,Date.creation,Date.publication,Description.note,Date.normalized,Description.caption,Description.abstract,IIIF Manifest URL
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz001769t2,ark:/21198/zz000s2z4b,2,Completed,Work,,1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001769w3,individuals,,,,text,copyrighted,unpublished,Y,Warner Communications Inc.|~|Women Against Violence Against Women |~|National Organization of Women|~|Elektra Entertainment|~|Atlantic Records|~|Warner Bros. Records,Los Angeles (Calif.),Women Against Violence Against Women ,Press Releases - WCI Boycott|~|Boycotts--California--Los Angeles|~|Rape|~|Music and violence|~|Sex in mass media,,eng,,,,,June L. Mazer Lesbian Archives,,,"WAVAW California NOW Joint Press Release - December 10, 1976","December 10, 1976",,,1976-12-10,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001769t2/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz001769z4,ark:/21198/zz000s2z4b,2,Completed,Work,,2,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00176b04,individuals,,,,text,copyrighted,unpublished,Y,Warner Communications Inc.|~|Women Against Violence Against Women |~|National Organization of Women|~|Elektra Entertainment|~|Atlantic Records|~|Warner Bros. Records,Los Angeles (Calif.),Women Against Violence Against Women ,Press Releases - WCI Boycott|~|Boycotts--California--Los Angeles|~|Rape|~|Music and violence|~|Sex in mass media,,eng,,,,,June L. Mazer Lesbian Archives,,,"Warner Acknowledges Problem But Refuses To Act - December, 1976","December, 1976",,,1976-12,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001769z4/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00176b3p,ark:/21198/zz000s2z4b,2,Completed,Work,,3,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00176b46,individuals,,,,text,copyrighted,unpublished,Y,Warner Communications Inc.|~|Women Against Violence Against Women |~|National Organization of Women|~|Elektra Entertainment|~|Atlantic Records|~|Warner Bros. Records,Los Angeles (Calif.),Women Against Violence Against Women ,Press Releases - WCI Boycott|~|Boycotts--California--Los Angeles|~|Rape|~|Music and violence|~|Sex in mass media,,eng,,,,,June L. Mazer Lesbian Archives,,,"Record Companies Drag Their Feet - August 30, 1977","August 30, 1977",,,1977-08-30,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00176b3p/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00176hh9,ark:/21198/zz000s2z4b,2,Completed,Work,,4,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00176hjt,individuals,,,,text,copyrighted,unpublished,Y,Warner Communications Inc.|~|Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Press Releases - WCI Boycott|~|Boycotts--California--Los Angeles|~|Rape|~|Music and violence|~|Sex in mass media|~|Pornography--Psychological Aspects|~|Pornography in popular culture--Social aspects--United States,,eng,,,,,June L. Mazer Lesbian Archives,,,"No More Black and Blue - June 22, 1977","June 22, 1977",,,1977-06-22,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00176hh9/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00176hmv,ark:/21198/zz000s2z4b,2,Completed,Work,,5,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00176hnc,individuals,,,,text,copyrighted,unpublished,Y,Warner Communications Inc.|~|Women Against Violence Against Women |~|National Organization of Women|~|Elektra Entertainment|~|Atlantic Records|~|Warner Bros. Records,Los Angeles (Calif.),Women Against Violence Against Women ,Press Releases - WCI Boycott|~|Boycotts--California--Los Angeles|~|Rape|~|Music and violence|~|Sex in mass media,,eng,,,,,June L. Mazer Lesbian Archives,,,"Joe Smith Meets NOW, WAVAW - February 17, 1977","February 17, 1977",,,1977-02-17,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00176hmv/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00176hsf,ark:/21198/zz000s2z4b,2,Completed,Work,,6,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00176jvz,individuals,,,,text,copyrighted,unpublished,Y,Warner Communications Inc.|~|Women Against Violence Against Women |~|Warner Bros. Records,Los Angeles (Calif.),Women Against Violence Against Women ,Press Releases - WCI Boycott|~|Boycotts--California--Los Angeles|~|Rape|~|Music and violence|~|Sex in mass media,,eng,,,,,June L. Mazer Lesbian Archives,,,"Holiday Season - November 25, 1978","November 25, 1978",,,1978-11-25,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00176hsf/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00176jzh,ark:/21198/zz000s2z4b,2,Completed,Work,,7,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00176k0h,individuals,,,,text,copyrighted,unpublished,Y,Warner Communications Inc.|~|Women Against Violence Against Women |~|National Organization of Women|~|Elektra Entertainment|~|Atlantic Records|~|Warner Bros. Records,Los Angeles (Calif.),Women Against Violence Against Women ,Press Releases - WCI Boycott|~|Rape|~|Music and violence|~|Sex in mass media|~|Sex in advertising,,eng,,,,,June L. Mazer Lesbian Archives,,,"WAVAW and NOW to meeting with Warner Brothers - December, 1976","December, 1976",,,1976-12,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00176jzh/manifest
