"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Visibility","viewingHint","Delete in Title","Subject topic","Thumbnail","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.photographer","Author","Name.subject","Subject","Subject.conceptTopic","Language","Rights.permissionNote","Name.creator","Rights.publicationNote","Text direction","IIIF Range","Name.repository","Title","Date.creation","Description.note","Description.caption","Date.normalized","Description.abstract","Description.creation","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154tzn","ark:/21198/zz00154tx4","2","Completed","Page","scwu/images/masters/21198-zz00154tzn-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154tzn",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154v0n","ark:/21198/zz00154tx4","2","Completed","Page","scwu/images/masters/21198-zz00154v0n-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154v0n",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154v15","ark:/21198/zz00154tx4","2","Completed","Page","scwu/images/masters/21198-zz00154v15-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154v15",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154v2p","ark:/21198/zz00154tx4","2","Completed","Page","scwu/images/masters/21198-zz00154v2p-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154v2p",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154v36","ark:/21198/zz00154tx4","2","Completed","Page","scwu/images/masters/21198-zz00154v36-1-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154v36",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154v4q","ark:/21198/zz00154tx4","2","Completed","Page","scwu/images/masters/21198-zz00154v4q-1-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154v4q",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154v57","ark:/21198/zz00154tx4","2","Completed","Page","scwu/images/masters/21198-zz00154v57-1-master.tif","7","","","","","","","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154v57",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154v6r","ark:/21198/zz00154tx4","2","Completed","Page","scwu/images/masters/21198-zz00154v6r-1-master.tif","8","","","","","","","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154v6r",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154v78","ark:/21198/zz00154tx4","2","Completed","Page","scwu/images/masters/21198-zz00154v78-1-master.tif","9","","","","","","","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154v78",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154v8s","ark:/21198/zz00154tx4","2","Completed","Page","scwu/images/masters/21198-zz00154v8s-1-master.tif","10","","","","","","","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154v8s",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154v99","ark:/21198/zz00154tx4","2","Completed","Page","scwu/images/masters/21198-zz00154v99-1-master.tif","11","","","","","","","","","","","","","","","","","","","","","","","","","Page 11","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154v99",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154vbt","ark:/21198/zz00154tx4","2","Completed","Page","scwu/images/masters/21198-zz00154vbt-1-master.tif","12","","","","","","","","","","","","","","","","","","","","","","","","","Page 12","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154vbt",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154vcb","ark:/21198/zz00154tx4","2","Completed","Page","scwu/images/masters/21198-zz00154vcb-1-master.tif","13","","","","","","","","","","","","","","","","","","","","","","","","","Page 13","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154vcb",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154vdv","ark:/21198/zz00154tx4","2","Completed","Page","scwu/images/masters/21198-zz00154vdv-1-master.tif","14","","","","","","","","","","","","","","","","","","","","","","","","","Page 14","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154vdv",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154vfc","ark:/21198/zz00154tx4","2","Completed","Page","scwu/images/masters/21198-zz00154vfc-1-master.tif","15","","","","","","","","","","","","","","","","","","","","","","","","","Page 15","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154vfc",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154vgw","ark:/21198/zz00154tx4","2","Completed","Page","scwu/images/masters/21198-zz00154vgw-1-master.tif","16","","","","","","","","","","","","","","","","","","","","","","","","","Page 16","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154vgw",""
