"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Visibility","viewingHint","Delete in Title","Subject topic","Thumbnail","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.photographer","Author","Name.subject","Subject","Subject.conceptTopic","Language","Rights.permissionNote","Name.creator","Rights.publicationNote","Text direction","IIIF Range","Name.repository","Title","Date.creation","Description.note","Description.caption","Date.normalized","Description.abstract","Description.creation","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00155mvn","ark:/21198/zz00155mt4","2","Completed","Page","scwu/images/masters/21198-zz00155mvn-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00155mvn",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00155mw5","ark:/21198/zz00155mt4","2","Completed","Page","scwu/images/masters/21198-zz00155mw5-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00155mw5",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00155mxp","ark:/21198/zz00155mt4","2","Completed","Page","scwu/images/masters/21198-zz00155mxp-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00155mxp",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00155mz6","ark:/21198/zz00155mt4","2","Completed","Page","scwu/images/masters/21198-zz00155mz6-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00155mz6",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00155n06","ark:/21198/zz00155mt4","2","Completed","Page","scwu/images/masters/21198-zz00155n06-1-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00155n06",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00155n1q","ark:/21198/zz00155mt4","2","Completed","Page","scwu/images/masters/21198-zz00155n1q-1-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00155n1q",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00155n27","ark:/21198/zz00155mt4","2","Completed","Page","scwu/images/masters/21198-zz00155n27-1-master.tif","7","","","","","","","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00155n27",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00155n3r","ark:/21198/zz00155mt4","2","Completed","Page","scwu/images/masters/21198-zz00155n3r-1-master.tif","8","","","","","","","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00155n3r",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00155n48","ark:/21198/zz00155mt4","2","Completed","Page","scwu/images/masters/21198-zz00155n48-1-master.tif","9","","","","","","","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00155n48",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00155n5s","ark:/21198/zz00155mt4","2","Completed","Page","scwu/images/masters/21198-zz00155n5s-1-master.tif","10","","","","","","","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00155n5s",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00155n69","ark:/21198/zz00155mt4","2","Completed","Page","scwu/images/masters/21198-zz00155n69-1-master.tif","11","","","","","","","","","","","","","","","","","","","","","","","","","Page 11","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00155n69",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00155n7t","ark:/21198/zz00155mt4","2","Completed","Page","scwu/images/masters/21198-zz00155n7t-1-master.tif","12","","","","","","","","","","","","","","","","","","","","","","","","","Page 12","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00155n7t",""
