"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Visibility","viewingHint","Delete in Title","Subject topic","Thumbnail","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.photographer","Author","Name.subject","Subject","Subject.conceptTopic","Language","Rights.permissionNote","Name.creator","Rights.publicationNote","Text direction","IIIF Range","Name.repository","Title","Date.creation","Description.note","Description.caption","Date.normalized","Description.abstract","Description.creation","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00156rwj","ark:/21198/zz00156rv1","2","Completed","Page","scwu/images/masters/21198-zz00156rwj-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00156rwj",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00156rx2","ark:/21198/zz00156rv1","2","Completed","Page","scwu/images/masters/21198-zz00156rx2-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00156rx2",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00156rzk","ark:/21198/zz00156rv1","2","Completed","Page","scwu/images/masters/21198-zz00156rzk-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00156rzk",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00156s0k","ark:/21198/zz00156rv1","2","Completed","Page","scwu/images/masters/21198-zz00156s0k-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00156s0k",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00156s13","ark:/21198/zz00156rv1","2","Completed","Page","scwu/images/masters/21198-zz00156s13-1-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00156s13",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00156s2m","ark:/21198/zz00156rv1","2","Completed","Page","scwu/images/masters/21198-zz00156s2m-1-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00156s2m",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00156s34","ark:/21198/zz00156rv1","2","Completed","Page","scwu/images/masters/21198-zz00156s34-1-master.tif","7","","","","","","","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00156s34",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00156s4n","ark:/21198/zz00156rv1","2","Completed","Page","scwu/images/masters/21198-zz00156s4n-1-master.tif","8","","","","","","","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00156s4n",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00156s55","ark:/21198/zz00156rv1","2","Completed","Page","scwu/images/masters/21198-zz00156s55-1-master.tif","9","","","","","","","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00156s55",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00156s6p","ark:/21198/zz00156rv1","2","Completed","Page","scwu/images/masters/21198-zz00156s6p-1-master.tif","10","","","","","","","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00156s6p",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00156s76","ark:/21198/zz00156rv1","2","Completed","Page","scwu/images/masters/21198-zz00156s76-1-master.tif","11","","","","","","","","","","","","","","","","","","","","","","","","","Page 11","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00156s76",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00156s8q","ark:/21198/zz00156rv1","2","Completed","Page","scwu/images/masters/21198-zz00156s8q-1-master.tif","12","","","","","","","","","","","","","","","","","","","","","","","","","Page 12","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00156s8q",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00156s97","ark:/21198/zz00156rv1","2","Completed","Page","scwu/images/masters/21198-zz00156s97-1-master.tif","13","","","","","","","","","","","","","","","","","","","","","","","","","Page 13","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00156s97",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00156sbr","ark:/21198/zz00156rv1","2","Completed","Page","scwu/images/masters/21198-zz00156sbr-1-master.tif","14","","","","","","","","","","","","","","","","","","","","","","","","","Page 14","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00156sbr",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00156sc8","ark:/21198/zz00156rv1","2","Completed","Page","scwu/images/masters/21198-zz00156sc8-1-master.tif","15","","","","","","","","","","","","","","","","","","","","","","","","","Page 15","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00156sc8",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00156sds","ark:/21198/zz00156rv1","2","Completed","Page","scwu/images/masters/21198-zz00156sds-1-master.tif","16","","","","","","","","","","","","","","","","","","","","","","","","","Page 16","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00156sds",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00156sf9","ark:/21198/zz00156rv1","2","Completed","Page","scwu/images/masters/21198-zz00156sf9-1-master.tif","17","","","","","","","","","","","","","","","","","","","","","","","","","Page 17","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00156sf9",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00156sgt","ark:/21198/zz00156rv1","2","Completed","Page","scwu/images/masters/21198-zz00156sgt-1-master.tif","18","","","","","","","","","","","","","","","","","","","","","","","","","Page 18","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00156sgt",""
