"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Visibility","viewingHint","Delete in Title","Subject topic","Thumbnail","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.photographer","Author","Name.subject","Subject","Subject.conceptTopic","Language","Rights.permissionNote","Name.creator","Rights.publicationNote","Text direction","IIIF Range","Name.repository","Title","Date.creation","Description.note","Description.caption","Date.normalized","Description.abstract","Description.creation","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154d3x","ark:/21198/zz001549hp","2","Completed","Page","scwu/images/masters/21198-zz00154d3x-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154d3x",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154d4f","ark:/21198/zz001549hp","2","Completed","Page","scwu/images/masters/21198-zz00154d4f-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154d4f",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154d5z","ark:/21198/zz001549hp","2","Completed","Page","scwu/images/masters/21198-zz00154d5z-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154d5z",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154d6g","ark:/21198/zz001549hp","2","Completed","Page","scwu/images/masters/21198-zz00154d6g-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154d6g",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154d70","ark:/21198/zz001549hp","2","Completed","Page","scwu/images/masters/21198-zz00154d70-1-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154d70",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154d8h","ark:/21198/zz001549hp","2","Completed","Page","scwu/images/masters/21198-zz00154d8h-1-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154d8h",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154d91","ark:/21198/zz001549hp","2","Completed","Page","scwu/images/masters/21198-zz00154d91-1-master.tif","7","","","","","","","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154d91",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154dbj","ark:/21198/zz001549hp","2","Completed","Page","scwu/images/masters/21198-zz00154dbj-1-master.tif","8","","","","","","","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154dbj",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154dc2","ark:/21198/zz001549hp","2","Completed","Page","scwu/images/masters/21198-zz00154dc2-1-master.tif","9","","","","","","","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154dc2",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154ddk","ark:/21198/zz001549hp","2","Completed","Page","scwu/images/masters/21198-zz00154ddk-1-master.tif","10","","","","","","","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154ddk",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154df3","ark:/21198/zz001549hp","2","Completed","Page","scwu/images/masters/21198-zz00154df3-1-master.tif","11","","","","","","","","","","","","","","","","","","","","","","","","","Page 11","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154df3",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154dgm","ark:/21198/zz001549hp","2","Completed","Page","scwu/images/masters/21198-zz00154dgm-1-master.tif","12","","","","","","","","","","","","","","","","","","","","","","","","","Page 12","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154dgm",""
