"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Visibility","viewingHint","Delete in Title","Subject topic","Thumbnail","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.photographer","Author","Name.subject","Subject","Subject.conceptTopic","Language","Rights.permissionNote","Name.creator","Rights.publicationNote","Text direction","IIIF Range","Name.repository","Title","Date.creation","Description.note","Description.caption","Date.normalized","Description.abstract","Description.creation","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015qkjp","ark:/21198/zz0015qkgn","2","Completed","Page","scwu/images/masters/21198-zz0015qkjp-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015qkjp",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015qkk6","ark:/21198/zz0015qkgn","2","Completed","Page","scwu/images/masters/21198-zz0015qkk6-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015qkk6",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015qkmq","ark:/21198/zz0015qkgn","2","Completed","Page","scwu/images/masters/21198-zz0015qkmq-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015qkmq",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015qkn7","ark:/21198/zz0015qkgn","2","Completed","Page","scwu/images/masters/21198-zz0015qkn7-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015qkn7",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015qkpr","ark:/21198/zz0015qkgn","2","Completed","Page","scwu/images/masters/21198-zz0015qkpr-1-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015qkpr",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015qkq8","ark:/21198/zz0015qkgn","2","Completed","Page","scwu/images/masters/21198-zz0015qkq8-1-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015qkq8",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015qkrs","ark:/21198/zz0015qkgn","2","Completed","Page","scwu/images/masters/21198-zz0015qkrs-1-master.tif","7","","","","","","","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015qkrs",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015qks9","ark:/21198/zz0015qkgn","2","Completed","Page","scwu/images/masters/21198-zz0015qks9-1-master.tif","8","","","","","","","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015qks9",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015qktt","ark:/21198/zz0015qkgn","2","Completed","Page","scwu/images/masters/21198-zz0015qktt-1-master.tif","9","","","","","","","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015qktt",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015qkvb","ark:/21198/zz0015qkgn","2","Completed","Page","scwu/images/masters/21198-zz0015qkvb-1-master.tif","10","","","","","","","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015qkvb",""
