"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Visibility","viewingHint","Delete in Title","Subject topic","Thumbnail","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.photographer","Author","Name.subject","Subject","Subject.conceptTopic","Language","Rights.permissionNote","Name.creator","Rights.publicationNote","Text direction","IIIF Range","Name.repository","Title","Date.creation","Description.note","Description.caption","Date.normalized","Description.abstract","Description.creation","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154q8v","ark:/21198/zz00154nbx","2","Completed","Page","scwu/images/masters/21198-zz00154q8v-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154q8v",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154q9c","ark:/21198/zz00154nbx","2","Completed","Page","scwu/images/masters/21198-zz00154q9c-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154q9c",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154qbw","ark:/21198/zz00154nbx","2","Completed","Page","scwu/images/masters/21198-zz00154qbw-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154qbw",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154qcd","ark:/21198/zz00154nbx","2","Completed","Page","scwu/images/masters/21198-zz00154qcd-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154qcd",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154qdx","ark:/21198/zz00154nbx","2","Completed","Page","scwu/images/masters/21198-zz00154qdx-1-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154qdx",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154qff","ark:/21198/zz00154nbx","2","Completed","Page","scwu/images/masters/21198-zz00154qff-1-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154qff",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154qgz","ark:/21198/zz00154nbx","2","Completed","Page","scwu/images/masters/21198-zz00154qgz-1-master.tif","7","","","","","","","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154qgz",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154qhg","ark:/21198/zz00154nbx","2","Completed","Page","scwu/images/masters/21198-zz00154qhg-1-master.tif","8","","","","","","","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154qhg",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154qj0","ark:/21198/zz00154nbx","2","Completed","Page","scwu/images/masters/21198-zz00154qj0-1-master.tif","9","","","","","","","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154qj0",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154qkh","ark:/21198/zz00154nbx","2","Completed","Page","scwu/images/masters/21198-zz00154qkh-1-master.tif","10","","","","","","","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154qkh",""
