"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Visibility","viewingHint","Delete in Title","Subject topic","Thumbnail","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.photographer","Author","Name.subject","Subject","Subject.conceptTopic","Language","Rights.permissionNote","Name.creator","Rights.publicationNote","Text direction","IIIF Range","Name.repository","Title","Date.creation","Description.note","Description.caption","Date.normalized","Description.abstract","Description.creation","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154zx2","ark:/21198/zz00154zwj","2","Completed","Page","scwu/images/masters/21198-zz00154zx2-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154zx2",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154zzk","ark:/21198/zz00154zwj","2","Completed","Page","scwu/images/masters/21198-zz00154zzk-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154zzk",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00155001","ark:/21198/zz00154zwj","2","Completed","Page","","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","missing","",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015501j","ark:/21198/zz00154zwj","2","Completed","Page","scwu/images/masters/21198-zz0015501j-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015501j",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00155022","ark:/21198/zz00154zwj","2","Completed","Page","scwu/images/masters/21198-zz00155022-1-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00155022",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015503k","ark:/21198/zz00154zwj","2","Completed","Page","scwu/images/masters/21198-zz0015503k-1-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015503k",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00155043","ark:/21198/zz00154zwj","2","Completed","Page","scwu/images/masters/21198-zz00155043-1-master.tif","7","","","","","","","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00155043",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015505m","ark:/21198/zz00154zwj","2","Completed","Page","scwu/images/masters/21198-zz0015505m-1-master.tif","8","","","","","","","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015505m",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00155064","ark:/21198/zz00154zwj","2","Completed","Page","scwu/images/masters/21198-zz00155064-1-master.tif","9","","","","","","","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00155064",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015507n","ark:/21198/zz00154zwj","2","Completed","Page","scwu/images/masters/21198-zz0015507n-1-master.tif","10","","","","","","","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015507n",""
