"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Visibility","viewingHint","Delete in Title","Subject topic","Thumbnail","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.photographer","Author","Name.subject","Subject","Subject.conceptTopic","Language","Rights.permissionNote","Name.creator","Rights.publicationNote","Text direction","IIIF Range","Name.repository","Title","Date.creation","Description.note","Description.caption","Date.normalized","Description.abstract","Description.creation","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015b448","ark:/21198/zz0015b43r","2","Completed","Page","scwu/images/masters/21198-zz0015b448-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015b448",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015b45s","ark:/21198/zz0015b43r","2","Completed","Page","scwu/images/masters/21198-zz0015b45s-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015b45s",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015b469","ark:/21198/zz0015b43r","2","Completed","Page","scwu/images/masters/21198-zz0015b469-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015b469",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015b47t","ark:/21198/zz0015b43r","2","Completed","Page","scwu/images/masters/21198-zz0015b47t-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015b47t",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015b48b","ark:/21198/zz0015b43r","2","Completed","Page","scwu/images/masters/21198-zz0015b48b-1-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015b48b",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015b49v","ark:/21198/zz0015b43r","2","Completed","Page","scwu/images/masters/21198-zz0015b49v-1-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015b49v",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015b4bc","ark:/21198/zz0015b43r","2","Completed","Page","scwu/images/masters/21198-zz0015b4bc-1-master.tif","7","","","","","","","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015b4bc",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015b4cw","ark:/21198/zz0015b43r","2","Completed","Page","scwu/images/masters/21198-zz0015b4cw-1-master.tif","8","","","","","","","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015b4cw",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015b4dd","ark:/21198/zz0015b43r","2","Completed","Page","scwu/images/masters/21198-zz0015b4dd-1-master.tif","9","","","","","","","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015b4dd",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015b4fx","ark:/21198/zz0015b43r","2","Completed","Page","scwu/images/masters/21198-zz0015b4fx-1-master.tif","10","","","","","","","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015b4fx",""
