"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Visibility","viewingHint","Delete in Title","Subject topic","Thumbnail","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.photographer","Author","Name.subject","Subject","Subject.conceptTopic","Language","Rights.permissionNote","Name.creator","Rights.publicationNote","Text direction","IIIF Range","Name.repository","Title","Date.creation","Description.note","Description.caption","Date.normalized","Description.abstract","Description.creation","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00156twh","ark:/21198/zz00156tv0","2","Completed","Page","scwu/images/masters/21198-zz00156twh-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00156twh",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00156tx1","ark:/21198/zz00156tv0","2","Completed","Page","scwu/images/masters/21198-zz00156tx1-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00156tx1",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00156tzj","ark:/21198/zz00156tv0","2","Completed","Page","scwu/images/masters/21198-zz00156tzj-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00156tzj",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00156v0j","ark:/21198/zz00156tv0","2","Completed","Page","scwu/images/masters/21198-zz00156v0j-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00156v0j",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00156v12","ark:/21198/zz00156tv0","2","Completed","Page","scwu/images/masters/21198-zz00156v12-1-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00156v12",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00156v2k","ark:/21198/zz00156tv0","2","Completed","Page","scwu/images/masters/21198-zz00156v2k-1-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00156v2k",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00156v33","ark:/21198/zz00156tv0","2","Completed","Page","scwu/images/masters/21198-zz00156v33-1-master.tif","7","","","","","","","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00156v33",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00156v4m","ark:/21198/zz00156tv0","2","Completed","Page","scwu/images/masters/21198-zz00156v4m-1-master.tif","8","","","","","","","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00156v4m",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00156v54","ark:/21198/zz00156tv0","2","Completed","Page","scwu/images/masters/21198-zz00156v54-1-master.tif","9","","","","","","","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00156v54",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00156v6n","ark:/21198/zz00156tv0","2","Completed","Page","scwu/images/masters/21198-zz00156v6n-1-master.tif","10","","","","","","","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00156v6n",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00156v75","ark:/21198/zz00156tv0","2","Completed","Page","scwu/images/masters/21198-zz00156v75-1-master.tif","11","","","","","","","","","","","","","","","","","","","","","","","","","Page 11","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00156v75",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00156v8p","ark:/21198/zz00156tv0","2","Completed","Page","scwu/images/masters/21198-zz00156v8p-1-master.tif","12","","","","","","","","","","","","","","","","","","","","","","","","","Page 12","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00156v8p",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00156v96","ark:/21198/zz00156tv0","2","Completed","Page","scwu/images/masters/21198-zz00156v96-1-master.tif","13","","","","","","","","","","","","","","","","","","","","","","","","","Page 13","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00156v96",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00156vbq","ark:/21198/zz00156tv0","2","Completed","Page","scwu/images/masters/21198-zz00156vbq-1-master.tif","14","","","","","","","","","","","","","","","","","","","","","","","","","Page 14","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00156vbq",""
