"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.photographer","Author","Name.creator","Name.subject","Name.contributor","Rights.servicesContact","Language","Type.genre","Subject","Rights.notice","Name.repository","viewingHint","Text direction","Visibility","IIIF Range","Title","Date.creation","Date.normalized","Description.caption","Description.note","Description.abstract","Date.publication","Bucketeer State","IIIF Access URL"
"Faderman (Lillian) Collection","ark:/21198/zz0017m299","ark:/21198/zz0017m28s","2","Completed","Page","faderman/images/masters/21198-zz0017m299_508276_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017m299"
"Faderman (Lillian) Collection","ark:/21198/zz0017m2cb","ark:/21198/zz0017m2bt","2","Completed","Page","faderman/images/masters/21198-zz0017m2cb_508279_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017m2cb"
"Faderman (Lillian) Collection","ark:/21198/zz0017m2dv","ark:/21198/zz0017m2bt","2","Completed","Page","faderman/images/masters/21198-zz0017m2dv_508282_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017m2dv"
"Faderman (Lillian) Collection","ark:/21198/zz0017m2gw","ark:/21198/zz0017m2fc","2","Completed","Page","faderman/images/masters/21198-zz0017m2gw_508285_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017m2gw"
"Faderman (Lillian) Collection","ark:/21198/zz0017m2jx","ark:/21198/zz0017m2hd","2","Completed","Page","faderman/images/masters/21198-zz0017m2jx_508288_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017m2jx"
"Faderman (Lillian) Collection","ark:/21198/zz0017m2kf","ark:/21198/zz0017m2hd","2","Completed","Page","faderman/images/masters/21198-zz0017m2kf_508291_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017m2kf"
"Faderman (Lillian) Collection","ark:/21198/zz0017m2ng","ark:/21198/zz0017m2mz","2","Completed","Page","faderman/images/masters/21198-zz0017m2ng_508294_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017m2ng"
"Faderman (Lillian) Collection","ark:/21198/zz0017m2qh","ark:/21198/zz0017m2p0","2","Completed","Page","faderman/images/masters/21198-zz0017m2qh_508297_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017m2qh"
"Faderman (Lillian) Collection","ark:/21198/zz0017m2r1","ark:/21198/zz0017m2p0","2","Completed","Page","faderman/images/masters/21198-zz0017m2r1_508300_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017m2r1"
"Faderman (Lillian) Collection","ark:/21198/zz0017m2t2","ark:/21198/zz0017m2sj","2","Completed","Page","faderman/images/masters/21198-zz0017m2t2_508303_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017m2t2"
"Faderman (Lillian) Collection","ark:/21198/zz0017m2w3","ark:/21198/zz0017m2vk","2","Completed","Page","faderman/images/masters/21198-zz0017m2w3_508306_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017m2w3"
"Faderman (Lillian) Collection","ark:/21198/zz0017m388","ark:/21198/zz0017m31n","2","Completed","Page","faderman/images/masters/21198-zz0017m388_508417_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017m388"
"Faderman (Lillian) Collection","ark:/21198/zz0017m39s","ark:/21198/zz0017m31n","2","Completed","Page","faderman/images/masters/21198-zz0017m39s_508420_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017m39s"
"Faderman (Lillian) Collection","ark:/21198/zz0017m3ct","ark:/21198/zz0017m3b9","2","Completed","Page","faderman/images/masters/21198-zz0017m3ct_508426_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017m3ct"
"Faderman (Lillian) Collection","ark:/21198/zz0017m3fv","ark:/21198/zz0017m3db","2","Completed","Page","faderman/images/masters/21198-zz0017m3fv_508435_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017m3fv"
