Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.rightsHolderContact,Rights.servicesContact,Language,Subject,Relation.isPartOf,Name.landscapeArchitect,Name.subject,Name.creator,Name.repository,Title,Alt ID.local,Format.extent,Format.dimensions,Date.creation,Date.normalized,Description.note,Finding Aid URL,Opac url,Thumbnail,AltTitle.other,IIIF Manifest URL
Huntsman-Trout (Edward) Papers.  Collection 1186,ark:/21198/zz00093fgx,ark:/21198/zz0009331c,2,Completed,Work,,,,,paged,,,,,,,,eng,,"Edward Huntsman-Trout Papers (Collection 1186). UCLA Library Special Collections, Charles E. Young Research Library.",,"Huntsman-Trout, Edward, 1889-",,"University of California, Los Angeles. $b Library Special Collections",Gardens of Edward Huntsman-Trout / by Susan Gross [thesis],clus_1186_b36_f11,,,1976,1976,"Taken from Susan Gross Thesis ""The Gardens of Edward Huntsman-Trout"" copyrighted 1976, Cal.state polytech. Univ. pomona",,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093fhf,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00093fgx/manifest
