"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Relation.isPartOf","Relation.box","Date.creation","Alt ID.local","Description.caption","Format.medium","Relation.folder","Title","Format.dimensions","AltTitle.uniform","Description.note","Description.abstract","Finding Aid URL","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Takamura (Kango) paintings","ark:/21198/zz002k6g8q/tb08z30b","ark:/21198/zz002k6g8q","2","Completed","Page","takamura/image/takamura21198-zz002k6g8q_2383879_master.tif","1","","","","","","","","","","","Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6g8q%2Ftb08z30b",""
"Takamura (Kango) paintings","ark:/21198/zz002k6g8q/tx09st9g","ark:/21198/zz002k6g8q","2","Completed","Page","takamura/image/takamura21198-zz002k6g8q_2383882_master.tif","2","","","","","","","","","","","Page 2","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k6g8q%2Ftx09st9g",""
