Project Name,Parent ARK,Item ARK,Object Type,viewingHint,Text direction,File Name,AltIdentifier.local,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL
Ethiopic Manuscripts,ark:/21198/zz0009nr7t,ark:/21198/zz0009nr9v,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009nr9v-1-master.tif,Ms. 27_1,1,Page 1,,,pd,,amh|~|gez,,,,,Ethiopia,19th c.,1800/1899,1 Page,230 mm x 168 mm,Vellum and paper,,Scribbling.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009nr9v
Ethiopic Manuscripts,ark:/21198/zz0009nr7t,ark:/21198/zz0009nrbc,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009nrbc-1-master.tif,Ms. 27_2,2,Page 2 [Blank],,,pd,,,,,,,Ethiopia,19th c.,1800/1899,1 Page,230 mm x 168 mm,Vellum and paper,,Page appears blank with exception of a few characters.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009nrbc
Ethiopic Manuscripts,ark:/21198/zz0009nr7t,ark:/21198/zz0009nscc,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009nscc-1-master.tif,Ms. 27_32,32,Page 32,,,pd,,amh|~|gez,,ትርጓሜ ወንጌል|~|አንድምታ ትርጓሜ,Commentary on the Gospel,Commentary,Ethiopia,19th c.,1800/1899,1 Page,230 mm x 168 mm,Vellum and paper,,Commentary on Gospel of Matthew ትርጓሜ ወንጌለ ማቴዎስ ; በስመ አብ ወወልድ ንዌጥን በረድኤተ እግዚአብሔር ወበስነ ሠርሆ ጽሒፈ ትርጓሜ ዘ ፬ ወንጌላት ዘአስተጋብእዎ ሊቃውንት ወ፩ እምኔሆሙ ብስራተ ማቴዎስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009nscc
Ethiopic Manuscripts,ark:/21198/zz0009nr7t,ark:/21198/zz0009nsdw,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009nsdw-1-master.tif,Ms. 27_33,33,Page 33,,,pd,,amh|~|gez,,አንድምታ ትርጓሜ|~|ትርጓሜ ወንጌል,Commentary on the Gospel,Commentary,Ethiopia,19th c.,1800/1899,1 Page,230 mm x 168 mm,Vellum and paper,,Commentary on Gospel of Matthew ትርጓሜ ወንጌለ ማቴዎስ ; በስመ አብ ወወልድ ንዌጥን በረድኤተ እግዚአብሔር ወበስነ ሠርሆ ጽሒፈ ትርጓሜ ዘ ፬ ወንጌላት ዘአስተጋብእዎ ሊቃውንት ወ፩ እምኔሆሙ ብስራተ ማቴዎስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009nsdw
Ethiopic Manuscripts,ark:/21198/zz0009nr7t,ark:/21198/zz0009nsfd,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009nsfd-1-master.tif,Ms. 27_34,34,Page 34,,,pd,,amh|~|gez,,ትርጓሜ ወንጌል|~|አንድምታ ትርጓሜ,Commentary on the Gospel,Commentary,Ethiopia,19th c.,1800/1899,1 Page,230 mm x 168 mm,Vellum and paper,,Commentary on Gospel of Matthew ትርጓሜ ወንጌለ ማቴዎስ ; በስመ አብ ወወልድ ንዌጥን በረድኤተ እግዚአብሔር ወበስነ ሠርሆ ጽሒፈ ትርጓሜ ዘ ፬ ወንጌላት ዘአስተጋብእዎ ሊቃውንት ወ፩ እምኔሆሙ ብስራተ ማቴዎስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009nsfd
Ethiopic Manuscripts,ark:/21198/zz0009nr7t,ark:/21198/zz0009nsgx,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009nsgx-1-master.tif,Ms. 27_35,35,Page 35,,,pd,,amh|~|gez,,ትርጓሜ ወንጌል|~|አንድምታ ትርጓሜ,Commentary on the Gospel,Commentary,Ethiopia,19th c.,1800/1899,1 Page,230 mm x 168 mm,Vellum and paper,,Commentary on Gospel of Matthew ትርጓሜ ወንጌለ ማቴዎስ ; በስመ አብ ወወልድ ንዌጥን በረድኤተ እግዚአብሔር ወበስነ ሠርሆ ጽሒፈ ትርጓሜ ዘ ፬ ወንጌላት ዘአስተጋብእዎ ሊቃውንት ወ፩ እምኔሆሙ ብስራተ ማቴዎስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009nsgx
Ethiopic Manuscripts,ark:/21198/zz0009nr7t,ark:/21198/zz0009nshf,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009nshf-1-master.tif,Ms. 27_36,36,Page 36,,,pd,,amh|~|gez,,ትርጓሜ ወንጌል|~|አንድምታ ትርጓሜ,Commentary on the Gospel,Commentary,Ethiopia,19th c.,1800/1899,1 Page,230 mm x 168 mm,Vellum and paper,,Commentary on Gospel of Matthew ትርጓሜ ወንጌለ ማቴዎስ ; በስመ አብ ወወልድ ንዌጥን በረድኤተ እግዚአብሔር ወበስነ ሠርሆ ጽሒፈ ትርጓሜ ዘ ፬ ወንጌላት ዘአስተጋብእዎ ሊቃውንት ወ፩ እምኔሆሙ ብስራተ ማቴዎስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009nshf
Ethiopic Manuscripts,ark:/21198/zz0009nr7t,ark:/21198/zz0009nsjz,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009nsjz-1-master.tif,Ms. 27_37,37,Page 37,,,pd,,amh|~|gez,,ትርጓሜ ወንጌል|~|አንድምታ ትርጓሜ,Commentary on the Gospel,Commentary,Ethiopia,19th c.,1800/1899,1 Page,230 mm x 168 mm,Vellum and paper,,Commentary on Gospel of Matthew ትርጓሜ ወንጌለ ማቴዎስ ; በስመ አብ ወወልድ ንዌጥን በረድኤተ እግዚአብሔር ወበስነ ሠርሆ ጽሒፈ ትርጓሜ ዘ ፬ ወንጌላት ዘአስተጋብእዎ ሊቃውንት ወ፩ እምኔሆሙ ብስራተ ማቴዎስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009nsjz
Ethiopic Manuscripts,ark:/21198/zz0009nr7t,ark:/21198/zz0009nskg,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009nskg-1-master.tif,Ms. 27_38,38,Page 38,,,pd,,amh|~|gez,,ትርጓሜ ወንጌል|~|አንድምታ ትርጓሜ,Commentary on the Gospel,Commentary,Ethiopia,19th c.,1800/1899,1 Page,230 mm x 168 mm,Vellum and paper,,Commentary on Gospel of Matthew ትርጓሜ ወንጌለ ማቴዎስ ; በስመ አብ ወወልድ ንዌጥን በረድኤተ እግዚአብሔር ወበስነ ሠርሆ ጽሒፈ ትርጓሜ ዘ ፬ ወንጌላት ዘአስተጋብእዎ ሊቃውንት ወ፩ እምኔሆሙ ብስራተ ማቴዎስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009nskg
Ethiopic Manuscripts,ark:/21198/zz0009nr7t,ark:/21198/zz0009nsm0,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009nsm0-1-master.tif,Ms. 27_39,39,Page 39,,,pd,,amh|~|gez,,ትርጓሜ ወንጌል|~|አንድምታ ትርጓሜ,Commentary on the Gospel,Commentary,Ethiopia,19th c.,1800/1899,1 Page,230 mm x 168 mm,Vellum and paper,,Commentary on Gospel of Matthew ትርጓሜ ወንጌለ ማቴዎስ ; በስመ አብ ወወልድ ንዌጥን በረድኤተ እግዚአብሔር ወበስነ ሠርሆ ጽሒፈ ትርጓሜ ዘ ፬ ወንጌላት ዘአስተጋብእዎ ሊቃውንት ወ፩ እምኔሆሙ ብስራተ ማቴዎስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009nsm0
Ethiopic Manuscripts,ark:/21198/zz0009nr7t,ark:/21198/zz0009nsnh,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009nsnh-1-master.tif,Ms. 27_40,40,Page 40,,,pd,,amh|~|gez,,ትርጓሜ ወንጌል|~|አንድምታ ትርጓሜ,Commentary on the Gospel,Commentary,Ethiopia,19th c.,1800/1899,1 Page,230 mm x 168 mm,Vellum and paper,,Commentary on Gospel of Matthew ትርጓሜ ወንጌለ ማቴዎስ ; በስመ አብ ወወልድ ንዌጥን በረድኤተ እግዚአብሔር ወበስነ ሠርሆ ጽሒፈ ትርጓሜ ዘ ፬ ወንጌላት ዘአስተጋብእዎ ሊቃውንት ወ፩ እምኔሆሙ ብስራተ ማቴዎስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009nsnh
Ethiopic Manuscripts,ark:/21198/zz0009nr7t,ark:/21198/zz0009nsp1,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009nsp1-1-master.tif,Ms. 27_41,41,Page 41,,,pd,,amh|~|gez,,ትርጓሜ ወንጌል|~|አንድምታ ትርጓሜ,Commentary on the Gospel,Commentary,Ethiopia,19th c.,1800/1899,1 Page,230 mm x 168 mm,Vellum and paper,,Commentary on Gospel of Matthew ትርጓሜ ወንጌለ ማቴዎስ ; በስመ አብ ወወልድ ንዌጥን በረድኤተ እግዚአብሔር ወበስነ ሠርሆ ጽሒፈ ትርጓሜ ዘ ፬ ወንጌላት ዘአስተጋብእዎ ሊቃውንት ወ፩ እምኔሆሙ ብስራተ ማቴዎስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009nsp1
Ethiopic Manuscripts,ark:/21198/zz0009nr7t,ark:/21198/zz0009nsqj,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009nsqj-1-master.tif,Ms. 27_42,42,Page 42,,,pd,,amh|~|gez,,ትርጓሜ ወንጌል|~|አንድምታ ትርጓሜ,Commentary on the Gospel,Commentary,Ethiopia,19th c.,1800/1899,1 Page,230 mm x 168 mm,Vellum and paper,,Commentary on Gospel of Matthew ትርጓሜ ወንጌለ ማቴዎስ ; በስመ አብ ወወልድ ንዌጥን በረድኤተ እግዚአብሔር ወበስነ ሠርሆ ጽሒፈ ትርጓሜ ዘ ፬ ወንጌላት ዘአስተጋብእዎ ሊቃውንት ወ፩ እምኔሆሙ ብስራተ ማቴዎስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009nsqj
Ethiopic Manuscripts,ark:/21198/zz0009nr7t,ark:/21198/zz0009nsr2,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009nsr2-1-master.tif,Ms. 27_43,43,Page 43,,,pd,,amh|~|gez,,ትርጓሜ ወንጌል|~|አንድምታ ትርጓሜ,Commentary on the Gospel,Commentary,Ethiopia,19th c.,1800/1899,1 Page,230 mm x 168 mm,Vellum and paper,,Commentary on Gospel of Matthew ትርጓሜ ወንጌለ ማቴዎስ ; በስመ አብ ወወልድ ንዌጥን በረድኤተ እግዚአብሔር ወበስነ ሠርሆ ጽሒፈ ትርጓሜ ዘ ፬ ወንጌላት ዘአስተጋብእዎ ሊቃውንት ወ፩ እምኔሆሙ ብስራተ ማቴዎስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009nsr2
Ethiopic Manuscripts,ark:/21198/zz0009nr7t,ark:/21198/zz0009nssk,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009nssk-1-master.tif,Ms. 27_44,44,Page 44,,,pd,,amh|~|gez,,ትርጓሜ ወንጌል|~|አንድምታ ትርጓሜ,Commentary on the Gospel,Commentary,Ethiopia,19th c.,1800/1899,1 Page,230 mm x 168 mm,Vellum and paper,,Commentary on Gospel of Matthew ትርጓሜ ወንጌለ ማቴዎስ ; በስመ አብ ወወልድ ንዌጥን በረድኤተ እግዚአብሔር ወበስነ ሠርሆ ጽሒፈ ትርጓሜ ዘ ፬ ወንጌላት ዘአስተጋብእዎ ሊቃውንት ወ፩ እምኔሆሙ ብስራተ ማቴዎስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009nssk
Ethiopic Manuscripts,ark:/21198/zz0009nr7t,ark:/21198/zz0009nst3,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009nst3-1-master.tif,Ms. 27_45,45,Page 45,,,pd,,amh|~|gez,,ትርጓሜ ወንጌል|~|አንድምታ ትርጓሜ,Commentary on the Gospel,Commentary,Ethiopia,19th c.,1800/1899,1 Page,230 mm x 168 mm,Vellum and paper,,Commentary on Gospel of Matthew ትርጓሜ ወንጌለ ማቴዎስ ; በስመ አብ ወወልድ ንዌጥን በረድኤተ እግዚአብሔር ወበስነ ሠርሆ ጽሒፈ ትርጓሜ ዘ ፬ ወንጌላት ዘአስተጋብእዎ ሊቃውንት ወ፩ እምኔሆሙ ብስራተ ማቴዎስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009nst3
Ethiopic Manuscripts,ark:/21198/zz0009nr7t,ark:/21198/zz0009nsvm,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009nsvm-1-master.tif,Ms. 27_46,46,Page 46,,,pd,,amh|~|gez,,ትርጓሜ ወንጌል|~|አንድምታ ትርጓሜ,Commentary on the Gospel,Commentary,Ethiopia,19th c.,1800/1899,1 Page,230 mm x 168 mm,Vellum and paper,,Commentary on Gospel of Matthew ትርጓሜ ወንጌለ ማቴዎስ ; በስመ አብ ወወልድ ንዌጥን በረድኤተ እግዚአብሔር ወበስነ ሠርሆ ጽሒፈ ትርጓሜ ዘ ፬ ወንጌላት ዘአስተጋብእዎ ሊቃውንት ወ፩ እምኔሆሙ ብስራተ ማቴዎስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009nsvm
Ethiopic Manuscripts,ark:/21198/zz0009nr7t,ark:/21198/zz0009nsw4,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009nsw4-1-master.tif,Ms. 27_47,47,Page 47,,,pd,,amh|~|gez,,አንድምታ ትርጓሜ|~|ትርጓሜ ወንጌል,Commentary on the Gospel,Commentary,Ethiopia,19th c.,1800/1899,1 Page,230 mm x 168 mm,Vellum and paper,,Commentary on Gospel of Matthew ትርጓሜ ወንጌለ ማቴዎስ ; በስመ አብ ወወልድ ንዌጥን በረድኤተ እግዚአብሔር ወበስነ ሠርሆ ጽሒፈ ትርጓሜ ዘ ፬ ወንጌላት ዘአስተጋብእዎ ሊቃውንት ወ፩ እምኔሆሙ ብስራተ ማቴዎስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009nsw4
Ethiopic Manuscripts,ark:/21198/zz0009nr7t,ark:/21198/zz0009nsxn,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009nsxn-1-master.tif,Ms. 27_48,48,Page 48,,,pd,,amh|~|gez,,ትርጓሜ ወንጌል|~|አንድምታ ትርጓሜ,Commentary on the Gospel,Commentary,Ethiopia,19th c.,1800/1899,1 Page,230 mm x 168 mm,Vellum and paper,,Commentary on Gospel of Matthew ትርጓሜ ወንጌለ ማቴዎስ ; በስመ አብ ወወልድ ንዌጥን በረድኤተ እግዚአብሔር ወበስነ ሠርሆ ጽሒፈ ትርጓሜ ዘ ፬ ወንጌላት ዘአስተጋብእዎ ሊቃውንት ወ፩ እምኔሆሙ ብስራተ ማቴዎስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009nsxn
Ethiopic Manuscripts,ark:/21198/zz0009nr7t,ark:/21198/zz0009nsz5,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009nsz5-1-master.tif,Ms. 27_49,49,Page 49,,,pd,,amh|~|gez,,ትርጓሜ ወንጌል|~|አንድምታ ትርጓሜ,Commentary on the Gospel,Commentary,Ethiopia,19th c.,1800/1899,1 Page,230 mm x 168 mm,Vellum and paper,,Commentary on Gospel of Matthew ትርጓሜ ወንጌለ ማቴዎስ ; በስመ አብ ወወልድ ንዌጥን በረድኤተ እግዚአብሔር ወበስነ ሠርሆ ጽሒፈ ትርጓሜ ዘ ፬ ወንጌላት ዘአስተጋብእዎ ሊቃውንት ወ፩ እምኔሆሙ ብስራተ ማቴዎስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009nsz5
Ethiopic Manuscripts,ark:/21198/zz0009nr7t,ark:/21198/zz0009nt05,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009nt05-1-master.tif,Ms. 27_50,50,Page 50,,,pd,,amh|~|gez,,ትርጓሜ ወንጌል|~|አንድምታ ትርጓሜ,Commentary on the Gospel,Commentary,Ethiopia,19th c.,1800/1899,1 Page,230 mm x 168 mm,Vellum and paper,,Commentary on Gospel of Matthew ትርጓሜ ወንጌለ ማቴዎስ ; በስመ አብ ወወልድ ንዌጥን በረድኤተ እግዚአብሔር ወበስነ ሠርሆ ጽሒፈ ትርጓሜ ዘ ፬ ወንጌላት ዘአስተጋብእዎ ሊቃውንት ወ፩ እምኔሆሙ ብስራተ ማቴዎስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009nt05
Ethiopic Manuscripts,ark:/21198/zz0009nr7t,ark:/21198/zz0009nt1p,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009nt1p-1-master.tif,Ms. 27_51,51,Page 51,,,pd,,amh|~|gez,,ትርጓሜ ወንጌል|~|አንድምታ ትርጓሜ,Commentary on the Gospel,Commentary,Ethiopia,19th c.,1800/1899,1 Page,230 mm x 168 mm,Vellum and paper,,Commentary on Gospel of Matthew ትርጓሜ ወንጌለ ማቴዎስ ; በስመ አብ ወወልድ ንዌጥን በረድኤተ እግዚአብሔር ወበስነ ሠርሆ ጽሒፈ ትርጓሜ ዘ ፬ ወንጌላት ዘአስተጋብእዎ ሊቃውንት ወ፩ እምኔሆሙ ብስራተ ማቴዎስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009nt1p
Ethiopic Manuscripts,ark:/21198/zz0009nr7t,ark:/21198/zz0009nt26,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009nt26-1-master.tif,Ms. 27_52,52,Page 52,,,pd,,amh|~|gez,,ትርጓሜ ወንጌል|~|አንድምታ ትርጓሜ,Commentary on the Gospel,Commentary,Ethiopia,19th c.,1800/1899,1 Page,230 mm x 168 mm,Vellum and paper,,Commentary on Gospel of Matthew ትርጓሜ ወንጌለ ማቴዎስ ; በስመ አብ ወወልድ ንዌጥን በረድኤተ እግዚአብሔር ወበስነ ሠርሆ ጽሒፈ ትርጓሜ ዘ ፬ ወንጌላት ዘአስተጋብእዎ ሊቃውንት ወ፩ እምኔሆሙ ብስራተ ማቴዎስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009nt26
Ethiopic Manuscripts,ark:/21198/zz0009nr7t,ark:/21198/zz0009nt3q,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009nt3q-1-master.tif,Ms. 27_53,53,Page 53,,,pd,,amh|~|gez,,ትርጓሜ ወንጌል|~|አንድምታ ትርጓሜ,Commentary on the Gospel,Commentary,Ethiopia,19th c.,1800/1899,1 Page,230 mm x 168 mm,Vellum and paper,,Commentary on Gospel of Matthew ትርጓሜ ወንጌለ ማቴዎስ ; በስመ አብ ወወልድ ንዌጥን በረድኤተ እግዚአብሔር ወበስነ ሠርሆ ጽሒፈ ትርጓሜ ዘ ፬ ወንጌላት ዘአስተጋብእዎ ሊቃውንት ወ፩ እምኔሆሙ ብስራተ ማቴዎስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009nt3q
Ethiopic Manuscripts,ark:/21198/zz0009nr7t,ark:/21198/zz0009nt47,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009nt47-1-master.tif,Ms. 27_54,54,Page 54,,,pd,,amh|~|gez,,ትርጓሜ ወንጌል|~|አንድምታ ትርጓሜ,Commentary on the Gospel,Commentary,Ethiopia,19th c.,1800/1899,1 Page,230 mm x 168 mm,Vellum and paper,,Commentary on Gospel of Matthew ትርጓሜ ወንጌለ ማቴዎስ ; በስመ አብ ወወልድ ንዌጥን በረድኤተ እግዚአብሔር ወበስነ ሠርሆ ጽሒፈ ትርጓሜ ዘ ፬ ወንጌላት ዘአስተጋብእዎ ሊቃውንት ወ፩ እምኔሆሙ ብስራተ ማቴዎስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009nt47
Ethiopic Manuscripts,ark:/21198/zz0009nr7t,ark:/21198/zz0009nt5r,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009nt5r-1-master.tif,Ms. 27_55,55,Page 55,,,pd,,amh|~|gez,,አንድምታ ትርጓሜ|~|ትርጓሜ ወንጌል,Commentary on the Gospel,Commentary,Ethiopia,19th c.,1800/1899,1 Page,230 mm x 168 mm,Vellum and paper,,Commentary on Gospel of Matthew ትርጓሜ ወንጌለ ማቴዎስ ; በስመ አብ ወወልድ ንዌጥን በረድኤተ እግዚአብሔር ወበስነ ሠርሆ ጽሒፈ ትርጓሜ ዘ ፬ ወንጌላት ዘአስተጋብእዎ ሊቃውንት ወ፩ እምኔሆሙ ብስራተ ማቴዎስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009nt5r
Ethiopic Manuscripts,ark:/21198/zz0009nr7t,ark:/21198/zz0009nt68,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009nt68-1-master.tif,Ms. 27_56,56,Page 56,,,pd,,amh|~|gez,,አንድምታ ትርጓሜ|~|ትርጓሜ ወንጌል,Commentary on the Gospel,Commentary,Ethiopia,19th c.,1800/1899,1 Page,230 mm x 168 mm,Vellum and paper,,Commentary on Gospel of Matthew ትርጓሜ ወንጌለ ማቴዎስ ; በስመ አብ ወወልድ ንዌጥን በረድኤተ እግዚአብሔር ወበስነ ሠርሆ ጽሒፈ ትርጓሜ ዘ ፬ ወንጌላት ዘአስተጋብእዎ ሊቃውንት ወ፩ እምኔሆሙ ብስራተ ማቴዎስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009nt68
Ethiopic Manuscripts,ark:/21198/zz0009nr7t,ark:/21198/zz0009nt7s,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009nt7s-1-master.tif,Ms. 27_57,57,Page 57,,,pd,,amh|~|gez,,ትርጓሜ ወንጌል|~|አንድምታ ትርጓሜ,Commentary on the Gospel,Commentary,Ethiopia,19th c.,1800/1899,1 Page,230 mm x 168 mm,Vellum and paper,,Commentary on Gospel of Matthew ትርጓሜ ወንጌለ ማቴዎስ ; በስመ አብ ወወልድ ንዌጥን በረድኤተ እግዚአብሔር ወበስነ ሠርሆ ጽሒፈ ትርጓሜ ዘ ፬ ወንጌላት ዘአስተጋብእዎ ሊቃውንት ወ፩ እምኔሆሙ ብስራተ ማቴዎስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009nt7s
Ethiopic Manuscripts,ark:/21198/zz0009nr7t,ark:/21198/zz0009nt89,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009nt89-1-master.tif,Ms. 27_58,58,Page 58,,,pd,,amh|~|gez,,ትርጓሜ ወንጌል|~|አንድምታ ትርጓሜ,Commentary on the Gospel,Commentary,Ethiopia,19th c.,1800/1899,1 Page,230 mm x 168 mm,Vellum and paper,,Commentary on Gospel of Matthew ትርጓሜ ወንጌለ ማቴዎስ ; በስመ አብ ወወልድ ንዌጥን በረድኤተ እግዚአብሔር ወበስነ ሠርሆ ጽሒፈ ትርጓሜ ዘ ፬ ወንጌላት ዘአስተጋብእዎ ሊቃውንት ወ፩ እምኔሆሙ ብስራተ ማቴዎስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009nt89
Ethiopic Manuscripts,ark:/21198/zz0009nr7t,ark:/21198/zz0009nt9t,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009nt9t-1-master.tif,Ms. 27_59,59,Page 59,,,pd,,amh|~|gez,,ትርጓሜ ወንጌል|~|አንድምታ ትርጓሜ,Commentary on the Gospel,Commentary,Ethiopia,19th c.,1800/1899,1 Page,230 mm x 168 mm,Vellum and paper,,Commentary on Gospel of Matthew ትርጓሜ ወንጌለ ማቴዎስ ; በስመ አብ ወወልድ ንዌጥን በረድኤተ እግዚአብሔር ወበስነ ሠርሆ ጽሒፈ ትርጓሜ ዘ ፬ ወንጌላት ዘአስተጋብእዎ ሊቃውንት ወ፩ እምኔሆሙ ብስራተ ማቴዎስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009nt9t
Ethiopic Manuscripts,ark:/21198/zz0009nr7t,ark:/21198/zz0009ntbb,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009ntbb-1-master.tif,Ms. 27_60,60,Page 60,,,pd,,amh|~|gez,,አንድምታ ትርጓሜ|~|ትርጓሜ ወንጌል,Commentary on the Gospel,Commentary,Ethiopia,19th c.,1800/1899,1 Page,230 mm x 168 mm,Vellum and paper,,Commentary on Gospel of Matthew ትርጓሜ ወንጌለ ማቴዎስ ; በስመ አብ ወወልድ ንዌጥን በረድኤተ እግዚአብሔር ወበስነ ሠርሆ ጽሒፈ ትርጓሜ ዘ ፬ ወንጌላት ዘአስተጋብእዎ ሊቃውንት ወ፩ እምኔሆሙ ብስራተ ማቴዎስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009ntbb
Ethiopic Manuscripts,ark:/21198/zz0009nr7t,ark:/21198/zz0009ntcv,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009ntcv-1-master.tif,Ms. 27_61,61,Page 61,,,pd,,amh|~|gez,,አንድምታ ትርጓሜ|~|ትርጓሜ ወንጌል,Commentary on the Gospel,Commentary,Ethiopia,19th c.,1800/1899,1 Page,230 mm x 168 mm,Vellum and paper,,Commentary on Gospel of Matthew ትርጓሜ ወንጌለ ማቴዎስ ; በስመ አብ ወወልድ ንዌጥን በረድኤተ እግዚአብሔር ወበስነ ሠርሆ ጽሒፈ ትርጓሜ ዘ ፬ ወንጌላት ዘአስተጋብእዎ ሊቃውንት ወ፩ እምኔሆሙ ብስራተ ማቴዎስ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009ntcv
