"Project Name","Parent ARK","Item ARK","Object Type","File Name","viewingHint","Text direction","AltIdentifier.local","Item Sequence","Title","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Language","Name.repository","AltTitle.other","AltTitle.translated","AltTitle.uniform","Place of origin","Date.creation","Date.normalized","Format.extent","Format.dimensions","Support","Relation.rectoVerso","Description.note","Description.history","Description.condition","Coverage.temporal","Description.collation","Description.binding","Description.tableOfContents","Description.contents","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009kqt7","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kqt7-1-master.tif","","","Ms. 2_45","45","Page 45","text","","pd","","gez","","አርድዕት፤|~|Mesehafa Arede'et|~|Book of Disciples","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","r","Arede'et አርድዕት|~|Of Thursday ዘሐሙስ|~|Of Sunday ዘእሁድ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kqt7",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009kqvr","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kqvr-1-master.tif","","","Ms. 2_46","46","Page 46","text","","pd","","gez","","አርድዕት፤|~|Mesehafa Arede'et|~|Book of Disciples","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","v","Arede'et አርድዕት|~|Of Thursday ዘሐሙስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kqvr",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009kqw8","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kqw8-1-master.tif","","","Ms. 2_47","47","Page 47","text","","pd","","gez","","አርድዕት፤|~|Book of Disciples|~|Mesehafa Arede'et","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","r","Arede'et አርድዕት|~|Of Thursday ዘሐሙስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kqw8",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009kqxs","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kqxs-1-master.tif","","","Ms. 2_48","48","Page 48","text","","pd","","gez","","Book of Disciples|~|አርድዕት፤|~|Mesehafa Arede'et","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","v","Arede'et አርድዕት|~|Of Thursday ዘሐሙስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kqxs",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009kqz9","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kqz9-1-master.tif","","","Ms. 2_49","49","Page 49","text","","pd","","gez","","አርድዕት፤|~|Mesehafa Arede'et|~|Book of Disciples","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","r","Of Thursday ዘሐሙስ|~|Arede'et አርድዕት","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kqz9",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009kr09","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kr09-1-master.tif","","","Ms. 2_50","50","Page 50","text","","pd","","gez","","አርድዕት፤|~|Mesehafa Arede'et|~|Book of Disciples","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","v","Arede'et አርድዕት|~|Of Thursday ዘሐሙስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kr09",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009ktmk","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009ktmk-1-master.tif","","","Ms. 2_51","51","Page 51","text","","pd","","gez","","አርድዕት፤|~|Book of Disciples|~|Mesehafa Arede'et","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","r","Arede'et አርድዕት|~|Of Thursday ዘሐሙስ|~|Of Friday ዘአርብ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009ktmk",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009ktn3","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009ktn3-1-master.tif","","","Ms. 2_52","52","Page 52","text","","pd","","gez","","አርድዕት፤|~|Mesehafa Arede'et|~|Book of Disciples","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","v","Arede'et አርድዕት|~|Of Friday ዘአርብ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009ktn3",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009ktpm","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009ktpm-1-master.tif","","","Ms. 2_53","53","Page 53","text","","pd","","gez","","Book of Disciples|~|አርድዕት፤|~|Mesehafa Arede'et","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","r","Arede'et አርድዕት|~|Of Friday ዘአርብ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009ktpm",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009ktq4","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009ktq4-1-master.tif","","","Ms. 2_54","54","Page 54","text","","pd","","gez","","Mesehafa Arede'et|~|አርድዕት፤|~|Book of Disciples","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","v","Arede'et አርድዕት|~|Of Friday ዘአርብ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009ktq4",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009ktrn","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009ktrn-1-master.tif","","","Ms. 2_55","55","Page 55","text","","pd","","gez","","አርድዕት፤|~|Book of Disciples|~|Mesehafa Arede'et","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","r","Arede'et አርድዕት|~|Of Friday ዘአርብ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009ktrn",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009kts5","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kts5-1-master.tif","","","Ms. 2_56","56","Page 56","text","","pd","","gez","","አርድዕት፤|~|Mesehafa Arede'et|~|Book of Disciples","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","v","Arede'et አርድዕት|~|Of Friday ዘአርብ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kts5",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009kttp","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kttp-1-master.tif","","","Ms. 2_57","57","Page 57","text","","pd","","gez","","Book of Disciples|~|አርድዕት፤|~|Mesehafa Arede'et","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","r","Arede'et አርድዕት|~|Of Friday ዘአርብ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kttp",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009ktv6","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009ktv6-1-master.tif","","","Ms. 2_58","58","Page 58","text","","pd","","gez","","አርድዕት፤|~|Mesehafa Arede'et|~|Book of Disciples","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","v","Arede'et አርድዕት|~|Of Friday ዘአርብ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009ktv6",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009ktwq","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009ktwq-1-master.tif","","","Ms. 2_59","59","Page 59","text","","pd","","gez","","Book of Disciples|~|አርድዕት፤|~|Mesehafa Arede'et","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","r","Arede'et አርድዕት|~|Of Friday ዘአርብ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009ktwq",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009ktx7","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009ktx7-1-master.tif","","","Ms. 2_60","60","Page 60","text","","pd","","gez","","አርድዕት፤|~|Mesehafa Arede'et|~|Book of Disciples","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","v","Arede'et አርድዕት|~|Of Friday ዘአርብ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009ktx7",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009ktzr","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009ktzr-1-master.tif","","","Ms. 2_61","61","Page 61","text","","pd","","gez","","አርድዕት፤|~|Book of Disciples|~|Mesehafa Arede'et","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","r","Arede'et አርድዕት|~|Of Friday ዘአርብ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009ktzr",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009kv0r","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kv0r-1-master.tif","","","Ms. 2_62","62","Page 62","text","","pd","","gez","","Mesehafa Arede'et|~|Book of Disciples|~|አርድዕት፤","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","v","Arede'et አርድዕት|~|Of Friday ዘአርብ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kv0r",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009kv18","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kv18-1-master.tif","","","Ms. 2_63","63","Page 63","text","","pd","","gez","","አርድዕት፤|~|Book of Disciples|~|Mesehafa Arede'et","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","r","Arede'et አርድዕት|~|Of Friday ዘአርብ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kv18",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009kv2s","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kv2s-1-master.tif","","","Ms. 2_64","64","Page 64","text","","pd","","gez","","አርድዕት፤|~|Book of Disciples|~|Mesehafa Arede'et","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","v","Arede'et አርድዕት|~|Of Friday ዘአርብ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kv2s",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009kv39","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kv39-1-master.tif","","","Ms. 2_65","65","Page 65","text","","pd","","gez","","አርድዕት፤|~|Mesehafa Arede'et|~|Book of Disciples","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","r","Arede'et አርድዕት|~|Of Friday ዘአርብ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kv39",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009kv4t","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kv4t-1-master.tif","","","Ms. 2_66","66","Page 66","text","","pd","","gez","","Mesehafa Arede'et|~|Book of Disciples|~|አርድዕት፤","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","v","Arede'et አርድዕት|~|Of Friday ዘአርብ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kv4t",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009kv5b","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kv5b-1-master.tif","","","Ms. 2_67","67","Page 67","text","","pd","","gez","","Mesehafa Arede'et|~|Book of Disciples|~|አርድዕት፤","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","r","Arede'et አርድዕት|~|Of Friday ዘአርብ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kv5b",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009kv6v","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kv6v-1-master.tif","","","Ms. 2_68","68","Page 68","text","","pd","","gez","","አርድዕት፤|~|Book of Disciples|~|Mesehafa Arede'et","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","v","Of Friday ዘአርብ|~|Arede'et አርድዕት","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kv6v",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009kv7c","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kv7c-1-master.tif","","","Ms. 2_69","69","Page 69","text","","pd","","gez","","Mesehafa Arede'et|~|አርድዕት፤|~|Book of Disciples","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","r","Arede'et አርድዕት|~|Of Friday ዘአርብ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kv7c",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009kv8w","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kv8w-1-master.tif","","","Ms. 2_70","70","Page 70","text","","pd","","gez","","Book of Disciples|~|Mesehafa Arede'et|~|አርድዕት፤","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","v","Arede'et አርድዕት|~|Of Saturday ዘቀዳሚት|~|Of Friday ዘአርብ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kv8w",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009kv9d","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kv9d-1-master.tif","","","Ms. 2_71","71","Page 71","text","","pd","","gez","","Book of Disciples|~|Mesehafa Arede'et|~|አርድዕት፤","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","r","Arede'et አርድዕት|~|Of Saturday ዘቀዳሚት","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kv9d",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009kvbx","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kvbx-1-master.tif","","","Ms. 2_72","72","Page 72","text","","pd","","gez","","Mesehafa Arede'et|~|Book of Disciples|~|አርድዕት፤","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","","v","Arede'et አርድዕት|~|Of Saturday ዘቀዳሚት","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kvbx",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009kvcf","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kvcf-1-master.tif","","","Ms. 2_73","73","Page 73","text","","pd","","gez","","Mesehafa Arede'et|~|Book of Disciples|~|አርድዕት፤","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","r","Of Saturday ዘቀዳሚት|~|Arede'et አርድዕት","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kvcf",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009kvdz","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kvdz-1-master.tif","","","Ms. 2_74","74","Page 74","text","","pd","","gez","","አርድዕት፤|~|Mesehafa Arede'et|~|Book of Disciples","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","v","Arede'et አርድዕት|~|Of Saturday ዘቀዳሚት","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kvdz",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009kvfg","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kvfg-1-master.tif","","","Ms. 2_75","75","Page 75","text","","pd","","gez","","Book of Disciples|~|Mesehafa Arede'et|~|አርድዕት፤","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","r","Arede'et አርድዕት|~|Of Saturday ዘቀዳሚት","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kvfg",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009kvg0","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kvg0-1-master.tif","","","Ms. 2_76","76","Page 76","text","","pd","","gez","","Book of Disciples|~|አርድዕት፤|~|Mesehafa Arede'et","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","v","Arede'et አርድዕት|~|Of Saturday ዘቀዳሚት","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kvg0",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009kvhh","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kvhh-1-master.tif","","","Ms. 2_77","77","Page 77","text","","pd","","gez","","አርድዕት፤|~|Mesehafa Arede'et|~|Book of Disciples","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","r","Arede'et አርድዕት|~|Of Saturday ዘቀዳሚት","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kvhh",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009kvj1","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kvj1-1-master.tif","","","Ms. 2_78","78","Page 78","text","","pd","","gez","","አርድዕት፤|~|Book of Disciples|~|Mesehafa Arede'et","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","v","Arede'et አርድዕት|~|Of Saturday ዘቀዳሚት","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kvj1",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009kvkj","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kvkj-1-master.tif","","","Ms. 2_79","79","Page 79","text","","pd","","gez","","አርድዕት፤|~|Mesehafa Arede'et|~|Book of Disciples","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","r","Of Saturday ዘቀዳሚት|~|Arede'et አርድዕት","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kvkj",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009kvm2","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kvm2-1-master.tif","","","Ms. 2_80","80","Page 80","text","","pd","","gez","","Mesehafa Arede'et|~|አርድዕት፤|~|Book of Disciples","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","v","Arede'et አርድዕት|~|Of Saturday ዘቀዳሚት","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kvm2",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009kvnk","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kvnk-1-master.tif","","","Ms. 2_81","81","Page 81","text","","pd","","gez","","Mesehafa Arede'et|~|አርድዕት፤|~|Book of Disciples","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum|~|Vellum","r","Arede'et አርድዕት|~|Of Saturday ዘቀዳሚት","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kvnk",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009kvp3","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kvp3-1-master.tif","","","Ms. 2_82","82","Page 82","text","","pd","","gez","","Book of Disciples|~|አርድዕት፤|~|Mesehafa Arede'et","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","v","Arede'et አርድዕት|~|Of Saturday ዘቀዳሚት","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kvp3",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009kvqm","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kvqm-1-master.tif","","","Ms. 2_83","83","Page 83","text","","pd","","gez","","አርድዕት፤|~|Mesehafa Arede'et|~|Book of Disciples","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","r","Arede'et አርድዕት|~|Of Saturday ዘቀዳሚት","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kvqm",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009kvr4","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kvr4-1-master.tif","","","Ms. 2_84","84","Page 84","text","","pd","","gez","","አርድዕት፤|~|Mesehafa Arede'et|~|Book of Disciples","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","v","Of Saturday ዘቀዳሚት|~|Arede'et አርድዕት","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kvr4",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009kvsn","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kvsn-1-master.tif","","","Ms. 2_85","85","Page 85","text","","pd","","gez","","አርድዕት፤|~|Book of Disciples|~|Mesehafa Arede'et","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","r","Of Saturday ዘቀዳሚት|~|Arede'et አርድዕት","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kvsn",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009kvt5","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kvt5-1-master.tif","","","Ms. 2_86","86","Page 86","text","","pd","","gez","","አርድዕት፤|~|Book of Disciples|~|Mesehafa Arede'et","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","v","Arede'et አርድዕት|~|Of Saturday ዘቀዳሚት","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kvt5",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009kvvp","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kvvp-1-master.tif","","","Ms. 2_87","87","Page 87","text","","pd","","gez","","Mesehafa Arede'et|~|Book of Disciples|~|አርድዕት፤","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","r","Arede'et አርድዕት","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kvvp",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009kvw6","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kvw6-1-master.tif","","","Ms. 2_88","88","Page 88","text","","pd","","gez","","Book of Disciples|~|አርድዕት፤|~|Mesehafa Arede'et","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","v","Arede'et አርድዕት","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kvw6",""
"Ethiopic Manuscripts","ark:/21198/zz0009kp6f","ark:/21198/zz0009kvxq","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kvxq-1-master.tif","","","Ms. 2_89","89","Page 89","","","pd","","gez","","አርድዕት፤|~|Book of Disciples|~|Mesehafa Arede'et","The Book of Disciples","The Book of Disciples","Ethiopia","18th-19th c.","1700/1899","1 Page","140 mm x 95 mm","Vellum","r","Arede'et አርድዕት","The owner (scribe?) was Gabra Heyewat.  On pp. 89, 90, 97, 99, 100, 120, his name is erased and over it inserted the second owner's name Waleda Hawareyat.  The scribe of Beauty of the Creation mentions Abuna Wold (pp. 180).","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kvxq",""
