Project Name,Parent ARK,Item ARK,Object Type,File Name,AltIdentifier.local,viewingHint,Text direction ,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Ethiopic Manuscripts,ark:/21198/zz001pz300,ark:/21198/zz001pz31h,Page,ethiopian/masters/21198-zz001pz31h_1870034_master.tif,Ms. 49_1,,,1,Image 1,text,,pd,,gez,,መርበብተ ሰሎሞን,Prayer of King Solomon for Catching Demons (Marbabta Solomon),Magical prayers,Ethiopia,19th c.,1800/1899,1 image,,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001pz31h,
Ethiopic Manuscripts,ark:/21198/zz001pz300,ark:/21198/zz001pz321,Page,ethiopian/masters/21198-zz001pz321_1870039_master.tif,Ms. 49_2,,,2,Image 2,text,,pd,,gez,,መርበብተ ሰሎሞን,Prayer of King Solomon for Catching Demons (Marbabta Solomon),Magical prayers,Ethiopia,19th c.,1800/1899,1 image,,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001pz321,
Ethiopic Manuscripts,ark:/21198/zz001pz300,ark:/21198/zz001pz33j,Page,ethiopian/masters/21198-zz001pz33j_1870043_master.tif,Ms. 49_3,,,3,Image 3,text,,pd,,gez,,መርበብተ ሰሎሞን,Prayer of King Solomon for Catching Demons (Marbabta Solomon),Magical prayers,Ethiopia,19th c.,1800/1899,1 image,,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001pz33j,
