Project Name,Parent ARK,Item ARK,Object Type,viewingHint,Text direction,File Name,AltIdentifier.local,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL
Ethiopic Manuscripts,ark:/21198/zz001d7617,ark:/21198/zz001d8m41,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001d8m41_774608_master.tif,Ms. 10_1,1,Page 1,,,pd,,gez,,ጠቢበ ጠቢባን,The Wisest of the Wise,Hymn to God,Ethiopia,Late 19th c.,1850/1899,1 Page,102 mm x 74 mm,Vellum,,Tabiba Tabiban ጠቢበ ጠቢባን ;እግዚአብሔር፡ ጠቢበ፡ ጠቢባን፡ ከሀሊ። ;እስከ ፡ለዓለም፡ እምጥንት፡  እንተ፡ ኢትበሊ። ;ድኩመ፡ ሕሊና፡ ገብርከ፡ ወፈራሀ፡ ልብ፡ ኢተሐባሊ ። ;እስመ፡ ኀቤከ፡ እግዚኦ፡ ጸሎተ፡ አድኅኖ፡ እጼሊ። ;አድኅነኒ፡ አድኅነኒ፡ እምኲሉ፡ ቀታሊ ።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8m41
Ethiopic Manuscripts,ark:/21198/zz001d7617,ark:/21198/zz001d8m5j,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001d8m5j_774612_master.tif,Ms. 10_2,2,Page 2,,,pd,,gez,,ጠቢበ ጠቢባን,The Wisest of the Wise,Hymn to God,Ethiopia,Late 19th c.,1850/1899,1 Page,102 mm x 74 mm,Vellum,,Tabiba Tabiban ጠቢበ ጠቢባን ;እግዚአብሔር፡ ጠቢበ፡ ጠቢባን፡ ከሀሊ። ;እስከ ፡ለዓለም፡ እምጥንት፡  እንተ፡ ኢትበሊ። ;ድኩመ፡ ሕሊና፡ ገብርከ፡ ወፈራሀ፡ ልብ፡ ኢተሐባሊ ። ;እስመ፡ ኀቤከ፡ እግዚኦ፡ ጸሎተ፡ አድኅኖ፡ እጼሊ። ;አድኅነኒ፡ አድኅነኒ፡ እምኲሉ፡ ቀታሊ ።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8m5j
Ethiopic Manuscripts,ark:/21198/zz001d7617,ark:/21198/zz001d8m62,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001d8m62_774617_master.tif,Ms. 10_3,3,Page 3,,,pd,,gez,,ጠቢበ ጠቢባን,The Wisest of the Wise,Hymn to God,Ethiopia,Late 19th c.,1850/1899,1 Page,102 mm x 74 mm,Vellum,,Tabiba Tabiban ጠቢበ ጠቢባን ;እግዚአብሔር፡ ጠቢበ፡ ጠቢባን፡ ከሀሊ። ;እስከ ፡ለዓለም፡ እምጥንት፡  እንተ፡ ኢትበሊ። ;ድኩመ፡ ሕሊና፡ ገብርከ፡ ወፈራሀ፡ ልብ፡ ኢተሐባሊ ። ;እስመ፡ ኀቤከ፡ እግዚኦ፡ ጸሎተ፡ አድኅኖ፡ እጼሊ። ;አድኅነኒ፡ አድኅነኒ፡ እምኲሉ፡ ቀታሊ ።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8m62
Ethiopic Manuscripts,ark:/21198/zz001d7617,ark:/21198/zz001d8m7k,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001d8m7k_774628_master.tif,Ms. 10_4,4,Page 4,,,pd,,gez,,ጠቢበ ጠቢባን,The Wisest of the Wise,Hymn to God,Ethiopia,Late 19th c.,1850/1899,1 Page,102 mm x 74 mm,Vellum,,Tabiba Tabiban ጠቢበ ጠቢባን ;እግዚአብሔር፡ ጠቢበ፡ ጠቢባን፡ ከሀሊ። ;እስከ ፡ለዓለም፡ እምጥንት፡  እንተ፡ ኢትበሊ። ;ድኩመ፡ ሕሊና፡ ገብርከ፡ ወፈራሀ፡ ልብ፡ ኢተሐባሊ ። ;እስመ፡ ኀቤከ፡ እግዚኦ፡ ጸሎተ፡ አድኅኖ፡ እጼሊ። ;አድኅነኒ፡ አድኅነኒ፡ እምኲሉ፡ ቀታሊ ።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8m7k
Ethiopic Manuscripts,ark:/21198/zz001d7617,ark:/21198/zz001d8m83,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001d8m83_774636_master.tif,Ms. 10_5,5,Page 5,,,pd,,gez,,ጠቢበ ጠቢባን,The Wisest of the Wise,Hymn to God,Ethiopia,Late 19th c.,1850/1899,1 Page,102 mm x 74 mm,Vellum,,Tabiba Tabiban ጠቢበ ጠቢባን ;እግዚአብሔር፡ ጠቢበ፡ ጠቢባን፡ ከሀሊ። ;እስከ ፡ለዓለም፡ እምጥንት፡  እንተ፡ ኢትበሊ። ;ድኩመ፡ ሕሊና፡ ገብርከ፡ ወፈራሀ፡ ልብ፡ ኢተሐባሊ ። ;እስመ፡ ኀቤከ፡ እግዚኦ፡ ጸሎተ፡ አድኅኖ፡ እጼሊ። ;አድኅነኒ፡ አድኅነኒ፡ እምኲሉ፡ ቀታሊ ።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8m83
Ethiopic Manuscripts,ark:/21198/zz001d7617,ark:/21198/zz001d8m9m,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001d8m9m_774644_master.tif,Ms. 10_6,6,Page 6,,,pd,,gez,,ጠቢበ ጠቢባን,The Wisest of the Wise,Hymn to God,Ethiopia,Late 19th c.,1850/1899,1 Page,102 mm x 74 mm,Vellum,,Tabiba Tabiban ጠቢበ ጠቢባን ;እግዚአብሔር፡ ጠቢበ፡ ጠቢባን፡ ከሀሊ። ;እስከ ፡ለዓለም፡ እምጥንት፡  እንተ፡ ኢትበሊ። ;ድኩመ፡ ሕሊና፡ ገብርከ፡ ወፈራሀ፡ ልብ፡ ኢተሐባሊ ። ;እስመ፡ ኀቤከ፡ እግዚኦ፡ ጸሎተ፡ አድኅኖ፡ እጼሊ። ;አድኅነኒ፡ አድኅነኒ፡ እምኲሉ፡ ቀታሊ ።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8m9m
Ethiopic Manuscripts,ark:/21198/zz001d7617,ark:/21198/zz001d8mb4,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001d8mb4_774652_master.tif,Ms. 10_7,7,Page 7,,,pd,,gez,,ጠቢበ ጠቢባን,The Wisest of the Wise,Hymn to God,Ethiopia,Late 19th c.,1850/1899,1 Page,102 mm x 74 mm,Vellum,,Tabiba Tabiban ጠቢበ ጠቢባን ;እግዚአብሔር፡ ጠቢበ፡ ጠቢባን፡ ከሀሊ። ;እስከ ፡ለዓለም፡ እምጥንት፡  እንተ፡ ኢትበሊ። ;ድኩመ፡ ሕሊና፡ ገብርከ፡ ወፈራሀ፡ ልብ፡ ኢተሐባሊ ። ;እስመ፡ ኀቤከ፡ እግዚኦ፡ ጸሎተ፡ አድኅኖ፡ እጼሊ። ;አድኅነኒ፡ አድኅነኒ፡ እምኲሉ፡ ቀታሊ ።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8mb4
Ethiopic Manuscripts,ark:/21198/zz001d7617,ark:/21198/zz001d8mcn,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001d8mcn_774659_master.tif,Ms. 10_8,8,Page 8,,,pd,,gez,,ጠቢበ ጠቢባን,The Wisest of the Wise,Hymn to God,Ethiopia,Late 19th c.,1850/1899,1 Page,102 mm x 74 mm,Vellum,,Tabiba Tabiban ጠቢበ ጠቢባን ;እግዚአብሔር፡ ጠቢበ፡ ጠቢባን፡ ከሀሊ። ;እስከ ፡ለዓለም፡ እምጥንት፡  እንተ፡ ኢትበሊ። ;ድኩመ፡ ሕሊና፡ ገብርከ፡ ወፈራሀ፡ ልብ፡ ኢተሐባሊ ። ;እስመ፡ ኀቤከ፡ እግዚኦ፡ ጸሎተ፡ አድኅኖ፡ እጼሊ። ;አድኅነኒ፡ አድኅነኒ፡ እምኲሉ፡ ቀታሊ ።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8mcn
Ethiopic Manuscripts,ark:/21198/zz001d7617,ark:/21198/zz001d8md5,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001d8md5_774773_master.tif,Ms. 10_9,9,Page 9,,,pd,,gez,,ጠቢበ ጠቢባን,The Wisest of the Wise,Hymn to God,Ethiopia,Late 19th c.,1850/1899,1 Page,102 mm x 74 mm,Vellum,,Tabiba Tabiban ጠቢበ ጠቢባን ;እግዚአብሔር፡ ጠቢበ፡ ጠቢባን፡ ከሀሊ። ;እስከ ፡ለዓለም፡ እምጥንት፡  እንተ፡ ኢትበሊ። ;ድኩመ፡ ሕሊና፡ ገብርከ፡ ወፈራሀ፡ ልብ፡ ኢተሐባሊ ። ;እስመ፡ ኀቤከ፡ እግዚኦ፡ ጸሎተ፡ አድኅኖ፡ እጼሊ። ;አድኅነኒ፡ አድኅነኒ፡ እምኲሉ፡ ቀታሊ ።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8md5
Ethiopic Manuscripts,ark:/21198/zz001d7617,ark:/21198/zz001d8mfp,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001d8mfp_774781_master.tif,Ms. 10_10,10,Page 10,,,pd,,gez,,ጠቢበ ጠቢባን,The Wisest of the Wise,Hymn to God,Ethiopia,Late 19th c.,1850/1899,1 Page,102 mm x 74 mm,Vellum,,Tabiba Tabiban ጠቢበ ጠቢባን ;እግዚአብሔር፡ ጠቢበ፡ ጠቢባን፡ ከሀሊ። ;እስከ ፡ለዓለም፡ እምጥንት፡  እንተ፡ ኢትበሊ። ;ድኩመ፡ ሕሊና፡ ገብርከ፡ ወፈራሀ፡ ልብ፡ ኢተሐባሊ ። ;እስመ፡ ኀቤከ፡ እግዚኦ፡ ጸሎተ፡ አድኅኖ፡ እጼሊ። ;አድኅነኒ፡ አድኅነኒ፡ እምኲሉ፡ ቀታሊ ።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8mfp
