"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Rights.servicesContact","Name.subject","Relation.isPartOf","Subject","Name.collector","Name.repository","Description.contents","Relation.box","Relation.subseries","Relation.file","Relation.series","Alt ID.local","Title","Date.creation","Description.note","Description.condition","Format.extent","Language","AltTitle.other","Description.abstract","Date.normalized","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcvq5","ark:/21198/zz002hcq0c","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-044_01.tif","1","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-044_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcvq5",""
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcvrp","ark:/21198/zz002hcq0c","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-044_02.tif","2","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-044_02","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcvrp",""
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcvs6","ark:/21198/zz002hcq0c","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-044_03.tif","3","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-044_03","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcvs6",""
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcvtq","ark:/21198/zz002hcq0c","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-044_04.tif","4","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-044_04","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcvtq",""
