"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Rights.publicationStatus","Rights.permission","Name.subject","Coverage.geographic","Name.creator","Subject","Rights.publicationNote","Language","Type.genre","Name.author","Name.contributor","Name.correspondent","Name.repository","Rights.permissionNote","Name.photographer","Title","Date.creation","Date.publication","Description.note","Date.normalized","Description.inscription","Description.abstract","Bucketeer State","IIIF Access URL"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001796bq","ark:/21198/zz00179696","2","Completed","Page","wavav/images/masters/21198-zz001796bq_502075_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001796bq"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001796f8","ark:/21198/zz001796dr","2","Completed","Page","wavav/images/masters/21198-zz001796f8_502078_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001796f8"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001796gs","ark:/21198/zz001796dr","2","Completed","Page","wavav/images/masters/21198-zz001796gs_502082_master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001796gs"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001796h9","ark:/21198/zz001796dr","2","Completed","Page","wavav/images/masters/21198-zz001796h9_502085_master.tif","3","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001796h9"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001796jt","ark:/21198/zz001796dr","2","Completed","Page","wavav/images/masters/21198-zz001796jt_502090_master.tif","4","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001796jt"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001796kb","ark:/21198/zz001796dr","2","Completed","Page","wavav/images/masters/21198-zz001796kb_502093_master.tif","5","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 5","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001796kb"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001796mv","ark:/21198/zz001796dr","2","Completed","Page","wavav/images/masters/21198-zz001796mv_502096_master.tif","6","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 6","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001796mv"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001796nc","ark:/21198/zz001796dr","2","Completed","Page","wavav/images/masters/21198-zz001796nc_502100_master.tif","7","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 7","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001796nc"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001796qd","ark:/21198/zz001796dr","2","Completed","Page","wavav/images/masters/21198-zz001796qd_502103_master.tif","8","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 8","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001796qd"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001796sf","ark:/21198/zz001796rx","2","Completed","Page","wavav/images/masters/21198-zz001796sf_502109_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001796sf"
