"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","Rights.copyrightStatus","Type.typeOfResource","Bucketeer State","IIIF Access URL"
"Masters/othermasters/dl_plante/uclalsc_bioms111_b04/uclalsc_bioms111_b04_001.tif","Page","Front cover","1","ark:/21198/n12k6g","ark:/21198/n12k6g/q388xq06","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn12k6g%2Fq388xq06"
"Masters/othermasters/dl_plante/uclalsc_bioms111_b04/uclalsc_bioms111_b04_002.tif","Page","Inside front cover","2","ark:/21198/n12k6g","ark:/21198/n12k6g/4q707p7b","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn12k6g%2F4q707p7b"
"Masters/othermasters/dl_plante/uclalsc_bioms111_b04/uclalsc_bioms111_b04_003.tif","Page","Flyleaf","3","ark:/21198/n12k6g","ark:/21198/n12k6g/jz07rc77","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn12k6g%2Fjz07rc77"
"Masters/othermasters/dl_plante/uclalsc_bioms111_b04/uclalsc_bioms111_b04_004.tif","Page","Page 1","4","ark:/21198/n12k6g","ark:/21198/n12k6g/xx68bz66","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn12k6g%2Fxx68bz66"
"Masters/othermasters/dl_plante/uclalsc_bioms111_b04/uclalsc_bioms111_b04_005.tif","Page","Page 2","5","ark:/21198/n12k6g","ark:/21198/n12k6g/rv373q4v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn12k6g%2Frv373q4v"
"Masters/othermasters/dl_plante/uclalsc_bioms111_b04/uclalsc_bioms111_b04_006.tif","Page","Page 3","6","ark:/21198/n12k6g","ark:/21198/n12k6g/jk896r9r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn12k6g%2Fjk896r9r"
"Masters/othermasters/dl_plante/uclalsc_bioms111_b04/uclalsc_bioms111_b04_007.tif","Page","Page 4","7","ark:/21198/n12k6g","ark:/21198/n12k6g/db73rn57","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn12k6g%2Fdb73rn57"
"Masters/othermasters/dl_plante/uclalsc_bioms111_b04/uclalsc_bioms111_b04_008.tif","Page","Page 5","8","ark:/21198/n12k6g","ark:/21198/n12k6g/dh48ws7s","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn12k6g%2Fdh48ws7s"
"Masters/othermasters/dl_plante/uclalsc_bioms111_b04/uclalsc_bioms111_b04_009.tif","Page","Page 6","9","ark:/21198/n12k6g","ark:/21198/n12k6g/pp37gg85","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn12k6g%2Fpp37gg85"
"Masters/othermasters/dl_plante/uclalsc_bioms111_b04/uclalsc_bioms111_b04_010.tif","Page","Page 7","10","ark:/21198/n12k6g","ark:/21198/n12k6g/3653zp5j","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn12k6g%2F3653zp5j"
"Masters/othermasters/dl_plante/uclalsc_bioms111_b04/uclalsc_bioms111_b04_011.tif","Page","Page 8","11","ark:/21198/n12k6g","ark:/21198/n12k6g/2q10r56m","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn12k6g%2F2q10r56m"
