File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,Rights.copyrightStatus,Type.typeOfResource,Bucketeer State,IIIF Access URL
Masters/othermasters/dl_plante/uclalsc_bioms111_b02/uclalsc_bioms111_b02_001.tif,Page,Front cover,1,ark:/21198/n1b317,ark:/21198/n1b317/xw21qj0c,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1b317%2Fxw21qj0c
Masters/othermasters/dl_plante/uclalsc_bioms111_b02/uclalsc_bioms111_b02_002.tif,Page,Inside front cover,2,ark:/21198/n1b317,ark:/21198/n1b318/0b48662h,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1b318%2F0b48662h
Masters/othermasters/dl_plante/uclalsc_bioms111_b02/uclalsc_bioms111_b02_003.tif,Page,Flyleaf,3,ark:/21198/n1b317,ark:/21198/n1b319/wz26hm1f,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1b319%2Fwz26hm1f
Masters/othermasters/dl_plante/uclalsc_bioms111_b02/uclalsc_bioms111_b02_004.tif,Page,Page 1,4,ark:/21198/n1b317,ark:/21198/n1b320/nf51f11z,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1b320%2Fnf51f11z
Masters/othermasters/dl_plante/uclalsc_bioms111_b02/uclalsc_bioms111_b02_005.tif,Page,Page 2,5,ark:/21198/n1b317,ark:/21198/n1b321/5h640n0z,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1b321%2F5h640n0z
Masters/othermasters/dl_plante/uclalsc_bioms111_b02/uclalsc_bioms111_b02_006.tif,Page,Page 3,6,ark:/21198/n1b317,ark:/21198/n1b322/7c30fp0n,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1b322%2F7c30fp0n
Masters/othermasters/dl_plante/uclalsc_bioms111_b02/uclalsc_bioms111_b02_007.tif,Page,Page 4,7,ark:/21198/n1b317,ark:/21198/n1b323/kb70dv74,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1b323%2Fkb70dv74
Masters/othermasters/dl_plante/uclalsc_bioms111_b02/uclalsc_bioms111_b02_008.tif,Page,Page 5,8,ark:/21198/n1b317,ark:/21198/n1b324/5m971684,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1b324%2F5m971684
Masters/othermasters/dl_plante/uclalsc_bioms111_b02/uclalsc_bioms111_b02_009.tif,Page,Page 6,9,ark:/21198/n1b317,ark:/21198/n1b325/rs39k10t,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1b325%2Frs39k10t
Masters/othermasters/dl_plante/uclalsc_bioms111_b02/uclalsc_bioms111_b02_010.tif,Page,Page 7,10,ark:/21198/n1b317,ark:/21198/n1b326/t445825w,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1b326%2Ft445825w
