Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Description.abstract,Coverage.geographic,Relation.leafNumber,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Relation.textDirection,Format.extent,Relation.pageNumber,thumbnailImageName,masterImageName,Bucketeer State,IIIF Access URL
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9mnd,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9mnd-1-master.tif,12,,,,,,,,,pd,,,,,MS 1 folio 5v,r,,,,,,,,,,,,,,,,,21198-zz000s9mnd-1-thumbnail.jpg,21198-zz000s9mnd-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9mnd
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9n44,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9n44-1-master.tif,13,,,,,,,,,pd,,,,,MS 1 folio 6,v,,,,,,,,,,,,,,,,,21198-zz000s9n44-1-thumbnail.jpg,21198-zz000s9n44-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9n44
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9n5n,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9n5n-1-master.tif,14,,,,,,,,,pd,,,,,MS 1 folio 6v,r,,,,,,,,,,,,,,,,,21198-zz000s9n5n-1-thumbnail.jpg,21198-zz000s9n5n-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9n5n
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9n65,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9n65-1-master.tif,15,,,,,,,,,pd,,,,,MS 1 folio 7,v,,,,,,,,,,,,,,,,,21198-zz000s9n65-1-thumbnail.jpg,21198-zz000s9n65-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9n65
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9n7p,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9n7p-1-master.tif,16,,,,,,,,,pd,,,,,MS 1 folio 7v,r,,,,,,,,,,,,,,,,,21198-zz000s9n7p-1-thumbnail.jpg,21198-zz000s9n7p-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9n7p
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9n86,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9n86-1-master.tif,17,,,,,,,,,pd,,,,,MS 1 folio 8,v,,,,,,,,,,,,,,,,,21198-zz000s9n86-1-thumbnail.jpg,21198-zz000s9n86-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9n86
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9n9q,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9n9q-1-master.tif,18,,,,,,,,,pd,,,,,MS 1 folio 8v,r,,,,,,,,,,,,,,,,,21198-zz000s9n9q-1-thumbnail.jpg,21198-zz000s9n9q-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9n9q
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9nb7,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9nb7-1-master.tif,19,,,,,,,,,pd,,,,,MS 1 folio 9,v,,,,,,,,,,,,,,,,,21198-zz000s9nb7-1-thumbnail.jpg,21198-zz000s9nb7-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9nb7
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9ncr,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9ncr-1-master.tif,20,,,,,,,,,pd,,,,,MS 1 folio 9v,r,,,,,,,,,,,,,,,,,21198-zz000s9ncr-1-thumbnail.jpg,21198-zz000s9ncr-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9ncr
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9nd8,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9nd8-1-master.tif,21,,,,,,,,,pd,,,,,MS 1 folio 10,v,,,,,,,,,,,,,,,,,21198-zz000s9nd8-1-thumbnail.jpg,21198-zz000s9nd8-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9nd8
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9nfs,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9nfs-1-master.tif,22,,,,,,,,,pd,,,,,MS 1 folio 10v,r,,,,,,,,,,,,,,,,,21198-zz000s9nfs-1-thumbnail.jpg,21198-zz000s9nfs-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9nfs
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9njb,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9njb-1-master.tif,23,,,,,,,,,pd,,,,,MS 1 folio 11,v,,,,,,,,,,,,,,,,,21198-zz000s9njb-1-thumbnail.jpg,21198-zz000s9njb-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9njb
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9nkv,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9nkv-1-master.tif,24,,,,,,,,,pd,,,,,MS 1 folio 11v,r,,,,,,,,,,,,,,,,,21198-zz000s9nkv-1-thumbnail.jpg,21198-zz000s9nkv-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9nkv
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9nmc,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9nmc-1-master.tif,25,,,,,,,,,pd,,,,,MS 1 folio 12,v,,,,,,,,,,,,,,,,,21198-zz000s9nmc-1-thumbnail.jpg,21198-zz000s9nmc-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9nmc
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9nnw,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9nnw-1-master.tif,26,,,,,,,,,pd,,,,,MS 1 folio 12v,r,,,,,,,,,,,,,,,,,21198-zz000s9nnw-1-thumbnail.jpg,21198-zz000s9nnw-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9nnw
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9npd,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9npd-1-master.tif,27,,,,,,,,,pd,,,,,MS 1 folio 13,v,,,,,,,,,,,,,,,,,21198-zz000s9npd-1-thumbnail.jpg,21198-zz000s9npd-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9npd
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9nqx,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9nqx-1-master.tif,28,,,,,,,,,pd,,,,,MS 1 folio 13v,r,,,,,,,,,,,,,,,,,21198-zz000s9nqx-1-thumbnail.jpg,21198-zz000s9nqx-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9nqx
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9nrf,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9nrf-1-master.tif,29,,,,,,,,,pd,,,,,MS 1 folio 14,v,,,,,,,,,,,,,,,,,21198-zz000s9nrf-1-thumbnail.jpg,21198-zz000s9nrf-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9nrf
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9nsz,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9nsz-1-master.tif,30,,,,,,,,,pd,,,,,MS 1 folio 14v,r,,,,,,,,,,,,,,,,,21198-zz000s9nsz-1-thumbnail.jpg,21198-zz000s9nsz-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9nsz
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9ntg,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9ntg-1-master.tif,31,,,,,,,,,pd,,,,,MS 1 folio 15,v,,,,,,,,,,,,,,,,,21198-zz000s9ntg-1-thumbnail.jpg,21198-zz000s9ntg-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9ntg
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9nv0,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9nv0-1-master.tif,32,,,,,,,,,pd,,,,,MS 1 folio 15v,r,,,,,,,,,,,,,,,,,21198-zz000s9nv0-1-thumbnail.jpg,21198-zz000s9nv0-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9nv0
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9nwh,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9nwh-1-master.tif,33,,,,,,,,,pd,,,,,MS 1 folio 16,v,,,,,,,,,,,,,,,,,21198-zz000s9nwh-1-thumbnail.jpg,21198-zz000s9nwh-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9nwh
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9nx1,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9nx1-1-master.tif,34,,,,,,,,,pd,,,,,MS 1 folio 16v,r,,,,,,,,,,,,,,,,,21198-zz000s9nx1-1-thumbnail.jpg,21198-zz000s9nx1-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9nx1
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9nzj,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9nzj-1-master.tif,35,,,,,,,,,pd,,,,,MS 1 folio 17,v,,,,,,,,,,,,,,,,,21198-zz000s9nzj-1-thumbnail.jpg,21198-zz000s9nzj-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9nzj
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9p0j,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9p0j-1-master.tif,36,,,,,,,,,pd,,,,,MS 1 folio 17v,r,,,,,,,,,,,,,,,,,21198-zz000s9p0j-1-thumbnail.jpg,21198-zz000s9p0j-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9p0j
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9p12,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9p12-1-master.tif,37,,,,,,,,,pd,,,,,MS 1 folio 18,v,,,,,,,,,,,,,,,,,21198-zz000s9p12-1-thumbnail.jpg,21198-zz000s9p12-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9p12
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9p2k,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9p2k-1-master.tif,38,,,,,,,,,pd,,,,,MS 1 folio 18v,r,,,,,,,,,,,,,,,,,21198-zz000s9p2k-1-thumbnail.jpg,21198-zz000s9p2k-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9p2k
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9p33,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9p33-1-master.tif,39,,,,,,,,,pd,,,,,MS 1 folio 19,v,,,,,,,,,,,,,,,,,21198-zz000s9p33-1-thumbnail.jpg,21198-zz000s9p33-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9p33
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9p4m,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9p4m-1-master.tif,40,,,,,,,,,pd,,,,,MS 1 folio 19v,r,,,,,,,,,,,,,,,,,21198-zz000s9p4m-1-thumbnail.jpg,21198-zz000s9p4m-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9p4m
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9p54,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9p54-1-master.tif,41,,,,,,,,,pd,,,,,MS 1 folio 20,v,,,,,,,,,,,,,,,,,21198-zz000s9p54-1-thumbnail.jpg,21198-zz000s9p54-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9p54
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9t52,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9t52-1-master.tif,42,,,,,,,,,pd,,,,,MS 1 folio 20v,r,,,,,,,,,,,,,,,,,21198-zz000s9t52-1-thumbnail.jpg,21198-zz000s9t52-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9t52
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9t6k,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9t6k-1-master.tif,43,,,,,,,,,pd,,,,,MS 1 folio 21,v,,,,,,,,,,,,,,,,,21198-zz000s9t6k-1-thumbnail.jpg,21198-zz000s9t6k-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9t6k
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9t73,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9t73-1-master.tif,44,,,,,,,,,pd,,,,,MS 1 folio 21v,r,,,,,,,,,,,,,,,,,21198-zz000s9t73-1-thumbnail.jpg,21198-zz000s9t73-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9t73
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9t8m,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9t8m-1-master.tif,45,,,,,,,,,pd,,,,,MS 1 folio 22,v,,,,,,,,,,,,,,,,,21198-zz000s9t8m-1-thumbnail.jpg,21198-zz000s9t8m-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9t8m
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9t94,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9t94-1-master.tif,46,,,,,,,,,pd,,,,,MS 1 folio 22v,r,,,,,,,,,,,,,,,,,21198-zz000s9t94-1-thumbnail.jpg,21198-zz000s9t94-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9t94
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9tbn,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9tbn-1-master.tif,47,,,,,,,,,pd,,,,,MS 1 folio 23,v,,,,,,,,,,,,,,,,,21198-zz000s9tbn-1-thumbnail.jpg,21198-zz000s9tbn-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9tbn
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9tc5,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9tc5-1-master.tif,48,,,,,,,,,pd,,,,,MS 1 folio 23v,r,,,,,,,,,,,,,,,,,21198-zz000s9tc5-1-thumbnail.jpg,21198-zz000s9tc5-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9tc5
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9tdp,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9tdp-1-master.tif,49,,,,,,,,,pd,,,,,MS 1 folio 24,v,,,,,,,,,,,,,,,,,21198-zz000s9tdp-1-thumbnail.jpg,21198-zz000s9tdp-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9tdp
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9tf6,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9tf6-1-master.tif,50,,,,,,,,,pd,,,,,MS 1 folio 24v,r,,,,,,,,,,,,,,,,,21198-zz000s9tf6-1-thumbnail.jpg,21198-zz000s9tf6-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9tf6
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9tgq,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9tgq-1-master.tif,51,,,,,,,,,pd,,,,,MS 1 folio 25,v,,,,,,,,,,,,,,,,,21198-zz000s9tgq-1-thumbnail.jpg,21198-zz000s9tgq-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9tgq
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9th7,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9th7-1-master.tif,52,,,,,,,,,pd,,,,,MS 1 folio 25v,r,,,,,,,,,,,,,,,,,21198-zz000s9th7-1-thumbnail.jpg,21198-zz000s9th7-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9th7
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9tjr,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9tjr-1-master.tif,53,,,,,,,,,pd,,,,,MS 1 folio 26,v,,,,,,,,,,,,,,,,,21198-zz000s9tjr-1-thumbnail.jpg,21198-zz000s9tjr-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9tjr
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9tk8,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9tk8-1-master.tif,55,,,,,,,,,pd,,,,,MS 1 folio 27,v,,,,,,,,,,,,,,,,,21198-zz000s9tk8-1-thumbnail.jpg,21198-zz000s9tk8-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9tk8
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9tms,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9tms-1-master.tif,54,,,,,,,,,pd,,,,,MS 1 folio 26v,r,,,,,,,,,,,,,,,,,21198-zz000s9tms-1-thumbnail.jpg,21198-zz000s9tms-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9tms
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9tn9,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9tn9-1-master.tif,57,,,,,,,,,pd,,,,,MS 1 folio 28,v,,,,,,,,,,,,,,,,,21198-zz000s9tn9-1-thumbnail.jpg,21198-zz000s9tn9-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9tn9
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9tpt,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9tpt-1-master.tif,56,,,,,,,,,pd,,,,,MS 1 folio 27v,r,,,,,,,,,,,,,,,,,21198-zz000s9tpt-1-thumbnail.jpg,21198-zz000s9tpt-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9tpt
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9trv,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9trv-1-master.tif,58,,,,,,,,,pd,,,,,MS 1 folio 28v,r,,,,,,,,,,,,,,,,,21198-zz000s9trv-1-thumbnail.jpg,21198-zz000s9trv-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9trv
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9tsc,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9tsc-1-master.tif,59,,,,,,,,,pd,,,,,MS 1 folio 29,v,,,,,,,,,,,,,,,,,21198-zz000s9tsc-1-thumbnail.jpg,21198-zz000s9tsc-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9tsc
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9ttw,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9ttw-1-master.tif,60,,,,,,,,,pd,,,,,MS 1 folio 30,r,,,,,,,,,,,,,,,,,21198-zz000s9ttw-1-thumbnail.jpg,21198-zz000s9ttw-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9ttw
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9tvd,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9tvd-1-master.tif,62,,,,,,,,,pd,,,,,MS 1 folio 31,r,,,,,,,,,,,,,,,,,21198-zz000s9tvd-1-thumbnail.jpg,21198-zz000s9tvd-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9tvd
Medieval and Renaissance Manuscripts,ark:/21198/zz000s9twx,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz000s9twx-1-master.tif,61,,,,,,,,,pd,,,,,MS 1 folio 30v,v,,,,,,,,,,,,,,,,,21198-zz000s9twx-1-thumbnail.jpg,21198-zz000s9twx-1-master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9twx
