Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Name.creator,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Coverage.geographic,Name.subject,Name.contributor,Subject,Rights.countryCreation,Rights.rightsHolderContact,Language,AltTitle.uniform,Name.architect,Name.photographer,AltTitle.other,Name.repository,Relation.isPartOf,Format.dimensions,Alt ID.local,Rights.statementLocal,Description.note,Title,Date.creation,Format.extent,Date.normalized,Format.medium,Publisher.placeOfOrigin,Publisher.publisherName,Description.abstract,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000922p8,ark:/21198/zz000922nr,2,Completed,Page,neutra/masters/srgb/21198-zz000922p8-1-master.tif,7,,,,,still image,,,,,,,,,,,,,,,,,,,,,,clus_1179_b29_f1_pp7,,,Page 7,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000922p8,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000922qs,ark:/21198/zz000922nr,2,Completed,Page,neutra/masters/srgb/21198-zz000922qs-1-master.tif,5,,,,,still image,,,,,,,,,,,,,,,,,,,,,,clus_1179_b29_f1_pp5,,,Page 5,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000922qs,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000922r9,ark:/21198/zz000922nr,2,Completed,Page,neutra/masters/srgb/21198-zz000922r9-1-master.tif,1,,,,,still image,,,,,,,,,,,,,,,,,,,,,,clus_1179_b29_f1_pp1,,,Page 1,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000922r9,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000922st,ark:/21198/zz000922nr,2,Completed,Page,neutra/masters/srgb/21198-zz000922st-1-master.tif,3,,,,,still image,,,,,,,,,,,,,,,,,,,,,,clus_1179_b29_f1_pp3,,,Page 3,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000922st,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000922tb,ark:/21198/zz000922nr,2,Completed,Page,neutra/masters/srgb/21198-zz000922tb-1-master.tif,6,,,,,still image,,,,,,,,,,,,,,,,,,,,,,clus_1179_b29_f1_pp6,,,Page 6,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000922tb,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000922vv,ark:/21198/zz000922nr,2,Completed,Page,neutra/masters/srgb/21198-zz000922vv-1-master.tif,2,,,,,still image,,,,,,,,,,,,,,,,,,,,,,clus_1179_b29_f1_pp2,,,Page 2,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000922vv,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000922wc,ark:/21198/zz000922nr,2,Completed,Page,neutra/masters/srgb/21198-zz000922wc-1-master.tif,4,,,,,still image,,,,,,,,,,,,,,,,,,,,,,clus_1179_b29_f1_pp4,,,Page 4,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000922wc,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0009234g,ark:/21198/zz0009232f,2,Completed,Page,neutra/masters/srgb/21198-zz0009234g-1-master.tif,1,,,,,still image,,,,,,,,,,,,,,,,,,,,,,clus_1179_b30_f5_3pp1,,,Page 1,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009234g,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00092350,ark:/21198/zz0009232f,2,Completed,Page,neutra/masters/srgb/21198-zz00092350-1-master.tif,2,,,,,,,,,,still image,,,,,,,,,,,,,,,,,clus_1179_b30_f5_3pp2,,,Page 2,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00092350,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000923f4,ark:/21198/zz0009238j,2,Completed,Page,neutra/masters/srgb/21198-zz000923f4-1-master.tif,2,,,,,still image,,,,,,,,,,,,,,,,,,,,,,clus_1179_b30_f8_1pp2,,,Page 2,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000923f4,
