Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Name.creator,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Coverage.geographic,Name.subject,Name.contributor,Subject,Rights.countryCreation,Rights.rightsHolderContact,Language,AltTitle.uniform,Name.architect,Name.photographer,AltTitle.other,Name.repository,Relation.isPartOf,Format.dimensions,Alt ID.local,Rights.statementLocal,Description.note,Title,Date.creation,Format.extent,Date.normalized,Format.medium,Publisher.placeOfOrigin,Publisher.publisherName,Description.abstract,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000923gn,ark:/21198/zz0009238j,2,Completed,Page,neutra/masters/srgb/21198-zz000923gn-1-master.tif,3,,,,,still image,,,,,,,,,,,,,,,,,,,,,,clus_1179_b30_f8_1pp3,,,Page 3,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000923gn,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000923h5,ark:/21198/zz0009238j,2,Completed,Page,neutra/masters/srgb/21198-zz000923h5-1-master.tif,5,,,,,still image,,,,,,,,,,,,,,,,,,,,,,clus_1179_b30_f8_1pp5,,,Page 5,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000923h5,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000923jp,ark:/21198/zz0009238j,2,Completed,Page,neutra/masters/srgb/21198-zz000923jp-1-master.tif,1,,,,,still image,,,,,,,,,,,,,,,,,,,,,,clus_1179_b30_f8_1pp1,,,Page 1,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000923jp,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000923k6,ark:/21198/zz0009238j,2,Completed,Page,neutra/masters/srgb/21198-zz000923k6-1-master.tif,4,,,,,still image,,,,,,,,,,,,,,,,,,,,,,clus_1179_b30_f8_1pp4,,,Page 4,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000923k6,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000923n7,ark:/21198/zz0009238j,2,Completed,Page,neutra/masters/srgb/21198-zz000923n7-1-master.tif,7,,,,,still image,,,,,,,,,,,,,,,,,,,,,,clus_1179_b30_f8_1pp7,,,Page 7,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000923n7,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000923pr,ark:/21198/zz0009238j,2,Completed,Page,neutra/masters/srgb/21198-zz000923pr-1-master.tif,6,,,,,still image,,,,,,,,,,,,,,,,,,,,,,clus_1179_b30_f8_1pp6,,,Page 6,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000923pr,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0009243f,ark:/21198/zz0009241d,2,Completed,Page,neutra/masters/srgb/21198-zz0009243f-1-master.tif,3,,,,,still image,,,,,,,,,,,,,,,,,,,,,,clus_1179_b30_f5_1pp3,,,Page 3,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009243f,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0009244z,ark:/21198/zz0009241d,2,Completed,Page,neutra/masters/srgb/21198-zz0009244z-1-master.tif,2,,,,,still image,,,,,,,,,,,,,,,,,,,,,,clus_1179_b30_f5_1pp2,,,Page 2,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009244z,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0009245g,ark:/21198/zz0009241d,2,Completed,Page,neutra/masters/srgb/21198-zz0009245g-1-master.tif,1,,,,,still image,,,,,,,,,,,,,,,,,,,,,,clus_1179_b30_f5_1pp1,,,Page 1,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009245g,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000931m6/6692v369,ark:/21198/zz000931m6,,,Page,neutra/masters/srgb/21198-zz000931m6-1-master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000931m6%2F6692v369,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000931m6/8s28m71n,ark:/21198/zz000931m6,,,Page,neutra/masters/srgb/21198-zz000931m6-2-master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000931m6%2F8s28m71n,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000931ss/db63x70g,ark:/21198/zz000931ss,,,Page,neutra/masters/srgb/21198-zz000931ss-1-master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000931ss%2Fdb63x70g,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000931ss/rb52xs25,ark:/21198/zz000931ss,,,Page,neutra/masters/srgb/21198-zz000931ss-2-master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000931ss%2Frb52xs25,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0009f1c2/0225pf58,ark:/21198/zz0009f1c2,,,Page,neutra/masters/srgb/21198-zz0009f1c2-2-master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009f1c2%2F0225pf58,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0009f1c2/k826pv3x,ark:/21198/zz0009f1c2,,,Page,neutra/masters/srgb/21198-zz0009f1c2-1-master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009f1c2%2Fk826pv3x,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0009f1dk/7z97pj97,ark:/21198/zz0009f1dk,,,Page,neutra/masters/srgb/21198-zz0009f1dk-2-master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009f1dk%2F7z97pj97,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0009f1dk/zh854m3m,ark:/21198/zz0009f1dk,,,Page,neutra/masters/srgb/21198-zz0009f1dk-1-master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009f1dk%2Fzh854m3m,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0009f1k5/0602zh5s,ark:/21198/zz0009f1k5,,,Page,neutra/masters/srgb/21198-zz0009f1k5-1-master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009f1k5%2F0602zh5s,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0009f1k5/zg71s93p,ark:/21198/zz0009f1k5,,,Page,neutra/masters/srgb/21198-zz0009f1k5-2-master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009f1k5%2Fzg71s93p,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00177ttr/b528t20j,ark:/21198/zz00177ttr,,,Page,neutra/masters/srgb/21198-zz00177ttr_2388267_master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00177ttr%2Fb528t20j,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00177ttr/b557288t,ark:/21198/zz00177ttr,,,Page,neutra/masters/srgb/21198-zz00177ttr_498941_master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,failed,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00177xz8/3d928h4p,ark:/21198/zz00177xz8,,,Page,neutra/masters/srgb/21198-zz00177xz8_499358_master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,failed,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00177xz8/xw14ms5d,ark:/21198/zz00177xz8,,,Page,neutra/masters/srgb/21198-zz00177xz8_2385653_master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00177xz8%2Fxw14ms5d,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001bmstf/0248h79c,ark:/21198/zz001bmstf,,,Page,neutra/masters/srgb/21198-zz001bmstf_746348_master.tif,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bmstf%2F0248h79c,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001bmstf/cr68r084,ark:/21198/zz001bmstf,,,Page,neutra/masters/srgb/21198-zz001bmstf_746351_master.tif,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bmstf%2Fcr68r084,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001bmstf/dz35j33w,ark:/21198/zz001bmstf,,,Page,neutra/masters/srgb/21198-zz001bmstf_746342_master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bmstf%2Fdz35j33w,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001bmstf/qf63qg2d,ark:/21198/zz001bmstf,,,Page,neutra/masters/srgb/21198-zz001bmstf_746345_master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bmstf%2Fqf63qg2d,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001bn05z/0c88m90g,ark:/21198/zz001bn05z,,,Page,neutra/masters/srgb/21198-zz001bn05z_746712_master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bn05z%2F0c88m90g,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001bn05z/dk13698t,ark:/21198/zz001bn05z,,,Page,neutra/masters/srgb/21198-zz001bn05z_746734_master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bn05z%2Fdk13698t,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001bpbfc/qm646x2d,ark:/21198/zz001bpbfc,,,Page,neutra/masters/srgb/21198-zz001bpbfc_749715_master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bpbfc%2Fqm646x2d,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001bpbfc/z256p44p,ark:/21198/zz001bpbfc,,,Page,neutra/masters/srgb/21198-zz001bpbfc_749953_master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bpbfc%2Fz256p44p,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001bsb3j/7q51sc2s,ark:/21198/zz001bsb3j,,,Page,neutra/masters/srgb/21198-zz001bsb3j_750004_master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bsb3j%2F7q51sc2s,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001bsb3j/kd17kx46,ark:/21198/zz001bsb3j,,,Page,neutra/masters/srgb/21198-zz001bsb3j_749992_master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bsb3j%2Fkd17kx46,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001btt3r/gt572d87,ark:/21198/zz001btt3r,,,Page,neutra/masters/srgb/21198-zz001btt3r_752187_master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001btt3r%2Fgt572d87,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001btt3r/n283w289,ark:/21198/zz001btt3r,,,Page,neutra/masters/srgb/21198-zz001btt3r_750068_master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001btt3r%2Fn283w289,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d1cf5/1g16pz3m,ark:/21198/zz001d1cf5,,,Page,neutra/masters/srgb/21198-zz001d1cf5_756409_master.tif,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1cf5%2F1g16pz3m,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d1cf5/1h57r583,ark:/21198/zz001d1cf5,,,Page,neutra/masters/srgb/21198-zz001d1cf5_756336_master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1cf5%2F1h57r583,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d1cf5/4914vk9x,ark:/21198/zz001d1cf5,,,Page,neutra/masters/srgb/21198-zz001d1cf5_756421_master.tif,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1cf5%2F4914vk9x,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d1cf5/7298m70p,ark:/21198/zz001d1cf5,,,Page,neutra/masters/srgb/21198-zz001d1cf5_756396_master.tif,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1cf5%2F7298m70p,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d1cf5/9w18c33j,ark:/21198/zz001d1cf5,,,Page,neutra/masters/srgb/21198-zz001d1cf5_756379_master.tif,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1cf5%2F9w18c33j,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d1cf5/bq01s30x,ark:/21198/zz001d1cf5,,,Page,neutra/masters/srgb/21198-zz001d1cf5_756342_master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1cf5%2Fbq01s30x,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d1cf5/j9421g5z,ark:/21198/zz001d1cf5,,,Page,neutra/masters/srgb/21198-zz001d1cf5_756368_master.tif,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1cf5%2Fj9421g5z,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d1cf5/kz348n0q,ark:/21198/zz001d1cf5,,,Page,neutra/masters/srgb/21198-zz001d1cf5_756434_master.tif,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1cf5%2Fkz348n0q,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d1cf5/nx70gr1d,ark:/21198/zz001d1cf5,,,Page,neutra/masters/srgb/21198-zz001d1cf5_756386_master.tif,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1cf5%2Fnx70gr1d,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d1cf5/zp16q423,ark:/21198/zz001d1cf5,,,Page,neutra/masters/srgb/21198-zz001d1cf5_756400_master.tif,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1cf5%2Fzp16q423,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d2twm/2j25jz45,ark:/21198/zz001d2twm,,,Page,neutra/masters/srgb/21198-zz001d2twm_760271_master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d2twm%2F2j25jz45,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d2twm/7r50cm0s,ark:/21198/zz001d2twm,,,Page,neutra/masters/srgb/21198-zz001d2twm_760274_master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d2twm%2F7r50cm0s,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d2twm/99151d24,ark:/21198/zz001d2twm,,,Page,neutra/masters/srgb/21198-zz001d2twm_760292_master.tif,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d2twm%2F99151d24,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d2twm/nk321r92,ark:/21198/zz001d2twm,,,Page,neutra/masters/srgb/21198-zz001d2twm_760301_master.tif,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d2twm%2Fnk321r92,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d2twm/qz75s24b,ark:/21198/zz001d2twm,,,Page,neutra/masters/srgb/21198-zz001d2twm_760286_master.tif,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d2twm%2Fqz75s24b,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d2tx4/72953j20,ark:/21198/zz001d2tx4,,,Page,neutra/masters/srgb/21198-zz001d2tx4_760400_master.tif,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 11,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d2tx4%2F72953j20,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d2tx4/8318zn92,ark:/21198/zz001d2tx4,,,Page,neutra/masters/srgb/21198-zz001d2tx4_760405_master.tif,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 12,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d2tx4%2F8318zn92,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d2tx4/gj65zs7j,ark:/21198/zz001d2tx4,,,Page,neutra/masters/srgb/21198-zz001d2tx4_760410_master.tif,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 13,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d2tx4%2Fgj65zs7j,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d2tx4/hk02md96,ark:/21198/zz001d2tx4,,,Page,neutra/masters/srgb/21198-zz001d2tx4_760397_master.tif,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d2tx4%2Fhk02md96,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d2tx4/j131s603,ark:/21198/zz001d2tx4,,,Page,neutra/masters/srgb/21198-zz001d2tx4_760380_master.tif,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d2tx4%2Fj131s603,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d2tx4/jt01fn9k,ark:/21198/zz001d2tx4,,,Page,neutra/masters/srgb/21198-zz001d2tx4_760339_master.tif,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d2tx4%2Fjt01fn9k,
