"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.publicationStatus","Subject","Rights.servicesContact","Language","Name.artist","Name.repository","Relation.isPartOf","Name.creator","Coverage.geographic","Author","Relation.rectoVerso","Relation.pageNumber","Title","Alt ID.local","Description.adminnote","Description.note","Format.dimensions","AltTitle.firstLine","Description.caption","AltTitle.descriptive","Format.medium","Format.extent","Place of origin","Date.normalized","Date.creation","Description.abstract","Description.tableOfContents","AltTitle.uniform","AltTitle.other","Opac url","Alt ID.url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kjw5f","ark:/21198/zz0009jfxg","2","Completed","Page","boundman170/masters/21198-zz002kjw5f_2413002_master.tif","1","","","","","","","","","","","","","","","","Bound Manuscripts Collection. UCLA Library Special Collections, Charles E. Young Research Library.","","","","","","uclalsc_coll170_mss604_001","","","front cover","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjw5f",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kjw6z","ark:/21198/zz0009jfxg","2","Completed","Page","boundman170/masters/21198-zz002kjw6z_2413005_master.tif","2","","","","","","","","","","","","","","","","Bound Manuscripts Collection. UCLA Library Special Collections, Charles E. Young Research Library.","","","","","","uclalsc_coll170_mss604_002","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjw6z",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kjw9h","ark:/21198/zz0009jfxg","2","Completed","Page","boundman170/masters/21198-zz002kjw9h_2413008_master.tif","3","","","","","","","","","","","","","","","","Bound Manuscripts Collection. UCLA Library Special Collections, Charles E. Young Research Library.","","","","","","uclalsc_170_mss604_003","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjw9h",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kjwb1","ark:/21198/zz0009jfxg","2","Completed","Page","boundman170/masters/21198-zz002kjwb1_2413011_master.tif","4","","","","","","","","","","","","","","","","Bound Manuscripts Collection. UCLA Library Special Collections, Charles E. Young Research Library.","","","","","","uclalsc_coll170_mss604_004","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjwb1",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kjwcj","ark:/21198/zz0009jfxg","2","Completed","Page","boundman170/masters/21198-zz002kjwcj_2413014_master.tif","5","","","","","","","","","","","","","","","","Bound Manuscripts Collection. UCLA Library Special Collections, Charles E. Young Research Library.","","","","","","uclalsc_170_604_005","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjwcj",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kjwd2","ark:/21198/zz0009jfxg","2","Completed","Page","boundman170/masters/21198-zz002kjwd2_2413017_master.tif","6","","","","","","","","","","","","","","","","Bound Manuscripts Collection. UCLA Library Special Collections, Charles E. Young Research Library.|~|v","","","","","","uclalsc_170_604_006","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjwd2",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kjwfk","ark:/21198/zz0009jfxg","2","Completed","Page","boundman170/masters/21198-zz002kjwfk_2413020_master.tif","7","","","","","","","","","","","","","","","","Bound Manuscripts Collection. UCLA Library Special Collections, Charles E. Young Research Library.","","","","","","uclalsc_170_604_007","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjwfk",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kjwg3","ark:/21198/zz0009jfxg","2","Completed","Page","boundman170/masters/21198-zz002kjwg3_2413023_master.tif","8","","","","","","","","","","","","","","","","Bound Manuscripts Collection. UCLA Library Special Collections, Charles E. Young Research Library.|~|v","","","","","","uclalsc_170_604_008","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjwg3",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kjwhm","ark:/21198/zz0009jfxg","2","Completed","Page","boundman170/masters/21198-zz002kjwhm_2413026_master.tif","9","","","","","","","","","","","","","","","","Bound Manuscripts Collection. UCLA Library Special Collections, Charles E. Young Research Library.","","","","","","uclalsc_170_604_009","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjwhm",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kjwj4","ark:/21198/zz0009jfxg","2","Completed","Page","boundman170/masters/21198-zz002kjwj4_2413029_master.tif","10","","","","","","","","","","","","","","","","Bound Manuscripts Collection. UCLA Library Special Collections, Charles E. Young Research Library.","","","","v","","uclalsc_170_604_010","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjwj4",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kjwkn","ark:/21198/zz0009jfxg","2","Completed","Page","boundman170/masters/21198-zz002kjwkn_2413032_master.tif","11","","","","","","","","","","","","","","","","Bound Manuscripts Collection. UCLA Library Special Collections, Charles E. Young Research Library.","","","","r","","uclalsc_170_604_011","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjwkn",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kjwm5","ark:/21198/zz0009jfxg","2","Completed","Page","boundman170/masters/21198-zz002kjwm5_2413035_master.tif","12","","","","","","","","","","","","","","","","Bound Manuscripts Collection. UCLA Library Special Collections, Charles E. Young Research Library.","","","","v","","uclalsc_170_604_012","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjwm5",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kjwnp","ark:/21198/zz0009jfxg","2","Completed","Page","boundman170/masters/21198-zz002kjwnp_2413038_master.tif","13","","","","","","","","","","","","","","","","Bound Manuscripts Collection. UCLA Library Special Collections, Charles E. Young Research Library.","","","","","","uclalsc_170_604_013","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjwnp",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kjwp6","ark:/21198/zz0009jfxg","2","Completed","Page","boundman170/masters/21198-zz002kjwp6_2413041_master.tif","14","","","","","","","","","","","","","","","","Bound Manuscripts Collection. UCLA Library Special Collections, Charles E. Young Research Library.","","","","r","","uclalsc_170_604_014","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjwp6",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kjwqq","ark:/21198/zz0009jfxg","2","Completed","Page","boundman170/masters/21198-zz002kjwqq_2413044_master.tif","15","","","","","","","","","","","","","","","","Bound Manuscripts Collection. UCLA Library Special Collections, Charles E. Young Research Library.","","","","r","","uclalsc_170_604_015","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjwqq",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kjwr7","ark:/21198/zz0009jfxg","2","Completed","Page","boundman170/masters/21198-zz002kjwr7_2413047_master.tif","16","","","","","","","","","","","","","","","","Bound Manuscripts Collection. UCLA Library Special Collections, Charles E. Young Research Library.","","","","v","","uclalsc_170_604_016","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjwr7",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kjwsr","ark:/21198/zz0009jfxg","2","Completed","Page","boundman170/masters/21198-zz002kjwsr_2413050_master.tif","17","","","","","","","","","","","","","","","","Bound Manuscripts Collection. UCLA Library Special Collections, Charles E. Young Research Library.","","","","v","","uclalsc_170_604_017","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjwsr",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kjwt8","ark:/21198/zz0009jfxg","2","Completed","Page","boundman170/masters/21198-zz002kjwt8_2413053_master.tif","18","","","","","","","","","","","","","","","","Bound Manuscripts Collection. UCLA Library Special Collections, Charles E. Young Research Library.","","","","v","","uclalsc_170_604_018","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjwt8",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kjwvs","ark:/21198/zz0009jfxg","2","Completed","Page","boundman170/masters/21198-zz002kjwvs_2413056_master.tif","19","","","","","","","","","","","","","","","","Bound Manuscripts Collection. UCLA Library Special Collections, Charles E. Young Research Library.","","","","r","","uclalsc_170_604_019","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjwvs",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kjww9","ark:/21198/zz0009jfxg","2","Completed","Page","boundman170/masters/21198-zz002kjww9_2413059_master.tif","20","","","","","","","","","","","","","","","","Bound Manuscripts Collection. UCLA Library Special Collections, Charles E. Young Research Library.","","","","v","","uclalsc_170_604_020","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjww9",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kjwxt","ark:/21198/zz0009jfxg","2","Completed","Page","boundman170/masters/21198-zz002kjwxt_2413062_master.tif","21","","","","","","","","","","","","","","","","Bound Manuscripts Collection. UCLA Library Special Collections, Charles E. Young Research Library.","","","","r","","uclalsc_170_604_021","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjwxt",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kjwzb","ark:/21198/zz0009jfxg","2","Completed","Page","boundman170/masters/21198-zz002kjwzb_2413065_master.tif","22","","","","","","","","","","","","","","","","Bound Manuscripts Collection. UCLA Library Special Collections, Charles E. Young Research Library.","","","","v","","uclalsc_170_604_022","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kjwzb",""
