"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.publicationStatus","Subject","Rights.servicesContact","Language","Name.artist","Name.repository","Relation.isPartOf","Name.creator","Coverage.geographic","Author","Relation.rectoVerso","Relation.pageNumber","Title","Alt ID.local","Description.adminnote","Description.note","Format.dimensions","AltTitle.firstLine","Description.caption","AltTitle.descriptive","Format.medium","Format.extent","Place of origin","Date.normalized","Date.creation","Description.abstract","Description.tableOfContents","AltTitle.uniform","AltTitle.other","Opac url","Alt ID.url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz00152bwz","ark:/21198/zz0015228s","2","Completed","Page","boundman170/masters/21198-zz00152bwz-1-master.tif","75","","","","","","","text","","","","","","","","","","","","","","","page 73","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152bwz",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz00152c21","ark:/21198/zz0015228s","2","Completed","Page","boundman170/masters/21198-zz00152c21-1-master.tif","76","","","","","","","text","","","","","","","","","","","","","","","page 74","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152c21",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz00152c7m","ark:/21198/zz0015228s","2","Completed","Page","boundman170/masters/21198-zz00152c7m-1-master.tif","77","","","","","","","text","","","","","","","","","","","","","","","page 75","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152c7m",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz00152c84","ark:/21198/zz0015228s","2","Completed","Page","boundman170/masters/21198-zz00152c84-1-master.tif","78","","","","","","","text","","","","","","","","","","","","","","","page 76","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152c84",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz00152dc5","ark:/21198/zz0015228s","2","Completed","Page","boundman170/masters/21198-zz00152dc5-1-master.tif","79","","","","","","","text","","","","","","","","","","","","","","","page 77","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152dc5",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz00152ddp","ark:/21198/zz0015228s","2","Completed","Page","boundman170/masters/21198-zz00152ddp-1-master.tif","80","","","","","","","text","","","","","","","","","","","","","","","page 78","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152ddp",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz00152df6","ark:/21198/zz0015228s","2","Completed","Page","boundman170/masters/21198-zz00152df6-1-master.tif","81","","","","","","","text","","","","","","","","","","","","","","","page 79","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152df6",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz00152dgq","ark:/21198/zz0015228s","2","Completed","Page","boundman170/masters/21198-zz00152dgq-1-master.tif","82","","","","","","","text","","","","","","","","","","","","","","","page 80","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152dgq",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz00152dh7","ark:/21198/zz0015228s","2","Completed","Page","boundman170/masters/21198-zz00152dh7-1-master.tif","83","","","","","","","text","","","","","","","","","","","","","","","page 81","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152dh7",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz00152djr","ark:/21198/zz0015228s","2","Completed","Page","boundman170/masters/21198-zz00152djr-1-master.tif","84","","","","","","","text","","","","","","","","","","","","","","","page 82","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152djr",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz00152dk8","ark:/21198/zz0015228s","2","Completed","Page","boundman170/masters/21198-zz00152dk8-1-master.tif","85","","","","","","","text","","","","","","","","","","","","","","","page 83","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152dk8",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz00152dms","ark:/21198/zz0015228s","2","Completed","Page","boundman170/masters/21198-zz00152dms-1-master.tif","86","","","","","","","text","","","","","","","","","","","","","","","page 84","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152dms",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz00152dn9","ark:/21198/zz0015228s","2","Completed","Page","boundman170/masters/21198-zz00152dn9-1-master.tif","87","","","","","","","text","","","","","","","","","","","","","","","page 85","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152dn9",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz00152dpt","ark:/21198/zz0015228s","2","Completed","Page","boundman170/masters/21198-zz00152dpt-1-master.tif","88","","","","","","","text","","","","","","","","","","","","","","","page 86","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152dpt",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz00152dqb","ark:/21198/zz0015228s","2","Completed","Page","boundman170/masters/21198-zz00152dqb-1-master.tif","89","","","","","","","text","","","","","","","","","","","","","","","page 87","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152dqb",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz00152drv","ark:/21198/zz0015228s","2","Completed","Page","boundman170/masters/21198-zz00152drv-1-master.tif","90","","","","","","","text","","","","","","","","","","","","","","","page 88","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152drv",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz00152dsc","ark:/21198/zz0015228s","2","Completed","Page","boundman170/masters/21198-zz00152dsc-1-master.tif","91","","","","","","","text","","","","","","","","","","","","","","","page 89","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152dsc",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz00152dtw","ark:/21198/zz0015228s","2","Completed","Page","boundman170/masters/21198-zz00152dtw-1-master.tif","92","","","","","","","text","","","","","","","","","","","","","","","page 90","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152dtw",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz00152dvd","ark:/21198/zz0015228s","2","Completed","Page","boundman170/masters/21198-zz00152dvd-1-master.tif","93","","","","","","","text","","","","","","","","","","","","","","","page 91","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152dvd",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz00152dwx","ark:/21198/zz0015228s","2","Completed","Page","boundman170/masters/21198-zz00152dwx-1-master.tif","94","","","","","","","text","","","","","","","","","","","","","","","page 92","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152dwx",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz00152dxf","ark:/21198/zz0015228s","2","Completed","Page","boundman170/masters/21198-zz00152dxf-1-master.tif","95","","","","","","","text","","","","","","","","","","","","","","","page 93","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152dxf",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz00152dzz","ark:/21198/zz0015228s","2","Completed","Page","boundman170/masters/21198-zz00152dzz-1-master.tif","96","","","","","","","text","","","","","","","","","","","","","","","page 94","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152dzz",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz00152f0z","ark:/21198/zz0015228s","2","Completed","Page","boundman170/masters/21198-zz00152f0z-1-master.tif","97","","","","","","","text","","","","","","","","","","","","","","","page 95","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152f0z",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz00152f1g","ark:/21198/zz0015228s","2","Completed","Page","boundman170/masters/21198-zz00152f1g-1-master.tif","98","","","","","","","text","","","","","","","","","","","","","","","page 96","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152f1g",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz00152f20","ark:/21198/zz0015228s","2","Completed","Page","boundman170/masters/21198-zz00152f20-1-master.tif","99","","","","","","","text","","","","","","","","","","","","","","","back cover inside","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152f20",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz00152f3h","ark:/21198/zz0015228s","2","Completed","Page","boundman170/masters/21198-zz00152f3h-1-master.tif","100","","","","","","","text","","","","","","","","","","","","","","","back cover","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152f3h",""
